"Fecha","Horas","O3","O3_8Hrs","NO2","CO_8Hrs","SO2_24Hrs","PM_10_12Hrs","PM_2.5_12Hrs"
2020-04-12,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-12,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-12,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-12,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-12,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-12,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-12,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-12,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-12,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-12,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-12,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-13,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-14,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-15,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-16,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-17,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-18,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-19,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-20,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-21,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-22,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-23,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-24,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-25,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-26,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-27,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-28,0S,NA,NA,NA,NA,NA,NA,NA
2020-04-28,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-28,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-28,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-28,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-28,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-28,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2020-04-28,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
