"Fecha","Horas","O3","NO2","CO","SO2","PM_10","PM_2.5"
2023-01-01,0S,2,13,16,4,NA,NA
2023-01-01,1H 0M 0S,1,10,18,4,NA,NA
2023-01-01,2H 0M 0S,1,10,20,4,NA,NA
2023-01-01,3H 0M 0S,2,10,21,4,NA,NA
2023-01-01,4H 0M 0S,5,8,22,4,NA,NA
2023-01-01,5H 0M 0S,4,9,23,4,NA,NA
2023-01-01,6H 0M 0S,4,8,22,4,NA,NA
2023-01-01,7H 0M 0S,2,7,22,6,NA,NA
2023-01-01,8H 0M 0S,2,6,21,6,NA,NA
2023-01-01,9H 0M 0S,6,7,21,6,116,NA
2023-01-01,10H 0M 0S,14,9,20,6,116,NA
2023-01-01,11H 0M 0S,21,6,19,6,117,NA
2023-01-01,12H 0M 0S,26,3,17,6,117,NA
2023-01-01,13H 0M 0S,24,1,16,6,NA,NA
2023-01-01,14H 0M 0S,24,2,14,6,NA,NA
2023-01-01,15H 0M 0S,24,NA,13,6,NA,NA
2023-01-01,16H 0M 0S,25,NA,12,6,116,NA
2023-01-01,17H 0M 0S,23,2,11,6,114,NA
2023-01-01,18H 0M 0S,19,2,11,6,113,NA
2023-01-01,19H 0M 0S,16,4,11,6,113,NA
2023-01-01,20H 0M 0S,14,6,11,6,112,NA
2023-01-01,21H 0M 0S,10,8,11,6,112,NA
2023-01-01,22H 0M 0S,2,16,12,6,111,NA
2023-01-01,23H 0M 0S,1,16,13,6,110,NA
2023-01-02,0S,1,15,14,6,109,NA
2023-01-02,1H 0M 0S,1,14,14,6,108,NA
2023-01-02,2H 0M 0S,1,12,15,4,106,NA
2023-01-02,3H 0M 0S,1,11,16,4,104,NA
2023-01-02,4H 0M 0S,1,10,16,4,101,NA
2023-01-02,5H 0M 0S,1,9,16,4,80,NA
2023-01-02,6H 0M 0S,1,9,16,4,64,NA
2023-01-02,7H 0M 0S,1,8,16,4,54,NA
2023-01-02,8H 0M 0S,1,9,17,4,44,NA
2023-01-02,9H 0M 0S,1,11,17,4,41,NA
2023-01-02,10H 0M 0S,7,17,17,4,40,NA
2023-01-02,11H 0M 0S,18,8,17,4,40,NA
2023-01-02,12H 0M 0S,20,3,17,4,40,NA
2023-01-02,13H 0M 0S,20,2,16,4,38,NA
2023-01-02,14H 0M 0S,21,2,16,4,38,NA
2023-01-02,15H 0M 0S,21,2,15,4,38,NA
2023-01-02,16H 0M 0S,20,2,13,4,38,NA
2023-01-02,17H 0M 0S,20,2,12,4,38,73
2023-01-02,18H 0M 0S,19,3,11,4,39,72
2023-01-02,19H 0M 0S,12,8,11,4,39,72
2023-01-02,20H 0M 0S,11,10,11,4,40,72
2023-01-02,21H 0M 0S,12,9,12,4,40,72
2023-01-02,22H 0M 0S,5,13,12,4,40,72
2023-01-02,23H 0M 0S,4,15,13,4,40,72
2023-01-03,0S,12,8,13,4,39,70
2023-01-03,1H 0M 0S,9,7,13,4,38,70
2023-01-03,2H 0M 0S,14,4,13,4,35,67
2023-01-03,3H 0M 0S,14,4,13,4,34,66
2023-01-03,4H 0M 0S,13,4,13,4,31,63
2023-01-03,5H 0M 0S,12,4,12,4,31,61
2023-01-03,6H 0M 0S,1,9,13,2,31,61
2023-01-03,7H 0M 0S,1,10,13,2,33,63
2023-01-03,8H 0M 0S,1,10,13,2,33,63
2023-01-03,9H 0M 0S,2,12,14,2,33,63
2023-01-03,10H 0M 0S,7,17,15,2,33,63
2023-01-03,11H 0M 0S,16,9,15,2,33,64
2023-01-03,12H 0M 0S,21,5,15,2,33,64
2023-01-03,13H 0M 0S,23,3,15,2,34,64
2023-01-03,14H 0M 0S,22,2,15,2,34,64
2023-01-03,15H 0M 0S,23,2,14,2,33,64
2023-01-03,16H 0M 0S,26,2,13,2,33,64
2023-01-03,17H 0M 0S,26,2,12,2,34,64
2023-01-03,18H 0M 0S,24,3,11,2,33,64
2023-01-03,19H 0M 0S,17,7,11,2,33,63
2023-01-03,20H 0M 0S,9,14,12,2,33,64
2023-01-03,21H 0M 0S,1,62,13,4,34,64
2023-01-03,22H 0M 0S,1,62,14,4,36,64
2023-01-03,23H 0M 0S,1,20,17,4,39,67
2023-01-04,0S,1,18,18,4,44,70
2023-01-04,1H 0M 0S,1,17,19,4,52,73
2023-01-04,2H 0M 0S,1,16,19,4,57,76
2023-01-04,3H 0M 0S,1,13,20,4,60,78
2023-01-04,4H 0M 0S,2,12,19,4,61,79
2023-01-04,5H 0M 0S,4,10,18,4,63,81
2023-01-04,6H 0M 0S,2,10,17,4,63,81
2023-01-04,7H 0M 0S,1,11,15,4,61,78
2023-01-04,8H 0M 0S,1,10,15,4,61,79
2023-01-04,9H 0M 0S,4,13,15,4,63,79
2023-01-04,10H 0M 0S,8,18,15,4,64,79
2023-01-04,11H 0M 0S,15,62,16,4,65,79
2023-01-04,12H 0M 0S,26,13,15,4,64,78
2023-01-04,13H 0M 0S,35,12,16,4,64,79
2023-01-04,14H 0M 0S,40,6,15,4,65,79
2023-01-04,15H 0M 0S,35,4,15,4,67,81
2023-01-04,16H 0M 0S,36,3,14,4,65,81
2023-01-04,17H 0M 0S,34,4,13,4,67,81
2023-01-04,18H 0M 0S,30,5,12,4,67,81
2023-01-04,19H 0M 0S,16,14,12,4,68,81
2023-01-04,20H 0M 0S,16,16,13,4,70,81
2023-01-04,21H 0M 0S,11,19,13,4,73,82
2023-01-04,22H 0M 0S,9,16,13,4,73,84
2023-01-04,23H 0M 0S,11,16,13,4,70,84
2023-01-05,0S,16,10,14,4,65,81
2023-01-05,1H 0M 0S,10,10,14,4,64,79
2023-01-05,2H 0M 0S,1,13,14,4,63,79
2023-01-05,3H 0M 0S,2,14,14,4,61,79
2023-01-05,4H 0M 0S,4,11,14,4,63,81
2023-01-05,5H 0M 0S,9,9,13,4,63,81
2023-01-05,6H 0M 0S,6,10,13,4,63,81
2023-01-05,7H 0M 0S,1,11,13,4,63,81
2023-01-05,8H 0M 0S,1,14,14,4,63,81
2023-01-05,9H 0M 0S,4,15,14,4,63,81
2023-01-05,10H 0M 0S,8,20,15,4,61,81
2023-01-05,11H 0M 0S,12,NA,15,4,61,81
2023-01-05,12H 0M 0S,24,61,15,4,64,81
2023-01-05,13H 0M 0S,35,7,15,4,63,81
2023-01-05,14H 0M 0S,35,5,15,4,63,81
2023-01-05,15H 0M 0S,36,3,15,4,63,81
2023-01-05,16H 0M 0S,36,4,14,4,64,81
2023-01-05,17H 0M 0S,34,6,13,4,65,81
2023-01-05,18H 0M 0S,26,12,13,4,67,81
2023-01-05,19H 0M 0S,21,14,12,4,68,82
2023-01-05,20H 0M 0S,18,17,12,4,68,84
2023-01-05,21H 0M 0S,12,16,12,4,70,84
2023-01-05,22H 0M 0S,11,12,13,4,70,84
2023-01-05,23H 0M 0S,13,9,13,4,70,82
2023-01-06,0S,10,9,13,4,70,84
2023-01-06,1H 0M 0S,6,10,13,4,68,84
2023-01-06,2H 0M 0S,9,9,13,4,68,82
2023-01-06,3H 0M 0S,7,9,13,4,67,81
2023-01-06,4H 0M 0S,4,9,13,4,65,79
2023-01-06,5H 0M 0S,6,8,12,2,65,79
2023-01-06,6H 0M 0S,7,8,12,2,65,79
2023-01-06,7H 0M 0S,3,11,12,2,65,79
2023-01-06,8H 0M 0S,1,12,13,2,65,79
2023-01-06,9H 0M 0S,2,12,14,4,65,79
2023-01-06,10H 0M 0S,5,62,15,4,67,79
2023-01-06,11H 0M 0S,15,20,15,4,67,79
2023-01-06,12H 0M 0S,25,11,16,4,67,78
2023-01-06,13H 0M 0S,32,4,15,4,67,79
2023-01-06,14H 0M 0S,34,4,15,4,65,NA
2023-01-06,15H 0M 0S,35,4,15,4,65,NA
2023-01-06,16H 0M 0S,33,4,14,4,64,NA
2023-01-06,17H 0M 0S,31,3,13,4,64,NA
2023-01-06,18H 0M 0S,29,4,11,4,63,NA
2023-01-06,19H 0M 0S,19,11,11,4,60,NA
2023-01-06,20H 0M 0S,14,17,11,4,60,NA
2023-01-06,21H 0M 0S,15,17,11,4,58,NA
2023-01-06,22H 0M 0S,17,13,12,4,58,NA
2023-01-06,23H 0M 0S,16,11,12,4,60,81
2023-01-07,0S,19,9,12,4,60,81
2023-01-07,1H 0M 0S,14,9,12,4,60,81
2023-01-07,2H 0M 0S,11,11,13,4,58,81
2023-01-07,3H 0M 0S,4,13,13,4,60,82
2023-01-07,4H 0M 0S,3,13,13,4,61,84
2023-01-07,5H 0M 0S,1,10,13,4,61,84
2023-01-07,6H 0M 0S,1,10,13,4,63,85
2023-01-07,7H 0M 0S,1,11,13,4,63,87
2023-01-07,8H 0M 0S,2,11,14,4,63,87
2023-01-07,9H 0M 0S,5,12,14,4,63,87
2023-01-07,10H 0M 0S,9,18,15,4,61,87
2023-01-07,11H 0M 0S,19,17,15,4,61,87
2023-01-07,12H 0M 0S,30,11,15,4,60,NA
2023-01-07,13H 0M 0S,32,7,15,4,61,87
2023-01-07,14H 0M 0S,39,3,14,4,60,87
2023-01-07,15H 0M 0S,44,4,14,4,60,NA
2023-01-07,16H 0M 0S,44,4,13,4,61,NA
2023-01-07,17H 0M 0S,42,4,13,4,63,NA
2023-01-07,18H 0M 0S,38,5,12,4,64,NA
2023-01-07,19H 0M 0S,34,7,12,4,64,NA
2023-01-07,20H 0M 0S,20,15,12,4,63,NA
2023-01-07,21H 0M 0S,11,20,13,4,63,NA
2023-01-07,22H 0M 0S,10,19,13,4,63,NA
2023-01-07,23H 0M 0S,6,18,14,4,63,NA
2023-01-08,0S,4,16,14,4,63,NA
2023-01-08,1H 0M 0S,6,14,14,4,63,NA
2023-01-08,2H 0M 0S,11,10,14,4,64,88
2023-01-08,3H 0M 0S,13,8,14,4,64,88
2023-01-08,4H 0M 0S,6,8,14,4,63,NA
2023-01-08,5H 0M 0S,9,8,13,4,61,NA
2023-01-08,6H 0M 0S,7,8,13,4,61,NA
2023-01-08,7H 0M 0S,10,8,13,4,60,NA
2023-01-08,8H 0M 0S,6,11,13,4,58,NA
2023-01-08,9H 0M 0S,11,13,13,4,57,NA
2023-01-08,10H 0M 0S,15,15,13,4,57,NA
2023-01-08,11H 0M 0S,19,62,13,4,57,NA
2023-01-08,12H 0M 0S,29,18,14,4,58,NA
2023-01-08,13H 0M 0S,41,10,14,4,60,NA
2023-01-08,14H 0M 0S,57,5,14,4,61,NA
2023-01-08,15H 0M 0S,55,5,14,4,63,NA
2023-01-08,16H 0M 0S,41,6,13,4,61,NA
2023-01-08,17H 0M 0S,41,3,13,4,61,NA
2023-01-08,18H 0M 0S,39,4,13,4,61,NA
2023-01-08,19H 0M 0S,34,6,12,4,61,NA
2023-01-08,20H 0M 0S,21,11,12,4,61,NA
2023-01-08,21H 0M 0S,17,13,12,4,60,NA
2023-01-08,22H 0M 0S,9,17,13,4,60,NA
2023-01-08,23H 0M 0S,8,16,13,4,61,NA
2023-01-09,0S,11,10,13,4,61,NA
2023-01-09,1H 0M 0S,11,8,13,4,58,NA
2023-01-09,2H 0M 0S,14,7,13,4,58,NA
2023-01-09,3H 0M 0S,8,8,13,4,57,NA
2023-01-09,4H 0M 0S,8,7,13,4,57,NA
2023-01-09,5H 0M 0S,10,7,13,4,58,NA
2023-01-09,6H 0M 0S,7,7,13,4,58,NA
2023-01-09,7H 0M 0S,2,11,13,4,60,NA
2023-01-09,8H 0M 0S,2,13,14,4,60,NA
2023-01-09,9H 0M 0S,4,14,14,4,61,NA
2023-01-09,10H 0M 0S,9,17,15,4,63,NA
2023-01-09,11H 0M 0S,16,19,15,4,61,NA
2023-01-09,12H 0M 0S,24,15,15,4,60,NA
2023-01-09,13H 0M 0S,36,11,15,4,58,NA
2023-01-09,14H 0M 0S,41,8,15,4,58,NA
2023-01-09,15H 0M 0S,42,7,15,4,58,NA
2023-01-09,16H 0M 0S,39,6,14,4,58,NA
2023-01-09,17H 0M 0S,36,4,13,4,60,NA
2023-01-09,18H 0M 0S,35,5,13,4,58,NA
2023-01-09,19H 0M 0S,28,10,13,4,60,NA
2023-01-09,20H 0M 0S,21,15,13,4,60,NA
2023-01-09,21H 0M 0S,11,62,13,4,60,NA
2023-01-09,22H 0M 0S,13,20,13,4,60,NA
2023-01-09,23H 0M 0S,16,15,14,4,60,NA
2023-01-10,0S,11,14,14,4,61,NA
2023-01-10,1H 0M 0S,7,16,14,4,64,87
2023-01-10,2H 0M 0S,11,12,15,4,65,87
2023-01-10,3H 0M 0S,9,13,15,4,68,88
2023-01-10,4H 0M 0S,10,12,14,4,70,91
2023-01-10,5H 0M 0S,7,13,14,4,70,91
2023-01-10,6H 0M 0S,11,11,14,4,71,91
2023-01-10,7H 0M 0S,1,20,14,4,71,91
2023-01-10,8H 0M 0S,2,18,15,4,73,91
2023-01-10,9H 0M 0S,4,19,15,4,76,91
2023-01-10,10H 0M 0S,8,65,16,4,77,91
2023-01-10,11H 0M 0S,19,NA,16,4,78,91
2023-01-10,12H 0M 0S,32,18,16,4,80,91
2023-01-10,13H 0M 0S,42,13,17,4,81,91
2023-01-10,14H 0M 0S,44,9,17,4,81,91
2023-01-10,15H 0M 0S,55,7,16,4,81,93
2023-01-10,16H 0M 0S,53,4,15,4,81,93
2023-01-10,17H 0M 0S,53,4,14,4,84,93
2023-01-10,18H 0M 0S,39,6,13,6,86,94
2023-01-10,19H 0M 0S,26,12,13,6,87,96
2023-01-10,20H 0M 0S,23,17,13,6,90,96
2023-01-10,21H 0M 0S,21,16,13,6,91,97
2023-01-10,22H 0M 0S,19,15,13,6,91,97
2023-01-10,23H 0M 0S,16,15,13,4,90,97
2023-01-11,0S,17,13,13,4,90,97
2023-01-11,1H 0M 0S,16,12,14,4,90,102
2023-01-11,2H 0M 0S,11,13,14,4,88,102
2023-01-11,3H 0M 0S,4,17,14,4,88,102
2023-01-11,4H 0M 0S,4,15,14,4,88,102
2023-01-11,5H 0M 0S,1,16,14,4,90,104
2023-01-11,6H 0M 0S,1,14,14,4,90,104
2023-01-11,7H 0M 0S,1,13,14,4,91,105
2023-01-11,8H 0M 0S,1,14,15,4,91,105
2023-01-11,9H 0M 0S,3,18,16,4,90,105
2023-01-11,10H 0M 0S,5,NA,17,4,91,105
2023-01-11,11H 0M 0S,13,NA,18,6,91,105
2023-01-11,12H 0M 0S,29,NA,18,6,93,105
2023-01-11,13H 0M 0S,40,11,18,6,93,105
2023-01-11,14H 0M 0S,41,5,18,6,91,105
2023-01-11,15H 0M 0S,39,4,17,4,91,105
2023-01-11,16H 0M 0S,34,5,16,4,91,105
2023-01-11,17H 0M 0S,35,4,15,4,90,103
2023-01-11,18H 0M 0S,34,5,14,4,88,103
2023-01-11,19H 0M 0S,28,10,13,4,87,102
2023-01-11,20H 0M 0S,24,14,13,4,84,102
2023-01-11,21H 0M 0S,18,19,13,4,83,97
2023-01-11,22H 0M 0S,3,NA,14,4,81,96
2023-01-11,23H 0M 0S,1,NA,16,4,84,96
2023-01-12,0S,1,NA,17,4,90,96
2023-01-12,1H 0M 0S,2,NA,18,4,93,102
2023-01-12,2H 0M 0S,1,67,19,4,97,103
2023-01-12,3H 0M 0S,4,63,20,4,101,104
2023-01-12,4H 0M 0S,3,62,20,4,99,104
2023-01-12,5H 0M 0S,6,17,20,4,99,103
2023-01-12,6H 0M 0S,8,14,18,4,101,103
2023-01-12,7H 0M 0S,5,18,17,4,99,103
2023-01-12,8H 0M 0S,3,20,17,4,99,104
2023-01-12,9H 0M 0S,6,20,17,4,99,103
2023-01-12,10H 0M 0S,11,NA,17,4,97,103
2023-01-12,11H 0M 0S,23,64,16,4,97,97
2023-01-12,12H 0M 0S,36,11,16,4,96,97
2023-01-12,13H 0M 0S,37,10,16,4,97,97
2023-01-12,14H 0M 0S,39,10,16,4,97,97
2023-01-12,15H 0M 0S,37,10,16,4,97,97
2023-01-12,16H 0M 0S,36,11,15,4,97,97
2023-01-12,17H 0M 0S,31,11,14,4,99,102
2023-01-12,18H 0M 0S,30,10,14,4,99,102
2023-01-12,19H 0M 0S,27,10,13,4,101,97
2023-01-12,20H 0M 0S,21,13,13,4,102,97
2023-01-12,21H 0M 0S,21,10,13,4,102,102
2023-01-12,22H 0M 0S,20,11,13,4,103,102
2023-01-12,23H 0M 0S,23,7,13,4,102,102
2023-01-13,0S,24,6,13,4,97,97
2023-01-13,1H 0M 0S,23,5,13,4,93,NA
2023-01-13,2H 0M 0S,25,3,13,4,86,NA
2023-01-13,3H 0M 0S,25,2,12,4,80,NA
2023-01-13,4H 0M 0S,25,3,12,4,78,NA
2023-01-13,5H 0M 0S,NA,NA,12,4,77,NA
2023-01-13,6H 0M 0S,24,5,12,4,74,NA
2023-01-13,7H 0M 0S,19,9,12,4,71,NA
2023-01-13,8H 0M 0S,15,15,12,4,70,NA
2023-01-13,9H 0M 0S,14,17,13,4,65,NA
2023-01-13,10H 0M 0S,16,16,13,2,63,NA
2023-01-13,11H 0M 0S,23,16,14,2,60,NA
2023-01-13,12H 0M 0S,30,10,14,2,58,NA
2023-01-13,13H 0M 0S,31,13,14,2,58,NA
2023-01-13,14H 0M 0S,34,6,14,2,58,NA
2023-01-13,15H 0M 0S,36,5,14,2,57,NA
2023-01-13,16H 0M 0S,36,5,14,2,57,NA
2023-01-13,17H 0M 0S,34,5,14,2,57,NA
2023-01-13,18H 0M 0S,26,8,13,2,55,NA
2023-01-13,19H 0M 0S,18,13,13,2,54,NA
2023-01-13,20H 0M 0S,10,19,14,2,52,NA
2023-01-13,21H 0M 0S,7,20,14,2,54,NA
2023-01-13,22H 0M 0S,8,20,14,2,52,NA
2023-01-13,23H 0M 0S,15,14,14,2,52,NA
2023-01-14,0S,6,13,15,2,52,NA
2023-01-14,1H 0M 0S,9,12,15,2,52,NA
2023-01-14,2H 0M 0S,9,11,15,2,52,NA
2023-01-14,3H 0M 0S,6,12,15,2,54,NA
2023-01-14,4H 0M 0S,3,14,15,2,54,NA
2023-01-14,5H 0M 0S,1,17,15,2,55,NA
2023-01-14,6H 0M 0S,1,16,15,2,58,NA
2023-01-14,7H 0M 0S,6,15,15,2,60,NA
2023-01-14,8H 0M 0S,4,19,15,2,61,NA
2023-01-14,9H 0M 0S,6,19,16,2,61,NA
2023-01-14,10H 0M 0S,5,64,17,2,64,NA
2023-01-14,11H 0M 0S,10,NA,18,4,71,NA
2023-01-14,12H 0M 0S,19,NA,19,4,73,NA
2023-01-14,13H 0M 0S,28,17,19,4,73,NA
2023-01-14,14H 0M 0S,34,9,19,4,73,NA
2023-01-14,15H 0M 0S,34,4,18,4,71,NA
2023-01-14,16H 0M 0S,32,2,18,4,71,NA
2023-01-14,17H 0M 0S,32,3,17,4,68,NA
2023-01-14,18H 0M 0S,31,4,15,4,67,NA
2023-01-14,19H 0M 0S,26,7,14,4,65,NA
2023-01-14,20H 0M 0S,12,17,14,4,63,NA
2023-01-14,21H 0M 0S,6,65,14,4,61,NA
2023-01-14,22H 0M 0S,8,64,15,4,63,NA
2023-01-14,23H 0M 0S,6,62,15,4,64,NA
2023-01-15,0S,2,62,16,4,65,NA
2023-01-15,1H 0M 0S,2,61,17,4,70,NA
2023-01-15,2H 0M 0S,1,19,17,4,73,NA
2023-01-15,3H 0M 0S,3,16,18,4,76,NA
2023-01-15,4H 0M 0S,5,14,18,4,77,NA
2023-01-15,5H 0M 0S,6,13,17,4,77,NA
2023-01-15,6H 0M 0S,6,12,17,4,76,NA
2023-01-15,7H 0M 0S,6,13,17,4,76,NA
2023-01-15,8H 0M 0S,6,14,16,4,77,NA
2023-01-15,9H 0M 0S,7,16,16,4,78,NA
2023-01-15,10H 0M 0S,13,17,16,4,77,NA
2023-01-15,11H 0M 0S,21,19,16,4,73,NA
2023-01-15,12H 0M 0S,34,9,16,4,70,NA
2023-01-15,13H 0M 0S,42,6,16,4,68,NA
2023-01-15,14H 0M 0S,46,5,15,4,70,NA
2023-01-15,15H 0M 0S,51,4,15,4,71,NA
2023-01-15,16H 0M 0S,45,3,15,4,73,NA
2023-01-15,17H 0M 0S,45,3,14,4,74,NA
2023-01-15,18H 0M 0S,44,4,14,4,76,NA
2023-01-15,19H 0M 0S,39,6,14,4,76,NA
2023-01-15,20H 0M 0S,27,12,14,4,77,NA
2023-01-15,21H 0M 0S,9,NA,15,4,76,NA
2023-01-15,22H 0M 0S,4,NA,16,4,74,NA
2023-01-15,23H 0M 0S,1,NA,17,4,76,NA
2023-01-16,0S,2,NA,18,4,77,NA
2023-01-16,1H 0M 0S,1,NA,20,4,77,NA
2023-01-16,2H 0M 0S,1,NA,20,4,77,NA
2023-01-16,3H 0M 0S,1,67,21,4,78,NA
2023-01-16,4H 0M 0S,3,63,21,4,80,NA
2023-01-16,5H 0M 0S,2,20,21,4,83,NA
2023-01-16,6H 0M 0S,5,20,20,4,84,NA
2023-01-16,7H 0M 0S,3,20,19,6,87,NA
2023-01-16,8H 0M 0S,1,20,19,6,90,NA
2023-01-16,9H 0M 0S,4,63,19,6,93,NA
2023-01-16,10H 0M 0S,11,NA,20,6,94,NA
2023-01-16,11H 0M 0S,24,NA,20,6,97,NA
2023-01-16,12H 0M 0S,38,15,19,6,101,NA
2023-01-16,13H 0M 0S,46,7,19,6,102,NA
2023-01-16,14H 0M 0S,46,4,19,6,102,NA
2023-01-16,15H 0M 0S,45,4,18,6,102,NA
2023-01-16,16H 0M 0S,43,4,17,6,102,NA
2023-01-16,17H 0M 0S,NA,4,15,6,102,NA
2023-01-16,18H 0M 0S,NA,6,15,6,102,NA
2023-01-16,19H 0M 0S,12,10,14,6,103,NA
2023-01-16,20H 0M 0S,8,17,14,6,103,NA
2023-01-16,21H 0M 0S,5,65,15,6,103,NA
2023-01-16,22H 0M 0S,1,NA,16,6,103,NA
2023-01-16,23H 0M 0S,1,NA,18,6,103,NA
2023-01-17,0S,1,NA,20,6,105,NA
2023-01-17,1H 0M 0S,1,NA,20,6,105,NA
2023-01-17,2H 0M 0S,1,NA,21,6,105,NA
2023-01-17,3H 0M 0S,1,66,21,6,105,NA
2023-01-17,4H 0M 0S,1,63,22,6,105,NA
2023-01-17,5H 0M 0S,1,19,21,6,105,NA
2023-01-17,6H 0M 0S,1,17,20,6,105,NA
2023-01-17,7H 0M 0S,1,18,19,6,105,NA
2023-01-17,8H 0M 0S,1,19,19,6,105,109
2023-01-17,9H 0M 0S,1,63,19,6,104,107
2023-01-17,10H 0M 0S,2,NA,19,4,104,107
2023-01-17,11H 0M 0S,6,NA,19,4,103,107
2023-01-17,12H 0M 0S,10,16,19,4,103,107
2023-01-17,13H 0M 0S,14,7,19,4,103,106
2023-01-17,14H 0M 0S,12,4,18,4,103,105
2023-01-17,15H 0M 0S,12,4,18,4,103,104
2023-01-17,16H 0M 0S,12,4,17,4,102,103
2023-01-17,17H 0M 0S,11,5,16,4,102,102
2023-01-17,18H 0M 0S,11,5,15,4,102,103
2023-01-17,19H 0M 0S,10,8,14,4,102,103
2023-01-17,20H 0M 0S,9,11,14,4,102,103
2023-01-17,21H 0M 0S,4,NA,15,4,102,103
2023-01-17,22H 0M 0S,2,NA,16,4,102,104
2023-01-17,23H 0M 0S,1,NA,17,4,102,104
2023-01-18,0S,3,NA,17,4,101,102
2023-01-18,1H 0M 0S,5,17,18,4,96,97
2023-01-18,2H 0M 0S,5,14,18,4,93,96
2023-01-18,3H 0M 0S,6,11,18,4,88,93
2023-01-18,4H 0M 0S,4,11,18,4,86,90
2023-01-18,5H 0M 0S,4,10,17,4,83,88
2023-01-18,6H 0M 0S,1,15,16,4,80,87
2023-01-18,7H 0M 0S,1,62,16,4,81,88
2023-01-18,8H 0M 0S,1,63,17,4,83,88
2023-01-18,9H 0M 0S,1,65,18,4,83,90
2023-01-18,10H 0M 0S,1,NA,19,4,86,91
2023-01-18,11H 0M 0S,5,NA,20,4,87,93
2023-01-18,12H 0M 0S,8,NA,20,4,86,93
2023-01-18,13H 0M 0S,NA,NA,20,4,86,93
2023-01-18,14H 0M 0S,NA,NA,20,4,84,91
2023-01-18,15H 0M 0S,NA,NA,19,4,86,91
2023-01-18,16H 0M 0S,NA,NA,17,4,87,93
2023-01-18,17H 0M 0S,34,5,16,4,88,93
2023-01-18,18H 0M 0S,31,6,14,4,87,93
2023-01-18,19H 0M 0S,21,11,14,4,87,91
2023-01-18,20H 0M 0S,13,63,14,4,87,91
2023-01-18,21H 0M 0S,4,NA,15,4,87,91
2023-01-18,22H 0M 0S,1,NA,15,4,88,91
2023-01-18,23H 0M 0S,1,NA,15,4,94,94
2023-01-19,0S,1,65,17,4,99,97
2023-01-19,1H 0M 0S,1,63,18,4,101,102
2023-01-19,2H 0M 0S,1,20,19,4,102,104
2023-01-19,3H 0M 0S,4,16,19,4,103,105
2023-01-19,4H 0M 0S,4,14,19,4,103,105
2023-01-19,5H 0M 0S,2,13,18,4,103,106
2023-01-19,6H 0M 0S,4,13,18,4,103,106
2023-01-19,7H 0M 0S,1,14,18,4,103,105
2023-01-19,8H 0M 0S,1,16,17,4,103,105
2023-01-19,9H 0M 0S,4,20,18,4,102,105
2023-01-19,10H 0M 0S,8,66,18,4,102,104
2023-01-19,11H 0M 0S,14,NA,18,4,102,103
2023-01-19,12H 0M 0S,19,NA,18,4,102,103
2023-01-19,13H 0M 0S,32,15,18,6,102,104
2023-01-19,14H 0M 0S,38,6,18,6,102,104
2023-01-19,15H 0M 0S,38,6,17,6,102,103
2023-01-19,16H 0M 0S,43,5,16,6,102,103
2023-01-19,17H 0M 0S,41,5,15,6,101,103
2023-01-19,18H 0M 0S,38,7,14,8,101,104
2023-01-19,19H 0M 0S,29,12,14,8,102,104
2023-01-19,20H 0M 0S,18,NA,14,8,102,104
2023-01-19,21H 0M 0S,19,65,15,8,102,104
2023-01-19,22H 0M 0S,21,64,15,8,102,105
2023-01-19,23H 0M 0S,21,62,15,8,99,104
2023-01-20,0S,24,16,16,8,94,102
2023-01-20,1H 0M 0S,14,61,16,8,91,97
2023-01-20,2H 0M 0S,11,19,17,8,91,96
2023-01-20,3H 0M 0S,12,15,17,8,93,102
2023-01-20,4H 0M 0S,8,15,16,8,94,103
2023-01-20,5H 0M 0S,4,16,16,8,94,103
2023-01-20,6H 0M 0S,4,15,16,8,96,104
2023-01-20,7H 0M 0S,1,16,16,8,96,106
2023-01-20,8H 0M 0S,1,17,17,8,97,106
2023-01-20,9H 0M 0S,3,62,18,8,99,105
2023-01-20,10H 0M 0S,5,NA,19,8,101,105
2023-01-20,11H 0M 0S,19,NA,20,8,102,105
2023-01-20,12H 0M 0S,35,20,20,8,102,105
2023-01-20,13H 0M 0S,43,14,20,8,103,105
2023-01-20,14H 0M 0S,55,6,20,8,103,105
2023-01-20,15H 0M 0S,43,6,19,8,103,105
2023-01-20,16H 0M 0S,39,5,18,8,103,105
2023-01-20,17H 0M 0S,39,5,17,8,103,105
2023-01-20,18H 0M 0S,36,7,15,8,103,105
2023-01-20,19H 0M 0S,31,10,14,8,103,106
2023-01-20,20H 0M 0S,26,14,14,8,103,106
2023-01-20,21H 0M 0S,20,20,15,8,103,106
2023-01-20,22H 0M 0S,3,NA,16,8,102,105
2023-01-20,23H 0M 0S,1,NA,16,8,102,104
2023-01-21,0S,1,NA,18,8,104,106
2023-01-21,1H 0M 0S,1,67,20,8,105,107
2023-01-21,2H 0M 0S,1,66,21,8,105,107
2023-01-21,3H 0M 0S,1,64,21,8,106,107
2023-01-21,4H 0M 0S,1,61,22,8,106,107
2023-01-21,5H 0M 0S,1,18,22,8,106,108
2023-01-21,6H 0M 0S,1,18,22,8,106,109
2023-01-21,7H 0M 0S,1,17,21,8,106,109
2023-01-21,8H 0M 0S,1,16,21,8,106,109
2023-01-21,9H 0M 0S,2,20,21,8,106,108
2023-01-21,10H 0M 0S,7,NA,22,8,105,108
2023-01-21,11H 0M 0S,19,64,22,8,104,110
2023-01-21,12H 0M 0S,31,11,21,8,103,109
