"Fecha","Horas","O3","NO2","CO","SO2","PM_10","PM_2.5"
2023-04-13,8H 0M 0S,12,12,9,2,29,NA
2023-04-13,9H 0M 0S,19,9,9,2,30,NA
2023-04-13,10H 0M 0S,24,6,9,2,30,NA
2023-04-13,11H 0M 0S,29,5,9,2,29,NA
2023-04-13,12H 0M 0S,33,4,9,2,30,NA
2023-04-13,13H 0M 0S,34,3,9,NA,30,NA
2023-04-13,14H 0M 0S,36,3,9,NA,30,NA
2023-04-13,15H 0M 0S,NA,NA,9,NA,31,NA
2023-04-13,16H 0M 0S,NA,NA,9,NA,30,NA
2023-04-13,17H 0M 0S,NA,NA,NA,NA,30,NA
2023-04-13,18H 0M 0S,NA,NA,NA,NA,30,NA
2023-04-13,19H 0M 0S,NA,NA,NA,NA,29,NA
2023-04-13,20H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-13,21H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-13,22H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-13,23H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,0S,NA,NA,NA,NA,NA,NA
2023-04-14,1H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,2H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,3H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,4H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,5H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,6H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,7H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,8H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,9H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,10H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,11H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,12H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,13H 0M 0S,NA,NA,NA,NA,NA,NA
2023-04-14,14H 0M 0S,36,4,NA,NA,NA,NA
2023-04-14,15H 0M 0S,37,4,NA,NA,NA,NA
2023-04-14,16H 0M 0S,37,4,NA,NA,NA,NA
2023-04-14,17H 0M 0S,39,4,NA,NA,NA,NA
2023-04-14,18H 0M 0S,37,4,NA,NA,NA,NA
2023-04-14,19H 0M 0S,35,5,10,NA,NA,NA
2023-04-14,20H 0M 0S,29,8,10,NA,NA,NA
2023-04-14,21H 0M 0S,23,10,10,NA,NA,NA
2023-04-14,22H 0M 0S,13,15,10,NA,NA,NA
2023-04-14,23H 0M 0S,8,18,10,NA,NA,NA
2023-04-15,0S,10,15,11,NA,NA,NA
2023-04-15,1H 0M 0S,21,8,11,NA,NA,NA
2023-04-15,2H 0M 0S,23,6,11,NA,NA,NA
2023-04-15,3H 0M 0S,19,7,11,NA,NA,NA
2023-04-15,4H 0M 0S,11,11,11,NA,NA,NA
2023-04-15,5H 0M 0S,6,13,11,NA,NA,NA
2023-04-15,6H 0M 0S,1,14,11,NA,NA,NA
2023-04-15,7H 0M 0S,1,13,11,2,NA,NA
2023-04-15,8H 0M 0S,4,13,11,2,51,NA
2023-04-15,9H 0M 0S,10,13,11,2,54,NA
2023-04-15,10H 0M 0S,26,8,11,2,54,NA
2023-04-15,11H 0M 0S,34,8,11,2,54,NA
2023-04-15,12H 0M 0S,42,6,11,2,54,NA
2023-04-15,13H 0M 0S,41,4,11,2,52,NA
2023-04-15,14H 0M 0S,32,3,11,2,51,NA
2023-04-15,15H 0M 0S,31,3,10,2,51,NA
2023-04-15,16H 0M 0S,32,3,10,2,45,NA
2023-04-15,17H 0M 0S,33,3,9,2,44,NA
2023-04-15,18H 0M 0S,33,3,8,2,44,NA
2023-04-15,19H 0M 0S,32,4,8,2,44,NA
2023-04-15,20H 0M 0S,24,8,8,2,43,NA
2023-04-15,21H 0M 0S,21,10,8,2,45,NA
2023-04-15,22H 0M 0S,25,9,8,2,52,NA
2023-04-15,23H 0M 0S,16,11,9,2,52,NA
2023-04-16,0S,16,9,9,2,54,NA
2023-04-16,1H 0M 0S,7,14,10,2,55,NA
2023-04-16,2H 0M 0S,14,10,10,2,57,NA
2023-04-16,3H 0M 0S,7,13,10,2,57,NA
2023-04-16,4H 0M 0S,7,12,11,2,58,NA
2023-04-16,5H 0M 0S,1,13,11,2,60,NA
2023-04-16,6H 0M 0S,6,10,11,2,60,NA
2023-04-16,7H 0M 0S,8,10,11,2,58,NA
2023-04-16,8H 0M 0S,11,10,11,2,57,NA
2023-04-16,9H 0M 0S,19,10,11,2,55,NA
2023-04-16,10H 0M 0S,25,9,11,2,54,NA
2023-04-16,11H 0M 0S,36,5,10,2,54,NA
2023-04-16,12H 0M 0S,44,5,10,2,54,NA
2023-04-16,13H 0M 0S,44,4,10,2,54,NA
2023-04-16,14H 0M 0S,39,4,9,4,54,NA
2023-04-16,15H 0M 0S,40,3,9,4,54,NA
2023-04-16,16H 0M 0S,39,4,9,4,55,NA
2023-04-16,17H 0M 0S,36,4,9,4,57,NA
2023-04-16,18H 0M 0S,36,3,8,4,57,NA
2023-04-16,19H 0M 0S,26,6,8,4,61,NA
2023-04-16,20H 0M 0S,20,7,8,4,83,NA
2023-04-16,21H 0M 0S,18,8,9,4,84,NA
2023-04-16,22H 0M 0S,18,8,9,4,83,NA
2023-04-16,23H 0M 0S,18,8,9,4,81,NA
2023-04-17,0S,21,5,9,4,80,NA
2023-04-17,1H 0M 0S,21,5,9,4,77,NA
2023-04-17,2H 0M 0S,24,3,9,4,76,NA
2023-04-17,3H 0M 0S,20,5,9,4,73,NA
2023-04-17,4H 0M 0S,17,5,9,4,71,NA
2023-04-17,5H 0M 0S,19,4,9,4,68,NA
2023-04-17,6H 0M 0S,16,6,9,4,65,NA
2023-04-17,7H 0M 0S,9,10,9,4,64,NA
2023-04-17,8H 0M 0S,9,11,9,4,63,NA
2023-04-17,9H 0M 0S,11,10,10,4,63,NA
2023-04-17,10H 0M 0S,19,9,10,4,63,NA
2023-04-17,11H 0M 0S,27,6,11,4,63,NA
2023-04-17,12H 0M 0S,34,4,11,4,63,NA
2023-04-17,13H 0M 0S,34,3,11,4,63,NA
2023-04-17,14H 0M 0S,36,3,11,4,63,NA
2023-04-17,15H 0M 0S,31,3,10,4,63,NA
2023-04-17,16H 0M 0S,32,3,10,2,63,NA
2023-04-17,17H 0M 0S,34,3,9,2,63,NA
2023-04-17,18H 0M 0S,33,4,9,4,63,NA
2023-04-17,19H 0M 0S,23,10,9,4,60,NA
2023-04-17,20H 0M 0S,22,10,9,4,36,NA
2023-04-17,21H 0M 0S,21,11,10,4,34,NA
2023-04-17,22H 0M 0S,15,12,10,4,34,NA
2023-04-17,23H 0M 0S,15,11,10,4,35,NA
2023-04-18,0S,18,9,11,4,36,NA
2023-04-18,1H 0M 0S,21,6,11,4,39,NA
2023-04-18,2H 0M 0S,18,7,11,4,40,NA
2023-04-18,3H 0M 0S,22,6,11,4,41,NA
2023-04-18,4H 0M 0S,22,5,11,4,41,NA
2023-04-18,5H 0M 0S,17,7,10,4,43,NA
2023-04-18,6H 0M 0S,1,14,10,4,51,NA
2023-04-18,7H 0M 0S,1,14,10,4,55,NA
2023-04-18,8H 0M 0S,4,13,11,4,58,NA
2023-04-18,9H 0M 0S,11,13,11,4,60,NA
2023-04-18,10H 0M 0S,26,8,12,4,61,NA
2023-04-18,11H 0M 0S,34,6,12,4,64,NA
2023-04-18,12H 0M 0S,36,3,12,4,64,NA
2023-04-18,13H 0M 0S,39,3,12,4,65,NA
2023-04-18,14H 0M 0S,39,3,12,4,65,NA
2023-04-18,15H 0M 0S,39,3,11,4,67,NA
2023-04-18,16H 0M 0S,39,3,10,4,67,NA
2023-04-18,17H 0M 0S,39,3,9,4,68,NA
2023-04-18,18H 0M 0S,36,4,9,2,68,NA
2023-04-18,19H 0M 0S,34,5,9,2,67,NA
2023-04-18,20H 0M 0S,29,6,9,2,67,NA
2023-04-18,21H 0M 0S,26,7,9,2,67,NA
2023-04-18,22H 0M 0S,12,14,9,2,67,NA
2023-04-18,23H 0M 0S,13,12,9,2,65,NA
2023-04-19,0S,11,13,10,2,67,NA
2023-04-19,1H 0M 0S,19,9,10,2,67,NA
2023-04-19,2H 0M 0S,21,7,10,2,67,NA
2023-04-19,3H 0M 0S,17,8,10,2,67,NA
2023-04-19,4H 0M 0S,14,8,10,2,68,NA
2023-04-19,5H 0M 0S,10,10,10,2,68,NA
2023-04-19,6H 0M 0S,1,14,10,2,67,NA
2023-04-19,7H 0M 0S,1,13,10,2,65,NA
2023-04-19,8H 0M 0S,4,14,11,2,65,NA
2023-04-19,9H 0M 0S,11,15,11,2,65,NA
2023-04-19,10H 0M 0S,23,10,12,2,64,94
2023-04-19,11H 0M 0S,36,7,12,2,64,96
2023-04-19,12H 0M 0S,36,4,12,2,64,97
2023-04-19,13H 0M 0S,NA,NA,13,2,64,97
2023-04-19,14H 0M 0S,NA,NA,13,2,65,97
2023-04-19,15H 0M 0S,NA,NA,NA,2,64,97
2023-04-19,16H 0M 0S,NA,NA,NA,2,65,97
2023-04-19,17H 0M 0S,41,4,NA,2,65,97
2023-04-19,18H 0M 0S,39,4,NA,2,65,97
2023-04-19,19H 0M 0S,37,5,NA,2,65,96
2023-04-19,20H 0M 0S,31,7,NA,2,67,96
2023-04-19,21H 0M 0S,21,10,NA,2,77,102
2023-04-19,22H 0M 0S,17,11,10,2,78,103
2023-04-19,23H 0M 0S,16,13,10,2,78,103
2023-04-20,0S,21,9,10,2,77,102
2023-04-20,1H 0M 0S,21,8,10,2,76,97
2023-04-20,2H 0M 0S,19,8,10,2,76,96
2023-04-20,3H 0M 0S,21,6,10,2,77,96
2023-04-20,4H 0M 0S,16,9,10,2,77,96
2023-04-20,5H 0M 0S,2,14,10,2,78,97
2023-04-20,6H 0M 0S,1,13,10,2,78,97
2023-04-20,7H 0M 0S,4,12,10,2,80,96
2023-04-20,8H 0M 0S,3,13,11,2,78,96
2023-04-20,9H 0M 0S,11,13,12,2,80,94
2023-04-20,10H 0M 0S,25,9,12,2,80,94
2023-04-20,11H 0M 0S,35,7,12,2,80,93
2023-04-20,12H 0M 0S,51,6,12,2,80,93
2023-04-20,13H 0M 0S,65,5,12,2,81,94
2023-04-20,14H 0M 0S,36,4,12,2,83,97
2023-04-20,15H 0M 0S,36,5,12,2,84,97
2023-04-20,16H 0M 0S,38,4,11,2,84,94
2023-04-20,17H 0M 0S,34,9,11,4,83,94
2023-04-20,18H 0M 0S,34,8,10,4,86,97
2023-04-20,19H 0M 0S,19,9,10,4,90,103
2023-04-20,20H 0M 0S,6,14,10,4,93,106
2023-04-20,21H 0M 0S,9,14,11,4,83,106
2023-04-20,22H 0M 0S,11,11,12,4,80,105
2023-04-20,23H 0M 0S,4,13,12,4,81,105
2023-04-21,0S,8,11,13,4,81,104
2023-04-21,1H 0M 0S,11,9,13,4,83,105
2023-04-21,2H 0M 0S,9,9,13,4,81,104
2023-04-21,3H 0M 0S,9,9,13,4,81,103
2023-04-21,4H 0M 0S,3,12,12,4,80,102
2023-04-21,5H 0M 0S,1,11,12,4,80,102
2023-04-21,6H 0M 0S,1,11,12,4,78,103
2023-04-21,7H 0M 0S,1,11,11,4,77,103
2023-04-21,8H 0M 0S,3,12,11,4,77,104
2023-04-21,9H 0M 0S,12,12,12,4,74,105
2023-04-21,10H 0M 0S,23,11,12,4,74,104
2023-04-21,11H 0M 0S,36,8,12,4,73,104
2023-04-21,12H 0M 0S,44,6,12,4,71,103
2023-04-21,13H 0M 0S,51,5,12,4,71,103
2023-04-21,14H 0M 0S,53,4,12,4,68,96
2023-04-21,15H 0M 0S,57,4,12,4,67,94
2023-04-21,16H 0M 0S,44,5,11,4,67,97
2023-04-21,17H 0M 0S,40,5,10,4,68,97
2023-04-21,18H 0M 0S,34,6,10,4,65,94
2023-04-21,19H 0M 0S,18,12,10,4,61,93
2023-04-21,20H 0M 0S,19,8,10,4,63,88
2023-04-21,21H 0M 0S,16,8,10,4,67,88
2023-04-21,22H 0M 0S,13,9,10,4,68,87
2023-04-21,23H 0M 0S,14,9,10,4,68,85
2023-04-22,0S,13,9,10,4,67,87
2023-04-22,1H 0M 0S,11,8,10,4,65,85
2023-04-22,2H 0M 0S,20,5,10,4,67,87
2023-04-22,3H 0M 0S,19,5,10,4,67,90
2023-04-22,4H 0M 0S,21,4,10,4,67,88
2023-04-22,5H 0M 0S,22,4,10,4,65,85
2023-04-22,6H 0M 0S,19,5,9,4,64,82
2023-04-22,7H 0M 0S,11,9,9,4,61,81
2023-04-22,8H 0M 0S,10,10,9,2,60,81
2023-04-22,9H 0M 0S,17,9,9,2,58,81
2023-04-22,10H 0M 0S,23,8,9,2,58,81
2023-04-22,11H 0M 0S,31,5,9,2,57,79
2023-04-22,12H 0M 0S,36,6,10,2,55,78
2023-04-22,13H 0M 0S,39,4,10,2,55,78
2023-04-22,14H 0M 0S,38,3,10,2,55,76
2023-04-22,15H 0M 0S,38,3,10,2,55,76
2023-04-22,16H 0M 0S,39,3,9,2,54,75
2023-04-22,17H 0M 0S,39,3,9,2,55,75
2023-04-22,18H 0M 0S,42,4,9,2,57,75
2023-04-22,19H 0M 0S,39,4,9,2,58,75
2023-04-22,20H 0M 0S,28,7,9,2,58,76
2023-04-22,21H 0M 0S,21,10,9,2,57,75
2023-04-22,22H 0M 0S,20,8,9,2,61,81
2023-04-22,23H 0M 0S,16,9,9,2,63,81
2023-04-23,0S,13,9,10,2,63,82
2023-04-23,1H 0M 0S,7,10,10,2,63,82
2023-04-23,2H 0M 0S,5,10,10,2,63,82
2023-04-23,3H 0M 0S,6,9,11,2,61,81
2023-04-23,4H 0M 0S,3,9,11,2,63,84
2023-04-23,5H 0M 0S,1,10,11,2,64,85
2023-04-23,6H 0M 0S,1,10,11,2,64,87
2023-04-23,7H 0M 0S,1,9,11,2,65,NA
2023-04-23,8H 0M 0S,5,9,11,2,65,NA
2023-04-23,9H 0M 0S,11,10,11,2,67,NA
2023-04-23,10H 0M 0S,25,7,11,2,68,NA
2023-04-23,11H 0M 0S,35,5,11,2,70,NA
2023-04-23,12H 0M 0S,37,3,11,2,70,90
2023-04-23,13H 0M 0S,36,3,11,2,70,90
2023-04-23,14H 0M 0S,36,3,11,2,70,90
2023-04-23,15H 0M 0S,31,3,10,2,70,91
2023-04-23,16H 0M 0S,29,3,10,2,70,90
2023-04-23,17H 0M 0S,31,3,9,2,70,88
2023-04-23,18H 0M 0S,30,3,9,2,67,88
2023-04-23,19H 0M 0S,29,4,9,2,65,87
2023-04-23,20H 0M 0S,26,5,9,2,60,85
2023-04-23,21H 0M 0S,26,5,9,2,57,85
2023-04-23,22H 0M 0S,24,5,9,2,51,NA
2023-04-23,23H 0M 0S,22,5,9,2,45,NA
2023-04-24,0S,21,5,9,2,45,NA
2023-04-24,1H 0M 0S,18,6,9,2,45,NA
2023-04-24,2H 0M 0S,20,5,9,2,45,NA
2023-04-24,3H 0M 0S,12,8,9,2,45,NA
2023-04-24,4H 0M 0S,14,7,10,2,45,NA
2023-04-24,5H 0M 0S,16,6,10,2,45,NA
2023-04-24,6H 0M 0S,16,7,10,2,44,79
2023-04-24,7H 0M 0S,9,9,10,2,44,78
2023-04-24,8H 0M 0S,3,12,10,2,44,78
2023-04-24,9H 0M 0S,12,10,11,2,45,76
2023-04-24,10H 0M 0S,21,8,11,2,45,76
2023-04-24,11H 0M 0S,31,6,11,2,45,76
2023-04-24,12H 0M 0S,40,4,11,2,51,78
2023-04-24,13H 0M 0S,44,3,11,2,52,78
2023-04-24,14H 0M 0S,39,3,11,2,52,78
2023-04-24,15H 0M 0S,30,5,11,2,54,81
2023-04-24,16H 0M 0S,32,4,11,2,57,82
2023-04-24,17H 0M 0S,32,5,10,2,55,81
2023-04-24,18H 0M 0S,32,4,10,2,58,81
2023-04-24,19H 0M 0S,25,7,9,2,60,82
2023-04-24,20H 0M 0S,16,10,9,2,60,82
2023-04-24,21H 0M 0S,13,12,10,2,63,84
2023-04-24,22H 0M 0S,17,8,10,2,65,84
2023-04-24,23H 0M 0S,19,5,10,2,65,84
2023-04-25,0S,20,4,10,2,65,85
2023-04-25,1H 0M 0S,21,4,10,2,67,84
2023-04-25,2H 0M 0S,19,5,10,2,65,84
2023-04-25,3H 0M 0S,18,4,10,2,65,84
2023-04-25,4H 0M 0S,17,4,10,2,64,82
2023-04-25,5H 0M 0S,15,5,10,2,64,82
2023-04-25,6H 0M 0S,8,9,9,4,63,82
2023-04-25,7H 0M 0S,3,11,9,4,65,84
2023-04-25,8H 0M 0S,9,10,10,4,64,84
2023-04-25,9H 0M 0S,14,8,10,2,63,87
2023-04-25,10H 0M 0S,22,6,11,2,63,85
2023-04-25,11H 0M 0S,31,6,11,2,61,85
2023-04-25,12H 0M 0S,34,3,11,2,61,84
2023-04-25,13H 0M 0S,32,3,11,2,61,84
2023-04-25,14H 0M 0S,35,3,11,2,60,84
2023-04-25,15H 0M 0S,36,3,11,2,58,81
2023-04-25,16H 0M 0S,39,3,10,2,55,79
2023-04-25,17H 0M 0S,44,3,9,2,57,82
2023-04-25,18H 0M 0S,38,3,9,2,55,84
2023-04-25,19H 0M 0S,32,5,9,2,55,82
2023-04-25,20H 0M 0S,25,6,9,2,55,82
2023-04-25,21H 0M 0S,22,7,9,2,52,81
2023-04-25,22H 0M 0S,24,6,9,2,51,81
2023-04-25,23H 0M 0S,26,5,9,2,51,79
2023-04-26,0S,23,6,9,2,51,78
2023-04-26,1H 0M 0S,24,5,9,2,51,78
2023-04-26,2H 0M 0S,21,6,9,2,51,78
2023-04-26,3H 0M 0S,18,6,9,2,51,78
2023-04-26,4H 0M 0S,14,8,9,2,52,78
2023-04-26,5H 0M 0S,13,8,9,2,52,78
2023-04-26,6H 0M 0S,1,14,9,2,55,81
2023-04-26,7H 0M 0S,1,14,10,2,58,81
2023-04-26,8H 0M 0S,2,13,11,2,63,82
2023-04-26,9H 0M 0S,5,15,12,2,67,82
2023-04-26,10H 0M 0S,14,15,12,2,71,84
2023-04-26,11H 0M 0S,31,6,13,2,73,85
2023-04-26,12H 0M 0S,34,4,13,2,74,85
2023-04-26,13H 0M 0S,32,3,13,2,74,85
2023-04-26,14H 0M 0S,34,3,13,2,74,85
2023-04-26,15H 0M 0S,36,3,12,2,76,85
2023-04-26,16H 0M 0S,36,3,11,2,76,85
2023-04-26,17H 0M 0S,37,3,10,2,76,85
2023-04-26,18H 0M 0S,37,4,9,2,74,84
2023-04-26,19H 0M 0S,33,5,9,2,73,85
2023-04-26,20H 0M 0S,26,7,9,2,73,84
2023-04-26,21H 0M 0S,24,8,9,2,73,84
2023-04-26,22H 0M 0S,19,10,9,2,73,84
2023-04-26,23H 0M 0S,21,8,10,2,73,84
2023-04-27,0S,21,7,10,2,71,84
2023-04-27,1H 0M 0S,22,5,10,2,73,85
2023-04-27,2H 0M 0S,19,6,10,2,71,85
2023-04-27,3H 0M 0S,18,5,10,2,71,85
2023-04-27,4H 0M 0S,16,5,10,2,71,85
2023-04-27,5H 0M 0S,17,5,10,2,73,85
2023-04-27,6H 0M 0S,12,7,10,2,70,84
2023-04-27,7H 0M 0S,4,11,10,2,67,82
2023-04-27,8H 0M 0S,1,14,10,2,65,82
2023-04-27,9H 0M 0S,4,17,12,2,65,82
2023-04-27,10H 0M 0S,16,13,13,2,65,82
2023-04-27,11H 0M 0S,31,5,13,2,64,82
2023-04-27,12H 0M 0S,33,3,13,2,63,82
2023-04-27,13H 0M 0S,34,3,13,2,63,82
2023-04-27,14H 0M 0S,35,3,13,2,63,82
2023-04-27,15H 0M 0S,36,3,13,2,63,84
2023-04-27,16H 0M 0S,36,3,12,2,61,84
2023-04-27,17H 0M 0S,35,3,11,2,63,84
2023-04-27,18H 0M 0S,34,4,10,2,61,84
2023-04-27,19H 0M 0S,31,5,9,2,61,84
2023-04-27,20H 0M 0S,27,6,9,2,61,84
2023-04-27,21H 0M 0S,25,7,9,2,61,84
2023-04-27,22H 0M 0S,22,8,10,2,61,84
2023-04-27,23H 0M 0S,20,10,10,2,63,85
2023-04-28,0S,24,8,10,2,65,87
2023-04-28,1H 0M 0S,25,6,10,2,65,87
2023-04-28,2H 0M 0S,23,5,11,2,67,85
2023-04-28,3H 0M 0S,24,4,11,2,67,87
2023-04-28,4H 0M 0S,11,9,11,2,67,87
2023-04-28,5H 0M 0S,6,11,11,2,68,90
2023-04-28,6H 0M 0S,1,14,11,2,71,91
2023-04-28,7H 0M 0S,1,14,11,2,73,93
2023-04-28,8H 0M 0S,4,14,12,2,73,91
2023-04-28,9H 0M 0S,11,14,13,2,71,90
2023-04-28,10H 0M 0S,24,10,13,2,70,91
2023-04-28,11H 0M 0S,37,6,13,2,68,91
2023-04-28,12H 0M 0S,38,3,13,2,68,91
2023-04-28,13H 0M 0S,33,3,13,2,68,91
2023-04-28,14H 0M 0S,35,3,12,2,67,90
2023-04-28,15H 0M 0S,36,3,12,2,65,90
2023-04-28,16H 0M 0S,36,3,11,2,65,90
2023-04-28,17H 0M 0S,34,3,10,2,64,88
2023-04-28,18H 0M 0S,34,3,9,2,64,88
2023-04-28,19H 0M 0S,30,5,9,2,64,88
2023-04-28,20H 0M 0S,26,6,9,2,64,88
2023-04-28,21H 0M 0S,24,7,9,2,64,88
2023-04-28,22H 0M 0S,29,5,9,2,64,87
2023-04-28,23H 0M 0S,23,8,9,2,61,85
2023-04-29,0S,35,4,10,2,60,85
2023-04-29,1H 0M 0S,31,4,10,2,60,87
2023-04-29,2H 0M 0S,24,4,10,2,60,87
2023-04-29,3H 0M 0S,24,3,10,2,60,87
2023-04-29,4H 0M 0S,21,4,10,2,58,85
2023-04-29,5H 0M 0S,23,3,10,2,57,84
2023-04-29,6H 0M 0S,4,11,10,2,55,82
2023-04-29,7H 0M 0S,1,13,10,2,54,82
2023-04-29,8H 0M 0S,4,14,11,2,54,82
2023-04-29,9H 0M 0S,14,12,12,2,52,82
2023-04-29,10H 0M 0S,23,10,12,2,52,81
2023-04-29,11H 0M 0S,35,9,13,2,51,81
2023-04-29,12H 0M 0S,55,7,13,2,52,81
2023-04-29,13H 0M 0S,41,4,13,2,52,82
2023-04-29,14H 0M 0S,32,3,13,2,52,82
2023-04-29,15H 0M 0S,37,3,12,2,54,82
2023-04-29,16H 0M 0S,36,3,11,2,54,82
2023-04-29,17H 0M 0S,35,3,10,2,54,82
2023-04-29,18H 0M 0S,35,3,10,2,54,81
2023-04-29,19H 0M 0S,34,4,9,2,54,82
2023-04-29,20H 0M 0S,21,8,9,2,58,85
2023-04-29,21H 0M 0S,21,7,9,2,63,87
2023-04-29,22H 0M 0S,21,8,10,2,64,88
2023-04-29,23H 0M 0S,24,7,10,2,65,88
2023-04-30,0S,19,8,10,2,65,88
2023-04-30,1H 0M 0S,14,9,10,2,65,87
2023-04-30,2H 0M 0S,20,5,11,2,65,87
2023-04-30,3H 0M 0S,19,5,11,2,65,87
2023-04-30,4H 0M 0S,13,7,11,2,65,87
2023-04-30,5H 0M 0S,6,10,11,2,68,87
2023-04-30,6H 0M 0S,14,7,11,2,67,87
2023-04-30,7H 0M 0S,8,10,11,2,65,84
2023-04-30,8H 0M 0S,6,10,11,2,63,82
2023-04-30,9H 0M 0S,15,10,11,2,61,84
2023-04-30,10H 0M 0S,25,9,11,2,63,84
2023-04-30,11H 0M 0S,34,5,11,2,63,82
2023-04-30,12H 0M 0S,38,3,11,2,63,82
2023-04-30,13H 0M 0S,36,3,11,2,61,81
2023-04-30,14H 0M 0S,34,3,11,2,61,81
2023-04-30,15H 0M 0S,34,3,11,2,60,81
2023-04-30,16H 0M 0S,34,3,10,2,60,79
2023-04-30,17H 0M 0S,35,2,10,2,61,81
2023-04-30,18H 0M 0S,35,3,9,2,61,81
2023-04-30,19H 0M 0S,34,3,9,2,61,82
2023-04-30,20H 0M 0S,31,5,9,2,57,79
2023-04-30,21H 0M 0S,24,7,9,2,52,78
2023-04-30,22H 0M 0S,13,12,10,2,51,78
2023-04-30,23H 0M 0S,16,10,10,2,52,78
2023-05-01,0S,21,7,10,2,52,78
2023-05-01,1H 0M 0S,20,7,11,2,52,78
2023-05-01,2H 0M 0S,16,8,11,2,52,78
2023-05-01,3H 0M 0S,19,6,11,2,54,79
2023-05-01,4H 0M 0S,20,5,11,2,54,79
2023-05-01,5H 0M 0S,14,8,11,2,52,78
2023-05-01,6H 0M 0S,4,11,11,2,52,79
2023-05-01,7H 0M 0S,3,11,11,2,54,81
2023-05-01,8H 0M 0S,8,10,11,2,55,82
2023-05-01,9H 0M 0S,15,10,11,2,55,82
2023-05-01,10H 0M 0S,28,6,11,2,54,84
2023-05-01,11H 0M 0S,36,4,11,2,54,85
2023-05-01,12H 0M 0S,35,3,11,2,54,85
2023-05-01,13H 0M 0S,36,3,11,2,54,85
2023-05-01,14H 0M 0S,35,2,11,2,54,85
2023-05-01,15H 0M 0S,34,2,11,2,54,85
2023-05-01,16H 0M 0S,34,2,10,2,54,85
2023-05-01,17H 0M 0S,34,3,10,2,54,85
2023-05-01,18H 0M 0S,34,3,9,2,54,85
2023-05-01,19H 0M 0S,33,3,9,2,55,85
2023-05-01,20H 0M 0S,31,4,9,2,55,85
2023-05-01,21H 0M 0S,27,5,9,2,54,85
2023-05-01,22H 0M 0S,25,4,9,2,54,85
2023-05-01,23H 0M 0S,26,3,9,2,52,85
2023-05-02,0S,26,3,9,2,52,85
2023-05-02,1H 0M 0S,25,3,9,2,52,87
2023-05-02,2H 0M 0S,24,4,10,2,52,87
2023-05-02,3H 0M 0S,26,3,10,2,52,87
2023-05-02,4H 0M 0S,24,4,10,2,51,87
2023-05-02,5H 0M 0S,23,4,10,2,51,87
2023-05-02,6H 0M 0S,17,7,10,NA,51,87
2023-05-02,7H 0M 0S,6,14,10,NA,45,85
2023-05-02,8H 0M 0S,3,15,11,NA,51,85
2023-05-02,9H 0M 0S,19,11,12,NA,54,85
2023-05-02,10H 0M 0S,33,5,12,NA,54,87
2023-05-02,11H 0M 0S,36,3,12,NA,54,85
2023-05-02,12H 0M 0S,36,3,12,NA,54,85
2023-05-02,13H 0M 0S,35,3,12,NA,54,85
2023-05-02,14H 0M 0S,35,2,12,NA,54,87
2023-05-02,15H 0M 0S,35,3,12,2,55,87
2023-05-02,16H 0M 0S,36,3,11,0,55,87
2023-05-02,17H 0M 0S,36,3,10,2,55,85
2023-05-02,18H 0M 0S,35,3,10,2,54,87
2023-05-02,19H 0M 0S,33,4,9,2,55,87
2023-05-02,20H 0M 0S,27,7,9,2,55,87
2023-05-02,21H 0M 0S,21,9,10,2,55,87
2023-05-02,22H 0M 0S,18,10,10,2,57,87
2023-05-02,23H 0M 0S,13,12,10,2,57,87
2023-05-03,0S,13,12,11,2,57,87
2023-05-03,1H 0M 0S,23,7,11,2,57,88
2023-05-03,2H 0M 0S,26,5,12,2,58,90
2023-05-03,3H 0M 0S,26,3,12,2,60,90
2023-05-03,4H 0M 0S,21,5,12,2,60,91
2023-05-03,5H 0M 0S,11,10,12,2,60,91
2023-05-03,6H 0M 0S,2,14,12,2,61,93
2023-05-03,7H 0M 0S,2,15,12,2,64,94
2023-05-03,8H 0M 0S,4,14,12,2,64,94
2023-05-03,9H 0M 0S,11,16,13,2,63,94
2023-05-03,10H 0M 0S,24,13,14,2,65,96
2023-05-03,11H 0M 0S,39,10,14,2,65,97
2023-05-03,12H 0M 0S,73,8,14,2,67,97
2023-05-03,13H 0M 0S,90,7,15,2,68,102
2023-05-03,14H 0M 0S,90,5,14,2,70,104
2023-05-03,15H 0M 0S,41,4,14,2,73,105
2023-05-03,16H 0M 0S,39,4,13,2,74,105
2023-05-03,17H 0M 0S,39,4,12,2,74,105
2023-05-03,18H 0M 0S,36,5,11,2,76,105
