"Fecha","Horas","O3","O3_8Hrs","NO2","CO_8Hrs","SO2_24Hrs","PM_10_12Hrs","PM_2.5_12Hrs"
2022-01-02,20H 0M 0S,16,31,26,170,3,NA,NA
2022-01-02,21H 0M 0S,18,29,23,168,3,NA,NA
2022-01-02,22H 0M 0S,21,26,20,167,3,NA,NA
2022-01-02,23H 0M 0S,21,24,20,166,2,NA,NA
2022-01-03,0S,19,23,21,165,2,NA,NA
2022-01-03,1H 0M 0S,19,21,16,162,2,NA,NA
2022-01-03,2H 0M 0S,20,20,13,159,2,NA,NA
2022-01-03,3H 0M 0S,20,19,11,155,2,NA,NA
2022-01-03,4H 0M 0S,16,19,17,152,2,NA,NA
2022-01-03,5H 0M 0S,14,19,18,150,2,NA,NA
2022-01-03,6H 0M 0S,2,16,36,149,2,NA,NA
2022-01-03,7H 0M 0S,1,14,34,151,2,NA,NA
2022-01-03,8H 0M 0S,1,12,40,158,2,NA,NA
2022-01-03,9H 0M 0S,4,10,40,167,2,NA,NA
2022-01-03,10H 0M 0S,23,10,27,170,2,NA,NA
2022-01-03,11H 0M 0S,25,11,24,173,2,NA,NA
2022-01-03,12H 0M 0S,31,13,31,176,2,NA,NA
2022-01-03,13H 0M 0S,41,16,32,180,2,NA,NA
2022-01-03,14H 0M 0S,51,22,23,181,2,NA,NA
2022-01-03,15H 0M 0S,43,27,16,180,2,NA,NA
2022-01-03,16H 0M 0S,42,33,11,174,2,NA,NA
2022-01-03,17H 0M 0S,39,37,11,168,2,19,NA
2022-01-03,18H 0M 0S,35,38,16,168,2,18,NA
2022-01-03,19H 0M 0S,19,38,NA,179,2,24,NA
2022-01-03,20H 0M 0S,5,34,NA,188,2,44,NA
2022-01-03,21H 0M 0S,5,30,NA,197,2,70,NA
2022-01-03,22H 0M 0S,5,24,NA,204,2,71,NA
2022-01-03,23H 0M 0S,5,19,51,209,2,63,NA
2022-01-04,0S,2,14,55,215,2,59,NA
2022-01-04,1H 0M 0S,1,10,56,220,2,58,NA
2022-01-04,2H 0M 0S,NA,5,NA,231,2,70,NA
2022-01-04,3H 0M 0S,NA,3,56,234,2,76,NA
2022-01-04,4H 0M 0S,NA,NA,50,229,2,73,NA
2022-01-04,5H 0M 0S,1,2,43,227,2,64,NA
2022-01-04,6H 0M 0S,1,1,43,229,2,56,NA
2022-01-04,7H 0M 0S,NA,1,47,243,2,56,NA
2022-01-04,8H 0M 0S,1,1,45,248,2,61,NA
2022-01-04,9H 0M 0S,5,1,NA,254,2,61,NA
2022-01-04,10H 0M 0S,14,3,NA,261,2,59,NA
2022-01-04,11H 0M 0S,37,7,34,263,2,52,NA
2022-01-04,12H 0M 0S,50,14,22,272,2,41,NA
2022-01-04,13H 0M 0S,58,21,32,281,2,39,NA
2022-01-04,14H 0M 0S,62,28,19,285,2,37,NA
2022-01-04,15H 0M 0S,69,37,17,277,3,31,NA
2022-01-04,16H 0M 0S,66,45,16,275,3,35,NA
2022-01-04,17H 0M 0S,62,52,16,273,3,38,NA
2022-01-04,18H 0M 0S,58,58,22,267,3,39,NA
2022-01-04,19H 0M 0S,45,59,43,268,3,41,NA
2022-01-04,20H 0M 0S,39,57,NA,272,3,44,NA
2022-01-04,21H 0M 0S,6,51,NA,271,3,49,NA
2022-01-04,22H 0M 0S,1,43,NA,272,3,76,NA
2022-01-04,23H 0M 0S,1,35,NA,NA,3,72,NA
2022-01-05,0S,1,27,NA,NA,3,77,NA
2022-01-05,1H 0M 0S,1,19,NA,NA,3,100,NA
2022-01-05,2H 0M 0S,5,12,NA,NA,3,101,NA
2022-01-05,3H 0M 0S,14,9,43,NA,3,86,NA
2022-01-05,4H 0M 0S,13,5,38,NA,3,69,NA
2022-01-05,5H 0M 0S,13,6,34,303,3,60,NA
2022-01-05,6H 0M 0S,6,7,52,299,3,48,NA
2022-01-05,7H 0M 0S,1,7,NA,297,3,49,NA
2022-01-05,8H 0M 0S,1,7,NA,291,3,49,NA
2022-01-05,9H 0M 0S,5,7,NA,282,3,56,NA
2022-01-05,10H 0M 0S,11,8,NA,NA,3,62,NA
2022-01-05,11H 0M 0S,31,10,NA,NA,3,71,NA
2022-01-05,12H 0M 0S,56,16,36,NA,3,57,NA
2022-01-05,13H 0M 0S,66,22,26,NA,3,46,NA
2022-01-05,14H 0M 0S,73,31,17,NA,3,46,NA
2022-01-05,15H 0M 0S,72,39,14,NA,3,39,NA
2022-01-05,16H 0M 0S,74,49,14,NA,3,40,NA
2022-01-05,17H 0M 0S,72,57,17,269,3,44,NA
2022-01-05,18H 0M 0S,65,64,25,269,3,46,NA
2022-01-05,19H 0M 0S,57,67,33,269,3,45,NA
2022-01-05,20H 0M 0S,40,65,NA,273,3,48,NA
2022-01-05,21H 0M 0S,18,59,NA,272,3,51,NA
2022-01-05,22H 0M 0S,1,50,NA,274,3,62,NA
2022-01-05,23H 0M 0S,1,41,NA,NA,3,83,NA
2022-01-06,0S,1,32,NA,NA,3,124,NA
2022-01-06,1H 0M 0S,1,23,NA,NA,3,145,NA
2022-01-06,2H 0M 0S,1,15,NA,NA,3,129,NA
2022-01-06,3H 0M 0S,1,8,NA,NA,4,122,NA
2022-01-06,4H 0M 0S,4,4,NA,NA,4,104,NA
2022-01-06,5H 0M 0S,4,2,NA,NA,4,89,NA
2022-01-06,6H 0M 0S,5,2,NA,NA,4,75,NA
2022-01-06,7H 0M 0S,1,2,NA,NA,4,69,NA
2022-01-06,8H 0M 0S,2,2,NA,316,4,67,NA
2022-01-06,9H 0M 0S,7,3,NA,316,4,69,NA
2022-01-06,10H 0M 0S,15,5,NA,316,4,74,NA
2022-01-06,11H 0M 0S,39,10,NA,312,4,67,NA
2022-01-06,12H 0M 0S,58,16,47,309,4,61,NA
2022-01-06,13H 0M 0S,70,25,28,305,4,51,NA
2022-01-06,14H 0M 0S,72,33,18,299,4,44,NA
2022-01-06,15H 0M 0S,67,41,12,291,4,47,NA
2022-01-06,16H 0M 0S,66,49,10,279,4,38,NA
2022-01-06,17H 0M 0S,66,57,15,276,4,41,NA
2022-01-06,18H 0M 0S,62,63,22,275,4,45,NA
2022-01-06,19H 0M 0S,57,65,30,271,4,42,NA
2022-01-06,20H 0M 0S,NA,66,NA,267,4,42,NA
2022-01-06,21H 0M 0S,NA,65,NA,265,4,NA,NA
2022-01-06,22H 0M 0S,NA,NA,NA,NA,4,NA,NA
2022-01-06,23H 0M 0S,NA,NA,NA,NA,4,NA,NA
2022-01-07,0S,NA,NA,NA,NA,4,NA,NA
2022-01-07,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-07,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-07,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-07,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-07,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-07,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-07,7H 0M 0S,1,NA,44,NA,NA,NA,NA
2022-01-07,8H 0M 0S,1,NA,43,NA,NA,37,NA
2022-01-07,9H 0M 0S,3,NA,47,NA,NA,32,NA
2022-01-07,10H 0M 0S,5,NA,NA,NA,NA,41,NA
2022-01-07,11H 0M 0S,15,NA,NA,NA,NA,50,NA
2022-01-07,12H 0M 0S,32,10,NA,NA,NA,48,NA
2022-01-07,13H 0M 0S,48,15,36,NA,NA,36,NA
2022-01-07,14H 0M 0S,58,20,19,NA,NA,33,NA
2022-01-07,15H 0M 0S,55,27,14,NA,NA,24,NA
2022-01-07,16H 0M 0S,54,34,12,NA,NA,23,NA
2022-01-07,17H 0M 0S,49,40,17,271,NA,26,NA
2022-01-07,18H 0M 0S,50,45,22,269,NA,25,NA
2022-01-07,19H 0M 0S,28,47,41,272,NA,31,NA
2022-01-07,20H 0M 0S,NA,49,NA,267,NA,31,NA
2022-01-07,21H 0M 0S,NA,49,NA,264,NA,NA,NA
2022-01-07,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-07,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-08,0S,NA,NA,NA,NA,NA,NA,NA
2022-01-08,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-08,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-08,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-08,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-08,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-08,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-08,7H 0M 0S,2,NA,46,NA,NA,NA,NA
2022-01-08,8H 0M 0S,1,NA,41,NA,NA,57,NA
2022-01-08,9H 0M 0S,4,NA,41,NA,NA,60,NA
2022-01-08,10H 0M 0S,11,NA,48,NA,NA,61,NA
2022-01-08,11H 0M 0S,20,NA,NA,NA,NA,58,NA
2022-01-08,12H 0M 0S,32,12,40,303,NA,50,NA
2022-01-08,13H 0M 0S,48,17,31,299,NA,44,NA
2022-01-08,14H 0M 0S,55,22,22,295,NA,36,NA
2022-01-08,15H 0M 0S,57,29,16,294,NA,28,NA
2022-01-08,16H 0M 0S,52,35,22,287,NA,46,NA
2022-01-08,17H 0M 0S,53,41,20,280,NA,40,NA
2022-01-08,18H 0M 0S,48,46,17,274,NA,38,NA
2022-01-08,19H 0M 0S,41,48,25,269,NA,39,NA
2022-01-08,20H 0M 0S,NA,51,NA,265,NA,39,NA
2022-01-08,21H 0M 0S,NA,51,NA,263,NA,NA,NA
2022-01-08,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-08,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-09,0S,NA,NA,NA,NA,NA,NA,NA
2022-01-09,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-09,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-09,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-09,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-09,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-09,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-09,7H 0M 0S,6,NA,28,NA,NA,NA,NA
2022-01-09,8H 0M 0S,5,NA,27,NA,NA,29,NA
2022-01-09,9H 0M 0S,11,NA,23,NA,NA,26,NA
2022-01-09,10H 0M 0S,22,NA,21,NA,NA,34,NA
2022-01-09,11H 0M 0S,35,NA,16,NA,NA,32,NA
2022-01-09,12H 0M 0S,48,21,7,270,NA,28,NA
2022-01-09,13H 0M 0S,50,25,6,266,NA,22,NA
2022-01-09,14H 0M 0S,56,29,4,262,NA,19,NA
2022-01-09,15H 0M 0S,63,36,3,260,NA,14,NA
2022-01-09,16H 0M 0S,62,43,6,257,NA,18,NA
2022-01-09,17H 0M 0S,57,49,6,252,NA,28,NA
2022-01-09,18H 0M 0S,61,54,4,246,NA,24,NA
2022-01-09,19H 0M 0S,39,55,5,243,NA,30,NA
2022-01-09,20H 0M 0S,NA,55,NA,243,NA,30,NA
2022-01-09,21H 0M 0S,NA,56,NA,244,NA,NA,NA
2022-01-09,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-09,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-10,0S,NA,NA,NA,NA,NA,NA,NA
2022-01-10,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-10,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-10,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-10,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-10,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-10,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-10,7H 0M 0S,27,NA,7,NA,NA,NA,NA
2022-01-10,8H 0M 0S,20,NA,8,NA,NA,26,NA
2022-01-10,9H 0M 0S,24,NA,6,NA,NA,24,NA
2022-01-10,10H 0M 0S,28,NA,5,NA,NA,28,NA
2022-01-10,11H 0M 0S,33,NA,4,NA,NA,27,NA
2022-01-10,12H 0M 0S,34,28,4,200,NA,25,NA
2022-01-10,13H 0M 0S,42,30,4,198,NA,24,NA
2022-01-10,14H 0M 0S,30,30,4,199,NA,26,NA
2022-01-10,15H 0M 0S,25,30,4,202,NA,29,NA
2022-01-10,16H 0M 0S,19,29,4,202,NA,33,NA
2022-01-10,17H 0M 0S,17,29,4,204,NA,25,NA
2022-01-10,18H 0M 0S,15,27,4,212,NA,29,NA
2022-01-10,19H 0M 0S,11,24,4,224,NA,25,NA
2022-01-10,20H 0M 0S,NA,23,NA,227,NA,25,NA
2022-01-10,21H 0M 0S,NA,20,NA,235,NA,NA,NA
2022-01-10,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-10,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-11,0S,NA,NA,NA,NA,NA,NA,NA
2022-01-11,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-11,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-11,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-11,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-11,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-11,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-11,7H 0M 0S,2,NA,5,NA,NA,NA,NA
2022-01-11,8H 0M 0S,3,NA,5,NA,NA,15,NA
2022-01-11,9H 0M 0S,9,NA,4,NA,NA,12,NA
2022-01-11,10H 0M 0S,18,NA,NA,NA,NA,17,NA
2022-01-11,11H 0M 0S,27,NA,NA,NA,NA,17,NA
2022-01-11,12H 0M 0S,32,15,NA,291,NA,11,NA
2022-01-11,13H 0M 0S,39,19,NA,288,NA,15,NA
2022-01-11,14H 0M 0S,42,22,3,287,NA,15,NA
2022-01-11,15H 0M 0S,53,28,NA,285,NA,15,NA
2022-01-11,16H 0M 0S,44,33,4,282,NA,24,NA
2022-01-11,17H 0M 0S,29,36,3,279,NA,24,NA
2022-01-11,18H 0M 0S,22,36,3,279,NA,26,NA
2022-01-11,19H 0M 0S,15,35,1,282,NA,31,NA
2022-01-11,20H 0M 0S,NA,35,NA,283,NA,31,NA
2022-01-11,21H 0M 0S,NA,34,NA,285,NA,NA,NA
2022-01-11,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-11,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-12,0S,NA,NA,NA,NA,NA,NA,NA
2022-01-12,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-12,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-12,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-12,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-12,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-12,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-12,7H 0M 0S,1,NA,1,NA,NA,NA,NA
2022-01-12,8H 0M 0S,1,NA,1,NA,NA,43,NA
2022-01-12,9H 0M 0S,4,NA,1,NA,NA,45,NA
2022-01-12,10H 0M 0S,7,NA,1,NA,NA,51,NA
2022-01-12,11H 0M 0S,18,NA,1,NA,NA,51,NA
2022-01-12,12H 0M 0S,32,11,1,NA,NA,42,NA
2022-01-12,13H 0M 0S,43,15,1,NA,NA,34,NA
2022-01-12,14H 0M 0S,50,20,1,NA,NA,25,NA
2022-01-12,15H 0M 0S,57,27,1,NA,NA,29,NA
2022-01-12,16H 0M 0S,54,33,1,294,NA,27,NA
2022-01-12,17H 0M 0S,45,38,1,290,NA,28,NA
2022-01-12,18H 0M 0S,44,43,1,289,NA,27,NA
2022-01-12,19H 0M 0S,40,46,1,285,NA,26,NA
2022-01-12,20H 0M 0S,NA,48,NA,283,NA,26,NA
2022-01-12,21H 0M 0S,NA,48,NA,280,NA,NA,NA
2022-01-12,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-12,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-13,0S,NA,NA,NA,NA,NA,NA,NA
2022-01-13,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-13,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-13,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-13,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-13,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-13,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-13,7H 0M 0S,3,NA,1,NA,NA,NA,NA
2022-01-13,8H 0M 0S,1,NA,1,NA,NA,32,NA
2022-01-13,9H 0M 0S,3,NA,1,NA,NA,41,NA
2022-01-13,10H 0M 0S,12,NA,1,NA,NA,49,NA
2022-01-13,11H 0M 0S,28,NA,1,NA,NA,42,NA
2022-01-13,12H 0M 0S,30,13,1,NA,NA,30,NA
2022-01-13,13H 0M 0S,37,16,1,NA,NA,30,NA
2022-01-13,14H 0M 0S,46,20,1,NA,NA,27,NA
2022-01-13,15H 0M 0S,50,26,1,NA,NA,24,NA
2022-01-13,16H 0M 0S,48,32,1,274,NA,27,NA
2022-01-13,17H 0M 0S,42,37,1,272,NA,22,NA
2022-01-13,18H 0M 0S,39,40,1,271,NA,24,NA
2022-01-13,19H 0M 0S,25,40,1,271,NA,40,NA
2022-01-13,20H 0M 0S,NA,41,NA,269,NA,40,NA
2022-01-13,21H 0M 0S,NA,42,NA,268,NA,NA,NA
2022-01-13,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-13,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-14,0S,NA,NA,NA,NA,NA,NA,NA
2022-01-14,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-14,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-14,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-14,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-14,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-14,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-14,7H 0M 0S,NA,NA,1,NA,NA,NA,NA
2022-01-14,8H 0M 0S,1,NA,1,NA,NA,43,NA
2022-01-14,9H 0M 0S,3,NA,1,NA,NA,58,NA
2022-01-14,10H 0M 0S,9,NA,1,NA,NA,60,NA
2022-01-14,11H 0M 0S,20,NA,1,NA,NA,54,NA
2022-01-14,12H 0M 0S,35,11,1,NA,NA,42,NA
2022-01-14,13H 0M 0S,48,17,1,NA,NA,34,NA
2022-01-14,14H 0M 0S,51,21,1,299,NA,31,NA
2022-01-14,15H 0M 0S,51,27,1,297,NA,31,NA
2022-01-14,16H 0M 0S,53,34,1,292,NA,28,NA
2022-01-14,17H 0M 0S,54,40,1,290,NA,32,NA
2022-01-14,18H 0M 0S,53,46,1,290,NA,31,NA
2022-01-14,19H 0M 0S,46,49,1,287,NA,32,NA
2022-01-14,20H 0M 0S,NA,51,NA,285,NA,32,NA
2022-01-14,21H 0M 0S,NA,51,NA,285,NA,NA,NA
2022-01-14,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-14,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-15,0S,NA,NA,NA,NA,NA,NA,NA
2022-01-15,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-15,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-15,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-15,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-15,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-15,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-15,7H 0M 0S,1,NA,1,NA,NA,NA,NA
2022-01-15,8H 0M 0S,2,NA,1,NA,NA,65,NA
2022-01-15,9H 0M 0S,4,NA,1,NA,NA,63,NA
2022-01-15,10H 0M 0S,14,NA,1,NA,NA,66,NA
2022-01-15,11H 0M 0S,32,NA,1,NA,NA,59,NA
2022-01-15,12H 0M 0S,44,16,1,NA,NA,48,NA
2022-01-15,13H 0M 0S,55,22,1,NA,NA,41,NA
2022-01-15,14H 0M 0S,56,26,1,314,NA,35,NA
2022-01-15,15H 0M 0S,57,33,1,305,NA,39,NA
2022-01-15,16H 0M 0S,55,40,1,298,NA,38,NA
2022-01-15,17H 0M 0S,35,44,1,299,NA,71,NA
2022-01-15,18H 0M 0S,19,44,1,301,NA,71,NA
2022-01-15,19H 0M 0S,20,43,1,302,NA,NA,NA
2022-01-15,20H 0M 0S,NA,42,NA,301,NA,NA,NA
2022-01-15,21H 0M 0S,NA,40,NA,301,NA,NA,NA
2022-01-15,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-15,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-16,0S,NA,NA,NA,NA,NA,NA,NA
2022-01-16,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-16,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-16,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-16,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-16,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-16,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2022-01-16,7H 0M 0S,3,NA,1,NA,NA,NA,NA
2022-01-16,8H 0M 0S,1,NA,1,NA,NA,40,NA
2022-01-16,9H 0M 0S,7,NA,1,NA,NA,34,NA
2022-01-16,10H 0M 0S,14,NA,1,NA,NA,29,NA
2022-01-16,11H 0M 0S,25,NA,1,NA,NA,36,NA
2022-01-16,12H 0M 0S,35,14,1,301,NA,35,NA
2022-01-16,13H 0M 0S,45,19,1,299,NA,29,NA
2022-01-16,14H 0M 0S,51,23,1,296,NA,21,NA
2022-01-16,15H 0M 0S,53,29,1,293,NA,24,NA
2022-01-16,16H 0M 0S,51,35,1,289,NA,24,NA
2022-01-16,17H 0M 0S,52,41,1,284,NA,27,NA
2022-01-16,18H 0M 0S,50,45,1,280,NA,26,NA
2022-01-16,19H 0M 0S,40,47,1,279,NA,31,NA
2022-01-16,20H 0M 0S,NA,49,NA,279,NA,31,NA
2022-01-16,21H 0M 0S,NA,50,NA,278,NA,NA,NA
2022-01-16,22H 0M 0S,22,45,1,275,NA,NA,NA
2022-01-16,23H 0M 0S,22,40,1,278,NA,22,NA
2022-01-17,0S,23,35,1,282,NA,30,NA
2022-01-17,1H 0M 0S,24,30,1,280,NA,25,NA
2022-01-17,2H 0M 0S,33,27,1,278,2,24,NA
2022-01-17,3H 0M 0S,31,26,1,273,2,19,NA
2022-01-17,4H 0M 0S,22,25,1,273,2,17,NA
2022-01-17,5H 0M 0S,17,24,1,273,2,17,NA
2022-01-17,6H 0M 0S,9,23,1,276,2,19,NA
2022-01-17,7H 0M 0S,1,20,1,279,2,24,NA
2022-01-17,8H 0M 0S,1,17,1,278,2,34,NA
2022-01-17,9H 0M 0S,2,15,1,279,2,46,NA
2022-01-17,10H 0M 0S,7,11,1,NA,2,47,NA
2022-01-17,11H 0M 0S,23,10,1,NA,3,40,NA
2022-01-17,12H 0M 0S,35,12,1,NA,3,36,NA
2022-01-17,13H 0M 0S,44,15,1,NA,3,23,NA
2022-01-17,14H 0M 0S,48,20,1,NA,3,25,NA
2022-01-17,15H 0M 0S,55,27,1,NA,3,20,NA
2022-01-17,16H 0M 0S,49,33,1,294,3,29,NA
2022-01-17,17H 0M 0S,37,37,1,293,3,27,NA
2022-01-17,18H 0M 0S,18,39,1,297,3,36,NA
2022-01-17,19H 0M 0S,3,36,1,294,3,37,NA
2022-01-17,20H 0M 0S,3,32,1,293,3,49,NA
2022-01-17,21H 0M 0S,2,27,1,NA,3,46,NA
2022-01-17,22H 0M 0S,1,21,1,NA,3,58,NA
2022-01-17,23H 0M 0S,3,15,1,NA,3,63,NA
2022-01-18,0S,3,9,1,NA,3,58,NA
2022-01-18,1H 0M 0S,3,5,1,NA,3,52,NA
2022-01-18,2H 0M 0S,4,3,1,NA,3,48,NA
2022-01-18,3H 0M 0S,1,3,1,NA,3,51,NA
2022-01-18,4H 0M 0S,NA,2,1,NA,3,48,NA
2022-01-18,5H 0M 0S,3,2,1,299,3,46,NA
2022-01-18,6H 0M 0S,NA,2,1,299,3,38,NA
2022-01-18,7H 0M 0S,NA,2,1,301,3,39,NA
