"Fecha","Horas","O3","NO2","CO","SO2","PM_10","PM_2.5"
2024-01-06,22H 0M 0S,4,14,6,2,39,55
2024-01-06,23H 0M 0S,2,14,7,2,39,57
2024-01-07,0S,1,15,8,2,36,57
2024-01-07,1H 0M 0S,1,14,8,2,35,58
2024-01-07,2H 0M 0S,1,15,9,2,34,61
2024-01-07,3H 0M 0S,1,15,10,2,36,66
2024-01-07,4H 0M 0S,1,14,11,2,36,69
2024-01-07,5H 0M 0S,1,12,11,2,38,72
2024-01-07,6H 0M 0S,1,11,11,2,39,73
2024-01-07,7H 0M 0S,1,10,11,2,41,75
2024-01-07,8H 0M 0S,1,10,11,2,43,76
2024-01-07,9H 0M 0S,4,10,10,4,44,78
2024-01-07,10H 0M 0S,6,11,10,4,45,78
2024-01-07,11H 0M 0S,NA,NA,10,4,45,78
2024-01-07,12H 0M 0S,NA,NA,9,4,45,78
2024-01-07,13H 0M 0S,NA,NA,NA,4,51,78
2024-01-07,14H 0M 0S,NA,NA,NA,4,52,NA
2024-01-07,15H 0M 0S,NA,NA,NA,4,55,NA
2024-01-07,16H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-07,17H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-07,18H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-07,19H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-07,20H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-07,21H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-07,22H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-07,23H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,0S,NA,NA,NA,NA,NA,NA
2024-01-08,1H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,2H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,3H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,4H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,5H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,6H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,7H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,8H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,9H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,10H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,11H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,12H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,13H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,14H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,15H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,16H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,17H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,18H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,19H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,20H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,21H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,22H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-08,23H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,0S,NA,NA,NA,NA,NA,NA
2024-01-09,1H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,2H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,3H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,4H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,5H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,6H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,7H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,8H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,9H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,10H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,11H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,12H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,13H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,14H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,15H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,16H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,17H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,18H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,19H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,20H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,21H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,22H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-09,23H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,0S,NA,NA,NA,NA,NA,NA
2024-01-10,1H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,2H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,3H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,4H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,5H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,6H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,7H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,8H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,9H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,10H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,11H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,12H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,13H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,14H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,15H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,16H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,17H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,18H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,19H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,20H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,21H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,22H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-10,23H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,0S,NA,NA,NA,NA,NA,NA
2024-01-11,1H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,2H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,3H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,4H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,5H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,6H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,7H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,8H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,9H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,10H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,11H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,12H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,13H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,14H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,15H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,16H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,17H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,18H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,19H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,20H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,21H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,22H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-11,23H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,0S,NA,NA,NA,NA,NA,NA
2024-01-12,1H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,2H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,3H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,4H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,5H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,6H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,7H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,8H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,9H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,10H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,11H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,12H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,13H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,14H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,15H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,16H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,17H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,18H 0M 0S,NA,NA,NA,NA,NA,NA
2024-01-12,19H 0M 0S,19,10,NA,NA,NA,NA
2024-01-12,20H 0M 0S,5,61,NA,NA,NA,NA
2024-01-12,21H 0M 0S,4,61,NA,NA,NA,NA
2024-01-12,22H 0M 0S,6,19,NA,NA,NA,NA
2024-01-12,23H 0M 0S,9,15,NA,NA,NA,NA
2024-01-13,0S,14,11,NA,NA,NA,NA
2024-01-13,1H 0M 0S,16,10,NA,NA,NA,NA
2024-01-13,2H 0M 0S,16,10,NA,NA,NA,NA
2024-01-13,3H 0M 0S,17,9,NA,NA,NA,NA
2024-01-13,4H 0M 0S,14,9,NA,NA,NA,NA
2024-01-13,5H 0M 0S,7,13,NA,NA,NA,NA
2024-01-13,6H 0M 0S,1,16,NA,NA,NA,NA
2024-01-13,7H 0M 0S,1,15,NA,NA,NA,NA
2024-01-13,8H 0M 0S,1,14,NA,NA,NA,NA
2024-01-13,9H 0M 0S,2,19,NA,NA,NA,NA
2024-01-13,10H 0M 0S,9,18,NA,NA,NA,NA
2024-01-13,11H 0M 0S,19,9,NA,NA,NA,NA
2024-01-13,12H 0M 0S,26,5,NA,4,57,NA
2024-01-13,13H 0M 0S,24,3,NA,4,55,NA
2024-01-13,14H 0M 0S,24,3,NA,4,52,73
2024-01-13,15H 0M 0S,26,3,NA,4,52,73
2024-01-13,16H 0M 0S,24,3,NA,4,51,72
2024-01-13,17H 0M 0S,24,3,NA,4,45,72
2024-01-13,18H 0M 0S,24,4,NA,4,45,72
2024-01-13,19H 0M 0S,15,10,NA,4,45,72
2024-01-13,20H 0M 0S,9,15,NA,4,45,72
2024-01-13,21H 0M 0S,6,17,NA,4,44,72
2024-01-13,22H 0M 0S,4,18,NA,4,44,72
2024-01-13,23H 0M 0S,6,16,NA,4,45,73
2024-01-14,0S,6,15,NA,4,51,73
2024-01-14,1H 0M 0S,3,16,NA,4,52,75
2024-01-14,2H 0M 0S,1,17,NA,4,55,76
2024-01-14,3H 0M 0S,1,17,NA,4,58,79
2024-01-14,4H 0M 0S,1,16,NA,4,61,81
2024-01-14,5H 0M 0S,1,15,NA,4,63,81
2024-01-14,6H 0M 0S,1,14,NA,4,65,82
2024-01-14,7H 0M 0S,1,12,NA,4,65,81
2024-01-14,8H 0M 0S,1,11,NA,4,65,81
2024-01-14,9H 0M 0S,4,12,NA,4,64,81
2024-01-14,10H 0M 0S,6,14,NA,4,63,81
2024-01-14,11H 0M 0S,14,13,NA,4,61,81
2024-01-14,12H 0M 0S,23,6,NA,4,63,81
2024-01-14,13H 0M 0S,31,5,NA,4,63,81
2024-01-14,14H 0M 0S,26,3,NA,4,63,81
2024-01-14,15H 0M 0S,26,2,NA,4,63,82
2024-01-14,16H 0M 0S,24,2,NA,4,63,82
2024-01-14,17H 0M 0S,24,2,NA,4,61,84
2024-01-14,18H 0M 0S,23,3,NA,4,61,84
2024-01-14,19H 0M 0S,18,6,NA,4,61,84
2024-01-14,20H 0M 0S,8,11,NA,4,61,82
2024-01-14,21H 0M 0S,1,18,NA,4,60,82
2024-01-14,22H 0M 0S,1,17,NA,4,60,82
2024-01-14,23H 0M 0S,1,17,NA,4,60,82
2024-01-15,0S,4,14,NA,4,60,82
2024-01-15,1H 0M 0S,11,8,NA,4,57,81
2024-01-15,2H 0M 0S,9,9,NA,4,54,76
2024-01-15,3H 0M 0S,9,7,NA,4,45,73
2024-01-15,4H 0M 0S,11,4,NA,4,43,70
2024-01-15,5H 0M 0S,10,4,NA,4,39,NA
2024-01-15,6H 0M 0S,6,7,NA,4,35,NA
2024-01-15,7H 0M 0S,2,11,NA,4,33,NA
2024-01-15,8H 0M 0S,1,15,NA,4,34,NA
2024-01-15,9H 0M 0S,2,18,NA,4,35,NA
2024-01-15,10H 0M 0S,6,17,NA,4,36,NA
2024-01-15,11H 0M 0S,15,12,NA,4,36,NA
2024-01-15,12H 0M 0S,24,10,NA,4,38,NA
2024-01-15,13H 0M 0S,31,7,NA,4,38,NA
2024-01-15,14H 0M 0S,42,6,NA,4,39,NA
2024-01-15,15H 0M 0S,41,4,NA,4,40,66
2024-01-15,16H 0M 0S,39,4,NA,4,40,66
2024-01-15,17H 0M 0S,32,4,NA,4,43,67
2024-01-15,18H 0M 0S,26,5,NA,4,43,67
2024-01-15,19H 0M 0S,18,8,NA,4,44,69
2024-01-15,20H 0M 0S,11,11,NA,4,44,69
2024-01-15,21H 0M 0S,4,17,NA,4,44,69
2024-01-15,22H 0M 0S,1,62,NA,4,51,70
2024-01-15,23H 0M 0S,1,20,NA,4,55,73
2024-01-16,0S,2,17,NA,4,58,73
2024-01-16,1H 0M 0S,1,17,NA,4,60,75
2024-01-16,2H 0M 0S,1,15,NA,4,63,78
2024-01-16,3H 0M 0S,1,16,NA,4,65,81
2024-01-16,4H 0M 0S,1,14,NA,4,67,82
2024-01-16,5H 0M 0S,1,12,NA,4,70,82
2024-01-16,6H 0M 0S,1,12,NA,4,71,84
2024-01-16,7H 0M 0S,1,12,NA,4,73,85
2024-01-16,8H 0M 0S,1,12,NA,4,73,85
2024-01-16,9H 0M 0S,3,14,NA,4,71,85
2024-01-16,10H 0M 0S,7,16,NA,4,71,85
2024-01-16,11H 0M 0S,20,17,NA,4,71,85
2024-01-16,12H 0M 0S,26,15,NA,4,73,87
2024-01-16,13H 0M 0S,33,4,NA,4,73,87
2024-01-16,14H 0M 0S,35,4,NA,4,73,87
2024-01-16,15H 0M 0S,36,3,NA,4,71,85
2024-01-16,16H 0M 0S,31,3,NA,4,71,85
2024-01-16,17H 0M 0S,28,4,NA,4,71,85
2024-01-16,18H 0M 0S,24,6,NA,4,70,85
2024-01-16,19H 0M 0S,20,10,NA,4,73,87
2024-01-16,20H 0M 0S,16,12,NA,4,76,88
2024-01-16,21H 0M 0S,13,11,NA,4,78,88
2024-01-16,22H 0M 0S,9,14,NA,4,78,90
2024-01-16,23H 0M 0S,10,11,NA,4,74,88
2024-01-17,0S,14,9,NA,4,71,88
2024-01-17,1H 0M 0S,15,8,NA,4,70,85
2024-01-17,2H 0M 0S,15,7,NA,4,67,82
2024-01-17,3H 0M 0S,4,13,NA,4,65,82
2024-01-17,4H 0M 0S,4,12,NA,4,67,82
2024-01-17,5H 0M 0S,2,15,NA,4,68,84
2024-01-17,6H 0M 0S,9,10,NA,4,67,82
2024-01-17,7H 0M 0S,1,13,NA,4,68,82
2024-01-17,8H 0M 0S,1,13,NA,4,70,85
2024-01-17,9H 0M 0S,4,13,NA,4,70,85
2024-01-17,10H 0M 0S,6,12,NA,4,68,85
2024-01-17,11H 0M 0S,11,11,NA,4,67,85
2024-01-17,12H 0M 0S,20,6,NA,4,65,85
2024-01-17,13H 0M 0S,27,4,NA,4,65,84
2024-01-17,14H 0M 0S,29,4,NA,4,64,84
2024-01-17,15H 0M 0S,33,4,NA,4,64,82
2024-01-17,16H 0M 0S,32,4,NA,4,64,85
2024-01-17,17H 0M 0S,28,5,NA,4,64,85
2024-01-17,18H 0M 0S,26,5,NA,4,64,85
2024-01-17,19H 0M 0S,24,8,NA,4,63,85
2024-01-17,20H 0M 0S,14,13,NA,4,61,85
2024-01-17,21H 0M 0S,4,19,NA,4,58,85
2024-01-17,22H 0M 0S,4,16,NA,4,60,85
2024-01-17,23H 0M 0S,4,15,NA,4,60,85
2024-01-18,0S,2,16,NA,4,61,87
2024-01-18,1H 0M 0S,1,16,NA,4,63,88
2024-01-18,2H 0M 0S,1,17,NA,4,67,91
2024-01-18,3H 0M 0S,1,17,NA,4,70,94
2024-01-18,4H 0M 0S,1,16,NA,4,68,96
2024-01-18,5H 0M 0S,1,14,NA,4,68,94
2024-01-18,6H 0M 0S,1,13,NA,4,71,97
2024-01-18,7H 0M 0S,1,13,NA,4,71,97
2024-01-18,8H 0M 0S,1,14,NA,4,71,96
2024-01-18,9H 0M 0S,2,17,NA,4,74,93
2024-01-18,10H 0M 0S,5,65,NA,4,77,93
2024-01-18,11H 0M 0S,20,19,NA,4,83,93
2024-01-18,12H 0M 0S,31,14,NA,4,84,93
2024-01-18,13H 0M 0S,36,7,NA,6,84,93
2024-01-18,14H 0M 0S,36,6,NA,6,86,93
2024-01-18,15H 0M 0S,53,5,NA,6,88,96
2024-01-18,16H 0M 0S,44,4,NA,6,90,96
2024-01-18,17H 0M 0S,42,5,NA,6,91,96
2024-01-18,18H 0M 0S,41,6,NA,6,93,94
2024-01-18,19H 0M 0S,34,9,NA,6,93,93
2024-01-18,20H 0M 0S,16,62,NA,6,93,93
2024-01-18,21H 0M 0S,13,19,NA,6,93,91
2024-01-18,22H 0M 0S,1,65,NA,6,91,88
2024-01-18,23H 0M 0S,5,19,NA,6,93,90
2024-01-19,0S,10,13,NA,6,94,88
2024-01-19,1H 0M 0S,12,11,NA,6,93,85
2024-01-19,2H 0M 0S,11,11,NA,6,90,82
2024-01-19,3H 0M 0S,12,10,NA,6,87,79
2024-01-19,4H 0M 0S,11,10,NA,6,86,78
2024-01-19,5H 0M 0S,9,10,NA,6,84,76
2024-01-19,6H 0M 0S,7,13,NA,6,81,75
2024-01-19,7H 0M 0S,5,14,NA,6,80,72
2024-01-19,8H 0M 0S,4,15,NA,6,77,70
2024-01-19,9H 0M 0S,4,17,NA,6,77,72
2024-01-19,10H 0M 0S,6,17,NA,6,76,72
2024-01-19,11H 0M 0S,10,16,NA,6,74,72
2024-01-19,12H 0M 0S,16,14,NA,4,73,72
2024-01-19,13H 0M 0S,26,8,NA,4,74,73
2024-01-19,14H 0M 0S,31,8,NA,4,73,72
2024-01-19,15H 0M 0S,36,9,NA,4,73,72
2024-01-19,16H 0M 0S,34,11,NA,4,74,73
2024-01-19,17H 0M 0S,31,8,NA,4,73,73
2024-01-19,18H 0M 0S,25,13,NA,4,74,76
2024-01-19,19H 0M 0S,13,14,NA,4,76,78
2024-01-19,20H 0M 0S,12,14,NA,4,77,78
2024-01-19,21H 0M 0S,15,11,NA,4,77,79
2024-01-19,22H 0M 0S,16,12,NA,4,77,79
2024-01-19,23H 0M 0S,18,10,3,4,73,78
2024-01-20,0S,14,11,3,4,73,78
2024-01-20,1H 0M 0S,18,8,3,4,71,81
2024-01-20,2H 0M 0S,19,6,2,4,70,79
2024-01-20,3H 0M 0S,16,7,NA,4,70,79
2024-01-20,4H 0M 0S,19,6,NA,4,70,79
