"Fecha","Horas","O3","NO2","CO","SO2","PM_10","PM_2.5"
2024-03-08,6H 0M 0S,5,16,4,2,97,NA
2024-03-08,7H 0M 0S,1,20,5,2,96,NA
2024-03-08,8H 0M 0S,1,20,7,2,96,NA
2024-03-08,9H 0M 0S,5,63,9,2,93,NA
2024-03-08,10H 0M 0S,16,18,10,2,91,NA
2024-03-08,11H 0M 0S,29,14,11,2,88,NA
2024-03-08,12H 0M 0S,39,11,11,2,87,NA
2024-03-08,13H 0M 0S,44,7,12,2,86,NA
2024-03-08,14H 0M 0S,43,4,11,2,83,NA
2024-03-08,15H 0M 0S,44,4,11,2,80,NA
2024-03-08,16H 0M 0S,44,4,9,2,76,NA
2024-03-08,17H 0M 0S,41,4,7,2,73,NA
2024-03-08,18H 0M 0S,39,4,6,2,71,NA
2024-03-08,19H 0M 0S,33,7,6,2,71,NA
2024-03-08,20H 0M 0S,26,10,6,2,70,NA
2024-03-08,21H 0M 0S,10,63,6,2,70,NA
2024-03-08,22H 0M 0S,1,NA,7,2,71,NA
2024-03-08,23H 0M 0S,1,NA,8,2,74,NA
2024-03-09,0S,2,66,9,2,77,NA
2024-03-09,1H 0M 0S,1,NA,11,2,81,81
2024-03-09,2H 0M 0S,1,66,12,2,86,81
2024-03-09,3H 0M 0S,1,66,13,4,90,82
2024-03-09,4H 0M 0S,1,65,14,4,94,85
2024-03-09,5H 0M 0S,1,64,14,4,101,87
2024-03-09,6H 0M 0S,1,62,13,4,101,90
2024-03-09,7H 0M 0S,1,20,13,4,101,91
2024-03-09,8H 0M 0S,2,20,13,4,96,91
2024-03-09,9H 0M 0S,6,62,13,4,94,91
2024-03-09,10H 0M 0S,13,64,13,4,96,93
2024-03-09,11H 0M 0S,29,12,13,4,96,94
2024-03-09,12H 0M 0S,38,8,12,4,94,91
2024-03-09,13H 0M 0S,39,4,12,4,93,90
2024-03-09,14H 0M 0S,41,4,11,4,91,90
2024-03-09,15H 0M 0S,41,4,10,4,91,NA
2024-03-09,16H 0M 0S,43,4,9,4,90,NA
2024-03-09,17H 0M 0S,40,3,7,4,90,NA
2024-03-09,18H 0M 0S,39,4,6,4,90,NA
2024-03-09,19H 0M 0S,38,6,6,4,90,NA
2024-03-09,20H 0M 0S,25,11,6,4,88,NA
2024-03-09,21H 0M 0S,11,63,6,4,90,NA
2024-03-09,22H 0M 0S,21,12,7,4,96,NA
2024-03-09,23H 0M 0S,22,8,7,4,101,NA
2024-03-10,0S,20,8,8,4,101,NA
2024-03-10,1H 0M 0S,10,12,9,4,101,NA
2024-03-10,2H 0M 0S,11,11,9,4,101,NA
2024-03-10,3H 0M 0S,10,11,10,2,97,NA
2024-03-10,4H 0M 0S,7,13,9,2,94,NA
2024-03-10,5H 0M 0S,4,17,9,2,91,NA
2024-03-10,6H 0M 0S,1,18,9,2,91,NA
2024-03-10,7H 0M 0S,3,16,9,2,90,NA
2024-03-10,8H 0M 0S,6,12,9,2,88,NA
2024-03-10,9H 0M 0S,14,10,9,2,86,NA
2024-03-10,10H 0M 0S,22,11,9,2,84,NA
2024-03-10,11H 0M 0S,26,8,9,2,83,NA
2024-03-10,12H 0M 0S,31,4,9,2,81,NA
2024-03-10,13H 0M 0S,30,3,9,2,83,NA
2024-03-10,14H 0M 0S,31,3,9,2,83,NA
2024-03-10,15H 0M 0S,30,3,8,2,83,NA
2024-03-10,16H 0M 0S,31,3,7,2,83,NA
2024-03-10,17H 0M 0S,32,3,6,2,81,NA
2024-03-10,18H 0M 0S,33,3,6,2,81,NA
2024-03-10,19H 0M 0S,30,4,5,2,80,NA
2024-03-10,20H 0M 0S,26,7,4,2,80,NA
2024-03-10,21H 0M 0S,14,13,4,2,81,NA
2024-03-10,22H 0M 0S,13,10,4,2,80,NA
2024-03-10,23H 0M 0S,11,10,4,2,76,NA
2024-03-11,0S,11,11,4,2,73,NA
2024-03-11,1H 0M 0S,10,11,4,2,70,NA
2024-03-11,2H 0M 0S,12,9,4,2,67,NA
2024-03-11,3H 0M 0S,9,10,4,2,65,NA
2024-03-11,4H 0M 0S,4,14,4,2,63,NA
2024-03-11,5H 0M 0S,1,16,4,2,63,NA
2024-03-11,6H 0M 0S,1,15,5,2,61,NA
2024-03-11,7H 0M 0S,1,13,5,2,61,NA
2024-03-11,8H 0M 0S,1,15,6,2,63,NA
2024-03-11,9H 0M 0S,4,19,7,2,64,NA
2024-03-11,10H 0M 0S,11,63,9,2,67,NA
2024-03-11,11H 0M 0S,21,19,10,2,70,NA
2024-03-11,12H 0M 0S,31,7,10,2,73,NA
2024-03-11,13H 0M 0S,33,4,11,2,71,NA
2024-03-11,14H 0M 0S,32,4,11,2,71,NA
2024-03-11,15H 0M 0S,28,5,11,2,73,NA
2024-03-11,16H 0M 0S,28,4,11,2,73,NA
2024-03-11,17H 0M 0S,30,4,10,2,73,NA
2024-03-11,18H 0M 0S,29,4,9,2,73,NA
2024-03-11,19H 0M 0S,26,7,9,2,73,NA
2024-03-11,20H 0M 0S,21,11,9,2,73,NA
2024-03-11,21H 0M 0S,21,12,9,2,71,NA
2024-03-11,22H 0M 0S,9,18,10,2,68,NA
2024-03-11,23H 0M 0S,9,13,10,2,68,66
2024-03-12,0S,7,14,11,2,70,66
2024-03-12,1H 0M 0S,7,13,11,2,73,66
2024-03-12,2H 0M 0S,2,18,11,2,74,67
2024-03-12,3H 0M 0S,3,17,12,2,76,67
2024-03-12,4H 0M 0S,1,18,12,2,78,69
2024-03-12,5H 0M 0S,1,18,12,2,80,72
2024-03-12,6H 0M 0S,1,19,12,2,81,73
2024-03-12,7H 0M 0S,1,17,13,2,83,75
2024-03-12,8H 0M 0S,1,18,14,2,83,76
2024-03-12,9H 0M 0S,4,63,15,2,84,78
2024-03-12,10H 0M 0S,14,62,15,2,87,78
2024-03-12,11H 0M 0S,25,17,16,2,87,79
2024-03-12,12H 0M 0S,36,12,16,2,87,79
2024-03-12,13H 0M 0S,57,7,15,2,90,79
2024-03-12,14H 0M 0S,37,4,15,2,90,81
2024-03-12,15H 0M 0S,34,3,14,2,91,81
2024-03-12,16H 0M 0S,34,4,13,2,91,81
2024-03-12,17H 0M 0S,32,4,11,2,93,81
2024-03-12,18H 0M 0S,31,6,10,2,91,81
2024-03-12,19H 0M 0S,NA,NA,10,2,94,81
2024-03-12,20H 0M 0S,NA,NA,9,2,97,81
2024-03-12,21H 0M 0S,NA,NA,NA,2,101,84
2024-03-12,22H 0M 0S,NA,NA,NA,2,101,NA
2024-03-12,23H 0M 0S,NA,NA,NA,2,99,NA
2024-03-13,0S,NA,NA,NA,NA,NA,NA
2024-03-13,1H 0M 0S,NA,NA,NA,NA,NA,NA
2024-03-13,2H 0M 0S,NA,NA,NA,NA,NA,NA
2024-03-13,3H 0M 0S,NA,NA,NA,NA,NA,NA
2024-03-13,4H 0M 0S,NA,NA,NA,NA,NA,NA
2024-03-13,5H 0M 0S,NA,NA,NA,NA,NA,NA
2024-03-13,6H 0M 0S,NA,NA,NA,NA,NA,NA
2024-03-13,7H 0M 0S,NA,NA,NA,NA,NA,NA
2024-03-13,8H 0M 0S,NA,NA,NA,NA,NA,NA
2024-03-13,9H 0M 0S,4,62,NA,NA,NA,NA
2024-03-13,10H 0M 0S,19,15,NA,NA,NA,NA
2024-03-13,11H 0M 0S,29,10,NA,NA,NA,NA
2024-03-13,12H 0M 0S,37,9,NA,NA,NA,NA
2024-03-13,13H 0M 0S,55,6,NA,NA,NA,NA
2024-03-13,14H 0M 0S,38,4,13,NA,NA,NA
2024-03-13,15H 0M 0S,38,3,12,NA,NA,NA
2024-03-13,16H 0M 0S,39,3,12,NA,NA,NA
2024-03-13,17H 0M 0S,37,4,10,NA,NA,NA
2024-03-13,18H 0M 0S,39,5,10,NA,NA,NA
2024-03-13,19H 0M 0S,NA,NA,10,NA,NA,NA
2024-03-13,20H 0M 0S,29,9,9,NA,NA,NA
2024-03-13,21H 0M 0S,9,65,10,NA,NA,NA
2024-03-13,22H 0M 0S,NA,NA,10,NA,NA,NA
2024-03-13,23H 0M 0S,10,20,11,NA,NA,NA
2024-03-14,0S,14,16,11,NA,NA,NA
2024-03-14,1H 0M 0S,14,15,12,NA,NA,NA
2024-03-14,2H 0M 0S,17,11,12,NA,NA,NA
2024-03-14,3H 0M 0S,15,12,12,NA,NA,NA
2024-03-14,4H 0M 0S,19,9,12,2,94,NA
2024-03-14,5H 0M 0S,17,9,11,2,91,NA
2024-03-14,6H 0M 0S,7,16,11,2,90,72
2024-03-14,7H 0M 0S,1,63,11,2,91,72
2024-03-14,8H 0M 0S,1,64,12,4,97,75
2024-03-14,9H 0M 0S,4,63,13,4,93,75
2024-03-14,10H 0M 0S,15,NA,14,4,93,76
2024-03-14,11H 0M 0S,31,11,14,4,93,76
2024-03-14,12H 0M 0S,NA,NA,15,4,93,78
2024-03-14,13H 0M 0S,NA,NA,16,4,93,79
2024-03-14,14H 0M 0S,29,3,15,4,90,NA
2024-03-14,15H 0M 0S,31,3,14,4,87,NA
2024-03-14,16H 0M 0S,30,3,12,2,86,NA
2024-03-14,17H 0M 0S,28,3,10,2,84,NA
2024-03-14,18H 0M 0S,27,4,8,4,83,NA
2024-03-14,19H 0M 0S,24,7,8,2,81,NA
2024-03-14,20H 0M 0S,24,10,8,2,81,NA
2024-03-14,21H 0M 0S,20,11,9,2,80,NA
2024-03-14,22H 0M 0S,15,13,9,2,78,NA
2024-03-14,23H 0M 0S,21,6,9,2,78,NA
2024-03-15,0S,19,7,10,2,77,NA
2024-03-15,1H 0M 0S,21,4,10,2,77,NA
2024-03-15,2H 0M 0S,19,5,10,2,76,NA
2024-03-15,3H 0M 0S,19,4,11,2,76,NA
2024-03-15,4H 0M 0S,16,6,11,2,76,NA
2024-03-15,5H 0M 0S,10,10,11,2,77,NA
2024-03-15,6H 0M 0S,1,17,11,2,78,NA
2024-03-15,7H 0M 0S,1,18,11,2,78,NA
2024-03-15,8H 0M 0S,1,18,12,2,77,NA
2024-03-15,9H 0M 0S,6,61,13,2,74,NA
2024-03-15,10H 0M 0S,20,11,13,2,71,NA
2024-03-15,11H 0M 0S,30,10,14,2,70,NA
2024-03-15,12H 0M 0S,39,7,14,2,70,NA
2024-03-15,13H 0M 0S,36,4,14,2,70,73
2024-03-15,14H 0M 0S,29,3,13,2,70,75
2024-03-15,15H 0M 0S,30,3,12,2,70,75
2024-03-15,16H 0M 0S,31,4,11,2,71,75
2024-03-15,17H 0M 0S,31,3,10,2,70,75
2024-03-15,18H 0M 0S,29,5,10,2,68,75
2024-03-15,19H 0M 0S,22,8,9,2,68,75
2024-03-15,20H 0M 0S,17,11,9,2,68,75
2024-03-15,21H 0M 0S,11,15,9,2,67,76
2024-03-15,22H 0M 0S,2,63,11,2,67,NA
2024-03-15,23H 0M 0S,4,64,12,2,71,NA
2024-03-16,0S,1,65,13,2,74,NA
2024-03-16,1H 0M 0S,1,64,14,2,80,NA
2024-03-16,2H 0M 0S,1,64,15,2,83,NA
2024-03-16,3H 0M 0S,1,62,16,2,86,NA
2024-03-16,4H 0M 0S,1,19,16,2,87,NA
2024-03-16,5H 0M 0S,2,16,16,2,90,NA
2024-03-16,6H 0M 0S,1,17,15,4,90,NA
2024-03-16,7H 0M 0S,1,17,15,4,90,NA
2024-03-16,8H 0M 0S,2,17,15,4,88,NA
2024-03-16,9H 0M 0S,7,20,15,4,88,NA
2024-03-16,10H 0M 0S,15,20,15,4,90,NA
2024-03-16,11H 0M 0S,30,9,14,4,91,NA
2024-03-16,12H 0M 0S,37,7,14,4,90,NA
2024-03-16,13H 0M 0S,44,5,13,4,90,NA
2024-03-16,14H 0M 0S,36,3,13,4,90,NA
2024-03-16,15H 0M 0S,35,3,12,4,91,NA
2024-03-16,16H 0M 0S,31,3,11,4,91,NA
2024-03-16,17H 0M 0S,31,3,10,4,93,79
2024-03-16,18H 0M 0S,31,3,9,4,93,79
2024-03-16,19H 0M 0S,31,4,9,4,93,79
2024-03-16,20H 0M 0S,25,7,9,2,93,79
2024-03-16,21H 0M 0S,17,12,9,4,94,78
2024-03-16,22H 0M 0S,20,9,9,4,94,76
2024-03-16,23H 0M 0S,16,10,9,4,88,75
2024-03-17,0S,14,12,10,2,88,75
2024-03-17,1H 0M 0S,17,8,10,2,83,73
2024-03-17,2H 0M 0S,16,8,10,2,81,72
2024-03-17,3H 0M 0S,13,10,11,2,78,70
2024-03-17,4H 0M 0S,4,19,11,2,77,70
2024-03-17,5H 0M 0S,1,18,11,2,74,70
2024-03-17,6H 0M 0S,1,18,12,2,74,70
2024-03-17,7H 0M 0S,1,18,12,2,76,69
2024-03-17,8H 0M 0S,4,16,13,2,76,70
2024-03-17,9H 0M 0S,13,18,13,2,74,69
2024-03-17,10H 0M 0S,25,12,13,2,73,69
2024-03-17,11H 0M 0S,34,8,13,2,73,70
2024-03-17,12H 0M 0S,43,6,13,2,74,70
2024-03-17,13H 0M 0S,31,3,12,2,74,70
2024-03-17,14H 0M 0S,31,2,12,2,73,70
2024-03-17,15H 0M 0S,31,3,11,2,71,69
2024-03-17,16H 0M 0S,31,2,10,2,71,69
2024-03-17,17H 0M 0S,30,3,9,2,70,69
2024-03-17,18H 0M 0S,27,3,8,2,68,69
2024-03-17,19H 0M 0S,24,4,8,2,68,69
2024-03-17,20H 0M 0S,19,9,7,2,67,69
2024-03-17,21H 0M 0S,16,10,7,2,65,69
2024-03-17,22H 0M 0S,4,20,8,2,67,69
2024-03-17,23H 0M 0S,2,62,9,2,67,70
2024-03-18,0S,2,20,10,2,65,69
2024-03-18,1H 0M 0S,11,13,10,2,65,69
2024-03-18,2H 0M 0S,16,9,10,2,65,69
2024-03-18,3H 0M 0S,13,10,10,2,65,69
2024-03-18,4H 0M 0S,11,12,10,2,65,69
2024-03-18,5H 0M 0S,2,18,11,2,65,69
2024-03-18,6H 0M 0S,2,16,10,2,64,69
2024-03-18,7H 0M 0S,1,15,9,2,63,67
2024-03-18,8H 0M 0S,3,15,9,2,60,66
2024-03-18,9H 0M 0S,10,14,9,2,58,66
2024-03-18,10H 0M 0S,20,11,9,2,57,67
2024-03-18,11H 0M 0S,30,10,9,2,55,66
2024-03-18,12H 0M 0S,39,6,8,2,54,66
2024-03-18,13H 0M 0S,30,3,8,2,54,66
2024-03-18,14H 0M 0S,27,2,7,2,54,64
2024-03-18,15H 0M 0S,28,2,6,2,54,66
2024-03-18,16H 0M 0S,29,2,5,2,54,66
2024-03-18,17H 0M 0S,26,3,4,2,55,66
2024-03-18,18H 0M 0S,28,3,4,2,55,66
2024-03-18,19H 0M 0S,24,5,3,2,55,66
2024-03-18,20H 0M 0S,16,10,3,2,55,64
2024-03-18,21H 0M 0S,10,14,4,2,57,64
2024-03-18,22H 0M 0S,16,8,4,2,63,66
2024-03-18,23H 0M 0S,12,11,5,2,65,67
2024-03-19,0S,15,9,5,2,67,69
2024-03-19,1H 0M 0S,19,6,5,2,67,69
2024-03-19,2H 0M 0S,16,5,6,2,67,69
2024-03-19,3H 0M 0S,11,8,6,2,67,69
2024-03-19,4H 0M 0S,7,10,7,2,67,69
2024-03-19,5H 0M 0S,4,12,7,2,65,69
2024-03-19,6H 0M 0S,3,12,7,2,65,69
2024-03-19,7H 0M 0S,3,12,8,2,67,69
2024-03-19,8H 0M 0S,1,16,9,2,68,70
2024-03-19,9H 0M 0S,6,18,11,2,71,72
2024-03-19,10H 0M 0S,11,16,12,2,71,72
2024-03-19,11H 0M 0S,24,13,12,2,73,72
2024-03-19,12H 0M 0S,27,8,12,2,73,72
2024-03-19,13H 0M 0S,33,4,12,2,73,72
2024-03-19,14H 0M 0S,34,4,11,2,73,72
2024-03-19,15H 0M 0S,31,3,11,2,73,72
2024-03-19,16H 0M 0S,28,4,9,2,73,72
2024-03-19,17H 0M 0S,24,5,8,2,73,73
2024-03-19,18H 0M 0S,26,5,7,2,73,72
2024-03-19,19H 0M 0S,24,7,7,2,73,72
2024-03-19,20H 0M 0S,16,10,7,2,74,72
2024-03-19,21H 0M 0S,8,13,7,2,78,73
2024-03-19,22H 0M 0S,9,11,7,2,76,72
2024-03-19,23H 0M 0S,10,9,7,2,74,70
2024-03-20,0S,8,10,7,2,71,69
2024-03-20,1H 0M 0S,8,9,7,2,70,69
2024-03-20,2H 0M 0S,6,10,7,2,70,67
2024-03-20,3H 0M 0S,6,8,7,2,68,67
2024-03-20,4H 0M 0S,9,6,6,2,67,66
2024-03-20,5H 0M 0S,8,7,6,NA,65,66
2024-03-20,6H 0M 0S,4,10,6,NA,64,64
2024-03-20,7H 0M 0S,1,13,7,NA,63,63
2024-03-20,8H 0M 0S,1,14,8,NA,61,61
2024-03-20,9H 0M 0S,4,18,9,NA,60,61
2024-03-20,10H 0M 0S,14,17,10,NA,60,61
2024-03-20,11H 0M 0S,25,10,11,NA,60,61
2024-03-20,12H 0M 0S,34,4,11,NA,60,60
2024-03-20,13H 0M 0S,31,4,11,NA,60,61
2024-03-20,14H 0M 0S,34,4,11,NA,63,61
2024-03-20,15H 0M 0S,36,4,10,NA,63,63
2024-03-20,16H 0M 0S,35,3,8,NA,64,63
2024-03-20,17H 0M 0S,34,3,7,2,65,63
2024-03-20,18H 0M 0S,31,5,6,2,65,63
2024-03-20,19H 0M 0S,29,6,6,NA,65,63
2024-03-20,20H 0M 0S,19,10,6,NA,65,63
2024-03-20,21H 0M 0S,11,15,7,NA,61,61
2024-03-20,22H 0M 0S,12,13,7,NA,58,61
2024-03-20,23H 0M 0S,13,11,8,NA,60,61
2024-03-21,0S,8,15,8,NA,60,63
2024-03-21,1H 0M 0S,16,10,9,2,61,61
2024-03-21,2H 0M 0S,18,7,9,2,61,61
2024-03-21,3H 0M 0S,18,8,9,2,63,61
2024-03-21,4H 0M 0S,15,9,9,2,64,63
2024-03-21,5H 0M 0S,14,10,9,2,65,63
2024-03-21,6H 0M 0S,7,15,9,2,67,63
2024-03-21,7H 0M 0S,1,18,9,2,70,64
2024-03-21,8H 0M 0S,1,17,10,2,70,64
2024-03-21,9H 0M 0S,5,63,11,2,71,64
2024-03-21,10H 0M 0S,19,15,12,2,71,64
2024-03-21,11H 0M 0S,31,10,12,2,71,64
2024-03-21,12H 0M 0S,34,5,12,2,71,64
2024-03-21,13H 0M 0S,31,3,13,2,71,66
2024-03-21,14H 0M 0S,30,3,12,2,71,64
2024-03-21,15H 0M 0S,32,3,12,2,73,64
2024-03-21,16H 0M 0S,32,3,11,2,77,66
2024-03-21,17H 0M 0S,33,4,10,2,80,66
2024-03-21,18H 0M 0S,30,4,9,2,84,66
2024-03-21,19H 0M 0S,27,5,9,2,84,66
2024-03-21,20H 0M 0S,25,7,9,2,84,66
2024-03-21,21H 0M 0S,23,7,9,2,84,66
2024-03-21,22H 0M 0S,18,9,9,2,84,66
2024-03-21,23H 0M 0S,15,9,10,2,83,66
2024-03-22,0S,16,8,10,2,83,66
2024-03-22,1H 0M 0S,14,8,10,2,81,66
2024-03-22,2H 0M 0S,14,8,10,2,81,66
2024-03-22,3H 0M 0S,10,10,10,2,80,66
2024-03-22,4H 0M 0S,7,12,10,2,81,66
2024-03-22,5H 0M 0S,2,15,11,2,81,66
2024-03-22,6H 0M 0S,1,17,11,2,83,66
2024-03-22,7H 0M 0S,1,18,11,2,81,66
2024-03-22,8H 0M 0S,1,19,13,2,87,67
2024-03-22,9H 0M 0S,2,67,14,2,91,67
2024-03-22,10H 0M 0S,21,12,15,2,93,67
2024-03-22,11H 0M 0S,31,5,15,2,93,67
2024-03-22,12H 0M 0S,28,3,15,2,93,67
2024-03-22,13H 0M 0S,29,3,14,2,93,67
2024-03-22,14H 0M 0S,31,3,14,2,91,67
2024-03-22,15H 0M 0S,30,3,13,2,91,67
2024-03-22,16H 0M 0S,33,4,11,2,86,67
2024-03-22,17H 0M 0S,36,4,10,2,83,67
2024-03-22,18H 0M 0S,35,5,9,2,81,67
2024-03-22,19H 0M 0S,27,7,9,2,81,67
2024-03-22,20H 0M 0S,20,10,9,2,81,67
2024-03-22,21H 0M 0S,16,10,9,2,81,66
2024-03-22,22H 0M 0S,21,5,9,2,81,67
2024-03-22,23H 0M 0S,19,8,9,2,84,66
2024-03-23,0S,12,12,10,2,88,66
2024-03-23,1H 0M 0S,4,17,10,2,93,67
2024-03-23,2H 0M 0S,1,19,11,2,99,69
2024-03-23,3H 0M 0S,1,19,12,2,102,70
2024-03-23,4H 0M 0S,2,17,12,2,103,70
2024-03-23,5H 0M 0S,1,17,12,2,103,72
2024-03-23,6H 0M 0S,1,16,12,2,104,72
2024-03-23,7H 0M 0S,1,16,13,2,104,73
2024-03-23,8H 0M 0S,2,18,14,2,103,73
2024-03-23,9H 0M 0S,6,63,14,2,102,73
2024-03-23,10H 0M 0S,19,11,14,2,102,73
2024-03-23,11H 0M 0S,26,5,13,2,102,72
2024-03-23,12H 0M 0S,30,5,13,2,102,72
2024-03-23,13H 0M 0S,31,3,12,2,102,72
2024-03-23,14H 0M 0S,30,3,12,2,102,72
2024-03-23,15H 0M 0S,34,3,11,2,103,72
2024-03-23,16H 0M 0S,36,3,10,2,103,72
2024-03-23,17H 0M 0S,38,3,9,2,103,70
2024-03-23,18H 0M 0S,36,3,9,2,103,70
2024-03-23,19H 0M 0S,33,5,8,2,103,72
2024-03-23,20H 0M 0S,23,9,9,2,102,73
2024-03-23,21H 0M 0S,17,11,9,2,102,72
2024-03-23,22H 0M 0S,14,13,9,2,103,72
2024-03-23,23H 0M 0S,16,11,10,2,103,73
2024-03-24,0S,14,11,10,2,102,73
2024-03-24,1H 0M 0S,17,8,10,2,102,72
2024-03-24,2H 0M 0S,16,8,11,2,97,70
2024-03-24,3H 0M 0S,16,8,11,2,91,69
2024-03-24,4H 0M 0S,15,9,11,2,87,67
2024-03-24,5H 0M 0S,15,7,11,2,84,66
2024-03-24,6H 0M 0S,12,10,10,2,80,64
2024-03-24,7H 0M 0S,9,13,10,2,76,63
2024-03-24,8H 0M 0S,9,14,11,2,71,60
2024-03-24,9H 0M 0S,20,6,11,2,67,60
2024-03-24,10H 0M 0S,26,4,11,0,64,60
2024-03-24,11H 0M 0S,31,2,11,0,63,60
2024-03-24,12H 0M 0S,31,2,11,0,63,60
2024-03-24,13H 0M 0S,33,2,11,0,64,60
2024-03-24,14H 0M 0S,34,2,10,0,65,60
2024-03-24,15H 0M 0S,35,2,10,NA,70,60
2024-03-24,16H 0M 0S,37,2,9,NA,77,60
2024-03-24,17H 0M 0S,38,2,9,NA,81,60
2024-03-24,18H 0M 0S,37,3,9,NA,83,60
2024-03-24,19H 0M 0S,36,3,9,NA,84,60
2024-03-24,20H 0M 0S,32,4,9,NA,87,60
2024-03-24,21H 0M 0S,31,4,9,NA,88,60
2024-03-24,22H 0M 0S,33,3,9,NA,84,58
2024-03-24,23H 0M 0S,31,4,9,NA,81,57
2024-03-25,0S,33,3,9,NA,78,57
2024-03-25,1H 0M 0S,33,2,9,NA,77,55
2024-03-25,2H 0M 0S,30,2,9,NA,77,55
2024-03-25,3H 0M 0S,29,3,9,NA,76,55
2024-03-25,4H 0M 0S,29,2,9,NA,76,55
2024-03-25,5H 0M 0S,30,2,9,NA,74,54
2024-03-25,6H 0M 0S,26,5,9,NA,73,54
2024-03-25,7H 0M 0S,11,17,9,NA,74,54
2024-03-25,8H 0M 0S,6,20,9,NA,73,54
2024-03-25,9H 0M 0S,19,12,10,NA,73,54
2024-03-25,10H 0M 0S,28,7,10,NA,71,54
2024-03-25,11H 0M 0S,33,3,10,NA,71,52
2024-03-25,12H 0M 0S,36,4,10,NA,70,52
2024-03-25,13H 0M 0S,37,3,10,NA,68,52
2024-03-25,14H 0M 0S,37,3,10,NA,67,52
2024-03-25,15H 0M 0S,37,3,10,NA,64,52
2024-03-25,16H 0M 0S,36,4,9,NA,61,52
2024-03-25,17H 0M 0S,36,4,9,NA,58,42
2024-03-25,18H 0M 0S,36,4,9,NA,55,42
2024-03-25,19H 0M 0S,34,6,9,NA,54,42
2024-03-25,20H 0M 0S,31,6,9,NA,51,42
2024-03-25,21H 0M 0S,31,6,9,NA,45,42
2024-03-25,22H 0M 0S,33,5,9,NA,51,42
2024-03-25,23H 0M 0S,34,3,9,NA,45,42
2024-03-26,0S,34,3,9,NA,45,42
2024-03-26,1H 0M 0S,31,4,9,NA,45,42
2024-03-26,2H 0M 0S,33,3,9,NA,44,42
2024-03-26,3H 0M 0S,33,3,9,2,44,42
2024-03-26,4H 0M 0S,29,5,9,2,44,42
2024-03-26,5H 0M 0S,19,11,9,2,44,52
2024-03-26,6H 0M 0S,10,19,10,2,45,52
2024-03-26,7H 0M 0S,2,64,10,2,45,54
2024-03-26,8H 0M 0S,3,62,12,2,54,57
2024-03-26,9H 0M 0S,8,63,12,2,57,57
2024-03-26,10H 0M 0S,19,63,13,2,60,57
2024-03-26,11H 0M 0S,38,7,13,2,61,58
2024-03-26,12H 0M 0S,39,4,13,2,63,58
2024-03-26,13H 0M 0S,40,3,13,2,61,58
2024-03-26,14H 0M 0S,43,3,13,2,60,58
2024-03-26,15H 0M 0S,44,3,12,2,57,58
2024-03-26,16H 0M 0S,44,4,11,2,52,60
2024-03-26,17H 0M 0S,44,4,10,2,52,60
2024-03-26,18H 0M 0S,43,4,9,2,51,60
2024-03-26,19H 0M 0S,39,6,9,2,51,60
2024-03-26,20H 0M 0S,32,8,9,2,45,60
2024-03-26,21H 0M 0S,33,9,9,2,45,60
2024-03-26,22H 0M 0S,31,10,9,2,45,60
2024-03-26,23H 0M 0S,36,5,10,2,51,60
2024-03-27,0S,36,4,9,2,52,60
2024-03-27,1H 0M 0S,37,3,10,2,52,60
2024-03-27,2H 0M 0S,31,5,10,2,54,61
2024-03-27,3H 0M 0S,29,6,10,2,54,61
2024-03-27,4H 0M 0S,26,9,10,2,54,61
2024-03-27,5H 0M 0S,24,10,10,2,55,61
2024-03-27,6H 0M 0S,6,62,10,2,57,63
2024-03-27,7H 0M 0S,1,64,12,4,63,66
2024-03-27,8H 0M 0S,3,64,13,4,64,67
2024-03-27,9H 0M 0S,5,72,15,4,65,69
2024-03-27,10H 0M 0S,22,65,15,4,68,69
2024-03-27,11H 0M 0S,40,12,16,4,68,69
2024-03-27,12H 0M 0S,65,8,16,4,68,70
2024-03-27,13H 0M 0S,65,6,16,4,68,70
2024-03-27,14H 0M 0S,65,4,16,4,70,70
2024-03-27,15H 0M 0S,78,4,14,4,71,72
2024-03-27,16H 0M 0S,71,4,13,4,70,72
2024-03-27,17H 0M 0S,63,5,12,4,70,73
2024-03-27,18H 0M 0S,59,6,11,4,68,73
2024-03-27,19H 0M 0S,43,9,11,4,70,73
2024-03-27,20H 0M 0S,19,66,11,4,70,75
2024-03-27,21H 0M 0S,14,67,12,4,74,76
2024-03-27,22H 0M 0S,21,15,13,4,78,78
2024-03-27,23H 0M 0S,14,17,14,4,81,79
2024-03-28,0S,11,62,14,4,84,81
2024-03-28,1H 0M 0S,9,62,15,4,88,82
2024-03-28,2H 0M 0S,14,14,15,4,93,84
2024-03-28,3H 0M 0S,14,10,16,4,96,85
2024-03-28,4H 0M 0S,14,9,15,4,97,87
2024-03-28,5H 0M 0S,11,10,14,4,101,88
2024-03-28,6H 0M 0S,7,12,14,4,99,88
2024-03-28,7H 0M 0S,3,17,14,4,96,87
2024-03-28,8H 0M 0S,7,15,14,4,93,84
2024-03-28,9H 0M 0S,12,17,15,4,91,82
2024-03-28,10H 0M 0S,16,67,15,2,88,82
2024-03-28,11H 0M 0S,31,20,16,2,93,84
2024-03-28,12H 0M 0S,39,8,16,2,93,82
2024-03-28,13H 0M 0S,42,5,16,2,94,82
2024-03-28,14H 0M 0S,44,5,15,2,96,82
2024-03-28,15H 0M 0S,40,4,15,2,97,82
2024-03-28,16H 0M 0S,38,5,14,2,101,81
