"Fecha","Horas","O3","O3_8Hrs","NO2","CO_8Hrs","SO2_24Hrs","PM_10_12Hrs","PM_2.5_12Hrs"
2021-03-26,6H 0M 0S,3,35,32,192,3,67,25
2021-03-26,7H 0M 0S,3,29,30,193,3,74,34
2021-03-26,8H 0M 0S,5,24,30,197,3,85,42
2021-03-26,9H 0M 0S,16,20,34,202,3,88,38
2021-03-26,10H 0M 0S,43,19,22,210,3,82,37
2021-03-26,11H 0M 0S,57,21,16,215,3,65,31
2021-03-26,12H 0M 0S,72,26,9,218,3,52,29
2021-03-26,13H 0M 0S,71,34,5,219,3,36,19
2021-03-26,14H 0M 0S,72,42,7,218,3,30,12
2021-03-26,15H 0M 0S,68,51,5,215,3,32,13
2021-03-26,16H 0M 0S,62,58,3,209,3,32,11
2021-03-26,17H 0M 0S,63,64,4,200,3,28,9
2021-03-26,18H 0M 0S,61,66,4,192,3,34,11
2021-03-26,19H 0M 0S,53,65,9,185,3,29,13
2021-03-26,20H 0M 0S,44,62,14,181,3,30,10
2021-03-26,21H 0M 0S,26,56,28,179,3,27,12
2021-03-26,22H 0M 0S,26,50,29,180,3,41,21
2021-03-26,23H 0M 0S,22,45,30,183,3,52,26
2021-03-27,0S,33,41,18,186,3,59,29
2021-03-27,1H 0M 0S,14,35,30,190,3,69,28
2021-03-27,2H 0M 0S,32,31,18,194,3,77,28
2021-03-27,3H 0M 0S,20,27,22,198,3,70,25
2021-03-27,4H 0M 0S,4,22,31,202,3,72,32
2021-03-27,5H 0M 0S,8,20,25,206,3,80,37
2021-03-27,6H 0M 0S,6,17,23,209,3,81,35
2021-03-27,7H 0M 0S,2,15,25,211,3,82,37
2021-03-27,8H 0M 0S,6,12,28,214,3,80,37
2021-03-27,9H 0M 0S,15,12,33,219,3,82,38
2021-03-27,10H 0M 0S,34,12,27,222,3,75,37
2021-03-27,11H 0M 0S,51,16,13,225,3,59,27
2021-03-27,12H 0M 0S,67,24,7,225,3,47,20
2021-03-27,13H 0M 0S,69,31,5,222,3,38,18
2021-03-27,14H 0M 0S,60,38,4,218,3,31,13
2021-03-27,15H 0M 0S,56,45,4,213,3,26,9
2021-03-27,16H 0M 0S,56,51,4,206,3,26,9
2021-03-27,17H 0M 0S,55,56,3,199,3,29,9
2021-03-27,18H 0M 0S,56,59,4,191,3,32,12
2021-03-27,19H 0M 0S,50,59,6,184,3,32,12
2021-03-27,20H 0M 0S,46,56,9,180,3,30,10
2021-03-27,21H 0M 0S,30,51,21,178,3,28,12
2021-03-27,22H 0M 0S,19,46,29,179,3,45,22
2021-03-27,23H 0M 0S,32,43,17,181,3,57,26
2021-03-28,0S,33,40,13,184,3,55,29
2021-03-28,1H 0M 0S,33,37,15,187,3,53,26
2021-03-28,2H 0M 0S,28,34,15,189,3,56,27
2021-03-28,3H 0M 0S,26,31,15,193,3,59,28
2021-03-28,4H 0M 0S,12,27,20,196,3,57,27
2021-03-28,5H 0M 0S,7,24,22,199,3,64,31
2021-03-28,6H 0M 0S,5,22,22,200,3,72,34
2021-03-28,7H 0M 0S,4,19,20,200,3,73,33
2021-03-28,8H 0M 0S,9,16,19,202,3,67,31
2021-03-28,9H 0M 0S,23,14,22,206,3,64,31
2021-03-28,10H 0M 0S,42,16,16,210,3,57,29
2021-03-28,11H 0M 0S,60,20,16,212,3,50,25
2021-03-28,12H 0M 0S,87,30,13,213,3,47,23
2021-03-28,13H 0M 0S,87,40,6,213,3,49,20
2021-03-28,14H 0M 0S,72,48,4,211,3,42,17
2021-03-28,15H 0M 0S,61,55,3,208,3,39,13
2021-03-28,16H 0M 0S,59,61,5,202,3,34,10
2021-03-28,17H 0M 0S,52,65,7,197,3,86,29
2021-03-28,18H 0M 0S,NA,68,NA,194,3,86,29
2021-03-28,19H 0M 0S,45,66,9,190,3,NA,NA
2021-03-28,20H 0M 0S,41,60,7,187,3,NA,NA
2021-03-28,21H 0M 0S,39,53,7,184,3,155,63
2021-03-28,22H 0M 0S,38,48,7,183,3,112,51
2021-03-28,23H 0M 0S,35,44,8,183,3,82,39
2021-03-29,0S,33,40,5,183,3,59,29
2021-03-29,1H 0M 0S,31,37,5,184,3,52,20
2021-03-29,2H 0M 0S,29,36,5,183,3,43,17
2021-03-29,3H 0M 0S,28,34,4,182,3,35,13
2021-03-29,4H 0M 0S,22,32,6,180,2,26,8
2021-03-29,5H 0M 0S,16,29,10,179,2,36,17
2021-03-29,6H 0M 0S,16,26,9,178,2,28,15
2021-03-29,7H 0M 0S,11,23,13,178,2,26,14
2021-03-29,8H 0M 0S,9,20,16,178,2,26,11
2021-03-29,9H 0M 0S,18,19,13,180,2,28,12
2021-03-29,10H 0M 0S,29,19,9,182,2,21,13
2021-03-29,11H 0M 0S,41,20,9,184,2,23,12
2021-03-29,12H 0M 0S,49,24,6,185,2,24,13
2021-03-29,13H 0M 0S,50,28,5,186,2,24,9
2021-03-29,14H 0M 0S,45,32,3,186,2,23,7
2021-03-29,15H 0M 0S,40,35,3,185,2,28,8
2021-03-29,16H 0M 0S,42,39,4,184,2,30,8
2021-03-29,17H 0M 0S,39,42,4,181,1,33,10
2021-03-29,18H 0M 0S,33,42,8,179,1,40,14
2021-03-29,19H 0M 0S,24,40,9,177,1,50,16
2021-03-29,20H 0M 0S,19,37,10,176,1,45,21
2021-03-29,21H 0M 0S,14,32,13,176,1,43,22
2021-03-29,22H 0M 0S,18,29,10,176,1,41,22
2021-03-29,23H 0M 0S,18,26,10,177,1,31,18
2021-03-30,0S,19,23,8,178,1,28,16
2021-03-30,1H 0M 0S,20,21,7,179,1,29,16
2021-03-30,2H 0M 0S,22,19,5,179,1,23,9
2021-03-30,3H 0M 0S,24,19,4,178,1,17,6
2021-03-30,4H 0M 0S,23,20,5,176,1,12,6
2021-03-30,5H 0M 0S,23,21,5,174,1,14,3
2021-03-30,6H 0M 0S,9,20,15,173,1,15,8
2021-03-30,7H 0M 0S,2,18,16,172,1,32,13
2021-03-30,8H 0M 0S,4,16,18,174,1,38,14
2021-03-30,9H 0M 0S,11,15,21,177,2,51,21
2021-03-30,10H 0M 0S,25,15,22,183,2,54,25
2021-03-30,11H 0M 0S,40,17,10,188,2,44,20
2021-03-30,12H 0M 0S,57,21,12,192,2,41,16
2021-03-30,13H 0M 0S,78,28,10,196,2,44,15
2021-03-30,14H 0M 0S,88,38,13,200,2,48,17
2021-03-30,15H 0M 0S,NA,43,NA,202,2,48,17
2021-03-30,16H 0M 0S,NA,50,NA,204,2,NA,NA
2021-03-30,17H 0M 0S,NA,NA,NA,NA,2,NA,NA
2021-03-30,18H 0M 0S,NA,NA,NA,NA,2,NA,NA
2021-03-30,19H 0M 0S,NA,NA,NA,NA,2,NA,NA
2021-03-30,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-30,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-30,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-30,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-03-31,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-01,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-04-02,16H 0M 0S,51,NA,3,NA,NA,NA,NA
2021-04-02,17H 0M 0S,47,NA,6,NA,NA,47,NA
2021-04-02,18H 0M 0S,44,NA,7,NA,NA,91,30
2021-04-02,19H 0M 0S,37,NA,10,NA,NA,116,37
2021-04-02,20H 0M 0S,30,NA,11,NA,NA,123,41
2021-04-02,21H 0M 0S,25,39,10,182,NA,102,37
2021-04-02,22H 0M 0S,23,37,10,182,NA,63,27
2021-04-02,23H 0M 0S,21,35,11,183,NA,43,19
2021-04-03,0S,18,31,11,182,NA,34,15
2021-04-03,1H 0M 0S,21,27,7,183,NA,31,18
2021-04-03,2H 0M 0S,24,25,5,183,NA,24,9
2021-04-03,3H 0M 0S,23,23,4,183,NA,16,8
2021-04-03,4H 0M 0S,17,22,6,182,NA,13,8
2021-04-03,5H 0M 0S,10,20,10,182,NA,17,7
2021-04-03,6H 0M 0S,7,18,10,181,NA,19,11
2021-04-03,7H 0M 0S,3,15,12,180,NA,22,7
2021-04-03,8H 0M 0S,14,15,14,180,NA,21,7
2021-04-03,9H 0M 0S,19,15,15,181,1,16,6
2021-04-03,10H 0M 0S,31,16,12,182,1,17,6
2021-04-03,11H 0M 0S,42,18,8,184,1,17,6
2021-04-03,12H 0M 0S,47,22,5,186,1,20,4
2021-04-03,13H 0M 0S,54,27,4,187,1,17,3
2021-04-03,14H 0M 0S,59,34,6,187,1,17,2
2021-04-03,15H 0M 0S,66,42,5,187,1,18,2
2021-04-03,16H 0M 0S,65,48,4,186,1,21,4
2021-04-03,17H 0M 0S,54,52,3,185,1,22,7
2021-04-03,18H 0M 0S,53,55,3,182,1,26,8
2021-04-03,19H 0M 0S,43,55,8,179,1,27,7
2021-04-03,20H 0M 0S,31,53,12,177,1,59,23
2021-04-03,21H 0M 0S,26,50,12,177,1,70,30
2021-04-03,22H 0M 0S,28,46,8,178,1,61,28
2021-04-03,23H 0M 0S,26,41,8,179,2,49,21
2021-04-04,0S,24,36,9,180,2,41,19
2021-04-04,1H 0M 0S,14,31,13,182,2,34,18
2021-04-04,2H 0M 0S,NA,27,NA,183,2,34,18
2021-04-04,3H 0M 0S,NA,25,NA,184,2,NA,NA
2021-04-04,4H 0M 0S,18,23,8,186,2,NA,NA
2021-04-04,5H 0M 0S,15,21,9,186,2,27,11
2021-04-04,6H 0M 0S,18,19,12,186,2,28,12
2021-04-04,7H 0M 0S,13,17,15,186,2,23,10
2021-04-04,8H 0M 0S,6,14,19,186,2,25,15
2021-04-04,9H 0M 0S,9,13,19,187,2,38,20
2021-04-04,10H 0M 0S,23,15,17,190,2,45,16
2021-04-04,11H 0M 0S,37,17,15,193,2,43,17
2021-04-04,12H 0M 0S,50,21,12,196,2,37,15
2021-04-04,13H 0M 0S,63,27,7,198,2,32,13
2021-04-04,14H 0M 0S,74,34,5,199,2,26,11
2021-04-04,15H 0M 0S,80,43,4,199,2,24,11
2021-04-04,16H 0M 0S,84,53,5,199,2,20,12
2021-04-04,17H 0M 0S,76,61,5,197,2,21,7
2021-04-04,18H 0M 0S,68,67,4,193,2,25,8
2021-04-04,19H 0M 0S,69,71,3,189,2,28,10
2021-04-04,20H 0M 0S,46,70,11,185,2,60,22
2021-04-04,21H 0M 0S,38,67,12,183,2,92,36
2021-04-04,22H 0M 0S,35,62,11,182,2,90,38
2021-04-04,23H 0M 0S,30,56,12,181,2,75,33
2021-04-05,0S,21,48,17,182,2,60,27
2021-04-05,1H 0M 0S,24,41,15,182,2,52,25
2021-04-05,2H 0M 0S,35,37,6,183,2,43,19
2021-04-05,3H 0M 0S,36,33,4,184,2,36,15
2021-04-05,4H 0M 0S,30,31,8,184,2,28,9
2021-04-05,5H 0M 0S,29,30,8,183,2,27,12
2021-04-05,6H 0M 0S,23,29,12,182,2,24,11
2021-04-05,7H 0M 0S,17,27,20,180,2,23,12
2021-04-05,8H 0M 0S,4,25,25,181,2,29,13
2021-04-05,9H 0M 0S,10,23,27,182,2,37,14
2021-04-05,10H 0M 0S,18,21,28,186,2,35,15
2021-04-05,11H 0M 0S,30,20,25,191,2,34,17
2021-04-05,12H 0M 0S,44,22,15,196,2,35,14
2021-04-05,13H 0M 0S,63,26,7,200,2,37,15
2021-04-05,14H 0M 0S,69,32,5,202,2,34,11
2021-04-05,15H 0M 0S,71,39,5,204,2,32,11
2021-04-05,16H 0M 0S,69,47,4,206,2,35,10
2021-04-05,17H 0M 0S,71,54,4,204,2,36,12
2021-04-05,18H 0M 0S,71,61,5,200,2,41,15
2021-04-05,19H 0M 0S,69,66,7,195,2,47,19
2021-04-05,20H 0M 0S,65,69,8,191,2,44,17
2021-04-05,21H 0M 0S,56,68,11,189,2,42,18
2021-04-05,22H 0M 0S,46,65,12,188,2,48,20
2021-04-05,23H 0M 0S,47,62,10,188,2,50,25
2021-04-06,0S,46,59,10,187,2,46,23
2021-04-06,1H 0M 0S,49,56,5,187,2,38,18
2021-04-06,2H 0M 0S,48,53,5,187,2,32,13
2021-04-06,3H 0M 0S,34,49,13,186,2,33,13
2021-04-06,4H 0M 0S,27,44,12,185,2,44,16
2021-04-06,5H 0M 0S,28,41,11,184,2,41,11
2021-04-06,6H 0M 0S,20,37,20,183,2,44,18
2021-04-06,7H 0M 0S,4,32,31,182,2,45,19
2021-04-06,8H 0M 0S,2,27,29,183,2,58,27
2021-04-06,9H 0M 0S,6,21,30,186,2,64,29
2021-04-06,10H 0M 0S,23,18,23,191,2,67,31
2021-04-06,11H 0M 0S,45,19,12,197,2,53,25
2021-04-06,12H 0M 0S,62,24,11,202,2,45,19
2021-04-06,13H 0M 0S,80,30,10,206,2,50,22
2021-04-06,14H 0M 0S,76,37,6,209,2,53,23
2021-04-06,15H 0M 0S,71,46,4,210,2,46,19
2021-04-06,16H 0M 0S,74,55,4,209,2,42,14
2021-04-06,17H 0M 0S,65,62,6,206,2,49,17
2021-04-06,18H 0M 0S,54,66,8,200,2,91,31
2021-04-06,19H 0M 0S,47,66,13,196,2,94,29
2021-04-06,20H 0M 0S,47,64,11,192,2,72,22
2021-04-06,21H 0M 0S,40,59,15,189,2,73,25
2021-04-06,22H 0M 0S,36,54,17,187,2,54,25
2021-04-06,23H 0M 0S,48,51,9,186,2,46,23
2021-04-07,0S,44,48,8,185,2,52,16
2021-04-07,1H 0M 0S,49,46,6,184,2,37,17
2021-04-07,2H 0M 0S,50,45,6,183,2,25,17
2021-04-07,3H 0M 0S,48,45,6,182,2,22,14
2021-04-07,4H 0M 0S,41,45,7,180,2,19,NA
2021-04-07,5H 0M 0S,32,44,10,179,2,16,NA
2021-04-07,6H 0M 0S,23,42,15,178,2,22,NA
2021-04-07,7H 0M 0S,10,37,27,178,2,25,11
2021-04-07,8H 0M 0S,5,32,32,178,2,27,12
2021-04-07,9H 0M 0S,4,27,33,181,2,33,14
2021-04-07,10H 0M 0S,10,22,43,187,3,50,21
2021-04-07,11H 0M 0S,29,19,37,197,3,53,23
2021-04-07,12H 0M 0S,52,21,24,206,3,44,19
2021-04-07,13H 0M 0S,75,26,18,214,3,40,19
2021-04-07,14H 0M 0S,87,34,11,219,3,43,15
2021-04-07,15H 0M 0S,88,44,6,222,3,42,13
2021-04-07,16H 0M 0S,89,54,6,222,3,37,12
2021-04-07,17H 0M 0S,90,65,6,221,3,38,12
2021-04-07,18H 0M 0S,70,73,10,216,2,38,14
2021-04-07,19H 0M 0S,62,77,21,208,2,34,12
2021-04-07,20H 0M 0S,49,76,21,200,2,34,15
2021-04-07,21H 0M 0S,40,72,27,197,2,37,16
2021-04-07,22H 0M 0S,42,66,24,195,2,38,20
2021-04-07,23H 0M 0S,23,58,36,195,2,36,18
2021-04-08,0S,17,49,32,198,3,55,24
2021-04-08,1H 0M 0S,15,40,27,202,3,63,26
2021-04-08,2H 0M 0S,17,33,24,208,3,66,41
2021-04-08,3H 0M 0S,20,28,21,211,3,63,28
2021-04-08,4H 0M 0S,21,24,19,213,3,60,30
2021-04-08,5H 0M 0S,11,21,26,214,3,53,22
2021-04-08,6H 0M 0S,2,16,28,214,3,64,27
2021-04-08,7H 0M 0S,2,13,29,215,3,69,29
2021-04-08,8H 0M 0S,3,11,29,215,3,58,24
2021-04-08,9H 0M 0S,5,10,33,214,3,51,25
2021-04-08,10H 0M 0S,19,10,30,215,3,58,28
2021-04-08,11H 0M 0S,39,13,25,218,3,58,29
2021-04-08,12H 0M 0S,65,18,13,220,3,43,22
2021-04-08,13H 0M 0S,77,27,7,221,3,35,13
2021-04-08,14H 0M 0S,85,37,6,220,3,29,13
2021-04-08,15H 0M 0S,82,47,5,218,3,34,8
2021-04-08,16H 0M 0S,84,57,4,214,3,29,8
2021-04-08,17H 0M 0S,82,67,5,209,3,32,9
2021-04-08,18H 0M 0S,82,75,6,202,3,40,14
2021-04-08,19H 0M 0S,78,79,8,197,3,42,14
2021-04-08,20H 0M 0S,75,81,8,191,3,40,15
2021-04-08,21H 0M 0S,62,79,11,188,3,38,15
2021-04-08,22H 0M 0S,59,76,9,187,3,75,27
2021-04-08,23H 0M 0S,59,73,10,186,3,56,25
2021-04-09,0S,50,68,10,186,3,40,13
2021-04-09,1H 0M 0S,43,64,14,186,3,32,14
2021-04-09,2H 0M 0S,42,59,9,187,3,30,13
2021-04-09,3H 0M 0S,36,53,11,187,3,32,12
2021-04-09,4H 0M 0S,26,47,17,186,3,36,8
2021-04-09,5H 0M 0S,11,41,27,186,3,36,10
2021-04-09,6H 0M 0S,2,34,34,186,3,44,17
2021-04-09,7H 0M 0S,1,26,30,188,3,43,16
2021-04-09,8H 0M 0S,2,20,28,191,3,45,18
2021-04-09,9H 0M 0S,10,16,25,195,3,45,22
2021-04-09,10H 0M 0S,17,13,30,200,3,44,24
2021-04-09,11H 0M 0S,36,13,37,206,3,47,26
2021-04-09,12H 0M 0S,65,18,17,214,3,46,20
2021-04-09,13H 0M 0S,81,27,8,218,3,41,15
2021-04-09,14H 0M 0S,79,36,6,219,3,42,15
2021-04-09,15H 0M 0S,77,46,6,219,3,43,12
2021-04-09,16H 0M 0S,73,55,7,217,3,40,16
2021-04-09,17H 0M 0S,70,62,9,213,3,47,23
2021-04-09,18H 0M 0S,73,69,8,209,3,39,21
2021-04-09,19H 0M 0S,65,73,10,202,3,48,17
2021-04-09,20H 0M 0S,67,73,12,198,3,46,18
2021-04-09,21H 0M 0S,53,70,14,195,3,68,29
2021-04-09,22H 0M 0S,49,66,17,194,3,78,34
2021-04-09,23H 0M 0S,46,62,15,194,3,60,28
2021-04-10,0S,48,59,10,195,3,45,17
2021-04-10,1H 0M 0S,43,56,11,195,3,37,13
2021-04-10,2H 0M 0S,31,50,18,194,3,41,15
2021-04-10,3H 0M 0S,20,45,25,195,3,38,16
2021-04-10,4H 0M 0S,23,39,19,196,3,35,16
2021-04-10,5H 0M 0S,14,34,28,196,3,35,14
2021-04-10,6H 0M 0S,17,30,26,197,3,38,18
2021-04-10,7H 0M 0S,1,25,34,198,3,43,20
2021-04-10,8H 0M 0S,2,19,32,200,3,68,30
2021-04-10,9H 0M 0S,6,14,30,204,3,68,32
2021-04-10,10H 0M 0S,15,12,34,212,3,77,36
2021-04-10,11H 0M 0S,42,15,21,218,3,69,33
2021-04-10,12H 0M 0S,60,20,20,222,3,60,28
2021-04-10,13H 0M 0S,84,28,15,225,3,58,26
2021-04-10,14H 0M 0S,99,39,10,227,3,51,22
2021-04-10,15H 0M 0S,74,48,5,229,3,48,20
2021-04-10,16H 0M 0S,69,56,3,225,3,39,12
2021-04-10,17H 0M 0S,71,64,5,221,3,42,14
2021-04-10,18H 0M 0S,72,71,6,214,3,43,17
2021-04-10,19H 0M 0S,72,75,6,206,3,36,16
2021-04-10,20H 0M 0S,65,76,11,200,3,35,15
2021-04-10,21H 0M 0S,54,72,11,196,3,56,21
2021-04-10,22H 0M 0S,45,65,16,193,3,48,22
2021-04-10,23H 0M 0S,46,62,14,191,3,40,22
2021-04-11,0S,38,58,17,191,3,38,18
2021-04-11,1H 0M 0S,24,52,22,192,3,40,20
2021-04-11,2H 0M 0S,8,44,33,194,3,54,24
2021-04-11,3H 0M 0S,11,36,33,199,3,63,26
2021-04-11,4H 0M 0S,21,31,19,202,3,54,23
2021-04-11,5H 0M 0S,2,24,30,206,3,58,25
2021-04-11,6H 0M 0S,2,19,31,210,3,72,31
2021-04-11,7H 0M 0S,4,14,27,214,3,80,37
2021-04-11,8H 0M 0S,3,9,26,217,3,73,35
2021-04-11,9H 0M 0S,8,7,25,220,3,66,32
2021-04-11,10H 0M 0S,25,10,23,222,3,66,35
2021-04-11,11H 0M 0S,45,14,17,223,3,55,27
2021-04-11,12H 0M 0S,68,20,11,223,3,46,22
2021-04-11,13H 0M 0S,78,29,4,221,3,41,18
2021-04-11,14H 0M 0S,73,38,4,218,3,38,12
2021-04-11,15H 0M 0S,68,46,2,214,3,33,10
2021-04-11,16H 0M 0S,70,54,2,209,3,28,10
2021-04-11,17H 0M 0S,73,63,3,204,3,28,10
2021-04-11,18H 0M 0S,73,69,3,198,3,33,16
2021-04-11,19H 0M 0S,70,72,3,193,3,33,16
2021-04-11,20H 0M 0S,65,71,4,188,3,34,14
2021-04-11,21H 0M 0S,57,69,9,185,4,32,14
2021-04-11,22H 0M 0S,49,66,12,184,4,34,17
2021-04-11,23H 0M 0S,29,61,28,184,4,35,19
2021-04-12,0S,37,57,20,188,4,45,22
2021-04-12,1H 0M 0S,44,53,10,191,4,45,22
2021-04-12,2H 0M 0S,42,49,9,193,4,42,26
2021-04-12,3H 0M 0S,30,44,12,196,4,44,24
2021-04-12,4H 0M 0S,18,38,16,198,4,46,26
2021-04-12,5H 0M 0S,5,32,29,200,4,54,23
2021-04-12,6H 0M 0S,2,26,34,204,4,68,30
2021-04-12,7H 0M 0S,2,23,31,206,4,71,34
2021-04-12,8H 0M 0S,2,18,28,208,4,71,33
2021-04-12,9H 0M 0S,6,13,31,211,4,71,36
2021-04-12,10H 0M 0S,17,10,31,216,4,74,38
2021-04-12,11H 0M 0S,41,12,22,222,4,73,35
2021-04-12,12H 0M 0S,64,17,15,225,4,58,27
2021-04-12,13H 0M 0S,78,27,7,227,4,50,22
2021-04-12,14H 0M 0S,73,35,5,227,4,42,19
2021-04-12,15H 0M 0S,74,44,5,225,4,48,18
2021-04-12,16H 0M 0S,69,53,6,221,4,40,18
2021-04-12,17H 0M 0S,70,61,4,216,3,34,14
2021-04-12,18H 0M 0S,72,68,4,209,3,39,17
2021-04-12,19H 0M 0S,67,71,5,200,3,39,15
2021-04-12,20H 0M 0S,63,71,7,195,3,36,15
2021-04-12,21H 0M 0S,52,68,13,192,3,55,23
2021-04-12,22H 0M 0S,47,64,12,190,3,57,26
2021-04-12,23H 0M 0S,40,60,14,189,3,43,25
2021-04-13,0S,43,57,14,189,3,45,21
2021-04-13,1H 0M 0S,35,52,17,189,3,44,20
2021-04-13,2H 0M 0S,26,47,20,190,3,44,19
2021-04-13,3H 0M 0S,8,39,32,192,3,48,21
2021-04-13,4H 0M 0S,7,32,29,194,3,48,20
2021-04-13,5H 0M 0S,15,28,20,196,3,52,20
2021-04-13,6H 0M 0S,4,22,27,197,3,53,20
2021-04-13,7H 0M 0S,2,18,31,199,3,54,24
2021-04-13,8H 0M 0S,2,12,30,200,3,57,26
2021-04-13,9H 0M 0S,5,9,31,204,3,59,27
2021-04-13,10H 0M 0S,22,8,31,211,3,62,29
2021-04-13,11H 0M 0S,42,12,23,216,3,57,28
2021-04-13,12H 0M 0S,60,19,12,220,3,51,23
2021-04-13,13H 0M 0S,72,26,6,221,3,44,19
2021-04-13,14H 0M 0S,70,34,8,222,3,42,16
2021-04-13,15H 0M 0S,65,42,5,221,3,43,18
2021-04-13,16H 0M 0S,65,50,3,218,3,35,17
2021-04-13,17H 0M 0S,66,58,4,214,3,34,14
2021-04-13,18H 0M 0S,67,63,4,206,3,34,12
2021-04-13,19H 0M 0S,67,67,5,199,3,38,14
2021-04-13,20H 0M 0S,58,66,15,194,3,44,18
2021-04-13,21H 0M 0S,53,64,12,192,3,60,24
2021-04-13,22H 0M 0S,48,61,15,190,3,64,30
