"Fecha","Horas","O3","O3_8Hrs","NO2","CO_8Hrs","SO2_24Hrs","PM_10_12Hrs","PM_2.5_12Hrs"
2021-01-03,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-03,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,17H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,18H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,19H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,20H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,21H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,22H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-04,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,10H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,11H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,13H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,14H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,15H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-05,17H 0M 0S,48,NA,6,NA,NA,NA,NA
2021-01-05,18H 0M 0S,47,NA,8,NA,NA,NA,NA
2021-01-05,19H 0M 0S,28,NA,22,NA,NA,NA,NA
2021-01-05,20H 0M 0S,22,NA,20,NA,NA,NA,NA
2021-01-05,21H 0M 0S,18,NA,23,NA,NA,NA,NA
2021-01-05,22H 0M 0S,18,30,20,144,NA,NA,NA
2021-01-05,23H 0M 0S,18,28,17,146,NA,NA,NA
2021-01-06,0S,22,28,13,146,NA,NA,NA
2021-01-06,1H 0M 0S,16,24,18,148,NA,NA,NA
2021-01-06,2H 0M 0S,NA,20,NA,150,NA,NA,NA
2021-01-06,3H 0M 0S,NA,19,NA,152,NA,NA,NA
2021-01-06,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-06,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-06,6H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-06,7H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-06,8H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-06,9H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-06,10H 0M 0S,13,NA,24,NA,NA,NA,NA
2021-01-06,11H 0M 0S,27,NA,18,NA,NA,NA,NA
2021-01-06,12H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-06,13H 0M 0S,50,NA,7,NA,NA,NA,NA
2021-01-06,14H 0M 0S,52,NA,4,NA,NA,NA,NA
2021-01-06,15H 0M 0S,51,NA,4,NA,NA,NA,NA
2021-01-06,16H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-06,17H 0M 0S,46,40,5,154,NA,NA,NA
2021-01-06,18H 0M 0S,42,45,6,146,NA,35,NA
2021-01-06,19H 0M 0S,33,46,12,138,NA,31,NA
2021-01-06,20H 0M 0S,20,42,25,137,NA,30,NA
2021-01-06,21H 0M 0S,9,36,35,136,NA,36,NA
2021-01-06,22H 0M 0S,14,31,30,139,NA,46,NA
2021-01-06,23H 0M 0S,13,25,29,143,NA,47,NA
2021-01-07,0S,7,23,29,146,NA,55,NA
2021-01-07,1H 0M 0S,7,18,28,151,NA,71,NA
2021-01-07,2H 0M 0S,7,14,29,155,NA,67,NA
2021-01-07,3H 0M 0S,14,11,20,159,NA,57,NA
2021-01-07,4H 0M 0S,21,12,15,162,NA,60,NA
2021-01-07,5H 0M 0S,16,12,18,162,NA,56,NA
2021-01-07,6H 0M 0S,12,12,24,160,NA,54,NA
2021-01-07,7H 0M 0S,5,11,23,157,3,46,NA
2021-01-07,8H 0M 0S,4,11,27,155,3,47,NA
2021-01-07,9H 0M 0S,9,11,32,153,3,47,NA
2021-01-07,10H 0M 0S,16,12,27,153,3,47,NA
2021-01-07,11H 0M 0S,27,14,24,153,3,45,NA
2021-01-07,12H 0M 0S,44,17,19,154,3,36,NA
2021-01-07,13H 0M 0S,55,22,9,155,3,39,NA
2021-01-07,14H 0M 0S,51,26,6,155,3,39,NA
2021-01-07,15H 0M 0S,52,32,6,154,3,31,NA
2021-01-07,16H 0M 0S,54,39,6,152,3,24,NA
2021-01-07,17H 0M 0S,54,44,6,147,3,26,NA
2021-01-07,18H 0M 0S,49,48,10,140,3,28,NA
2021-01-07,19H 0M 0S,38,50,17,135,3,33,NA
2021-01-07,20H 0M 0S,23,47,28,133,3,42,NA
2021-01-07,21H 0M 0S,16,42,29,133,3,56,NA
2021-01-07,22H 0M 0S,17,38,23,134,3,63,NA
2021-01-07,23H 0M 0S,14,33,23,136,3,56,NA
2021-01-08,0S,12,28,24,139,3,51,NA
2021-01-08,1H 0M 0S,12,23,21,145,3,47,NA
2021-01-08,2H 0M 0S,4,17,29,152,3,27,NA
2021-01-08,3H 0M 0S,2,13,33,156,3,27,NA
2021-01-08,4H 0M 0S,1,10,28,159,3,NA,NA
2021-01-08,5H 0M 0S,1,8,24,162,3,NA,NA
2021-01-08,6H 0M 0S,1,6,23,164,3,NA,NA
2021-01-08,7H 0M 0S,1,4,20,166,3,NA,NA
2021-01-08,8H 0M 0S,2,3,19,169,3,NA,NA
2021-01-08,9H 0M 0S,4,2,26,172,3,NA,NA
2021-01-08,10H 0M 0S,11,3,29,176,3,NA,NA
2021-01-08,11H 0M 0S,29,6,26,180,3,NA,NA
2021-01-08,12H 0M 0S,47,12,19,181,3,NA,NA
2021-01-08,13H 0M 0S,63,20,17,181,3,NA,NA
2021-01-08,14H 0M 0S,74,29,10,180,3,NA,NA
2021-01-08,15H 0M 0S,70,38,6,177,4,NA,NA
2021-01-08,16H 0M 0S,60,45,7,173,4,NA,NA
2021-01-08,17H 0M 0S,61,52,6,167,4,NA,NA
2021-01-08,18H 0M 0S,52,57,9,160,4,NA,NA
2021-01-08,19H 0M 0S,38,58,19,153,4,NA,NA
2021-01-08,20H 0M 0S,19,55,36,149,4,NA,NA
2021-01-08,21H 0M 0S,35,51,22,147,4,NA,NA
2021-01-08,22H 0M 0S,34,46,18,146,4,NA,NA
2021-01-08,23H 0M 0S,25,41,18,146,4,NA,NA
2021-01-09,0S,14,35,23,147,4,NA,NA
2021-01-09,1H 0M 0S,16,29,18,148,4,NA,NA
2021-01-09,2H 0M 0S,16,25,15,150,4,27,NA
2021-01-09,3H 0M 0S,14,22,18,151,3,27,NA
2021-01-09,4H 0M 0S,16,21,16,151,3,29,NA
2021-01-09,5H 0M 0S,14,19,16,149,3,28,NA
2021-01-09,6H 0M 0S,5,15,21,148,3,37,NA
2021-01-09,7H 0M 0S,2,12,24,148,3,48,NA
2021-01-09,8H 0M 0S,1,11,25,149,3,60,NA
2021-01-09,9H 0M 0S,4,9,28,151,3,66,NA
2021-01-09,10H 0M 0S,12,9,25,154,3,64,NA
2021-01-09,11H 0M 0S,20,9,26,159,3,50,NA
2021-01-09,12H 0M 0S,39,12,11,164,3,39,NA
2021-01-09,13H 0M 0S,45,16,7,166,3,30,NA
2021-01-09,14H 0M 0S,43,21,5,166,3,24,NA
2021-01-09,15H 0M 0S,41,26,4,165,3,21,NA
2021-01-09,16H 0M 0S,41,31,4,162,3,20,NA
2021-01-09,17H 0M 0S,44,36,4,158,3,23,NA
2021-01-09,18H 0M 0S,43,40,6,152,3,24,NA
2021-01-09,19H 0M 0S,39,42,8,146,3,26,NA
2021-01-09,20H 0M 0S,33,41,10,139,3,26,NA
2021-01-09,21H 0M 0S,26,39,10,136,3,33,NA
2021-01-09,22H 0M 0S,29,37,6,135,3,34,NA
2021-01-09,23H 0M 0S,26,35,8,134,3,24,NA
2021-01-10,0S,24,33,7,134,3,16,NA
2021-01-10,1H 0M 0S,25,31,6,134,3,17,NA
2021-01-10,2H 0M 0S,25,28,5,134,3,17,NA
2021-01-10,3H 0M 0S,26,27,4,134,3,12,NA
2021-01-10,4H 0M 0S,24,26,5,133,3,11,NA
2021-01-10,5H 0M 0S,23,25,4,132,3,11,NA
2021-01-10,6H 0M 0S,23,25,5,131,3,10,NA
2021-01-10,7H 0M 0S,21,24,8,130,2,13,NA
2021-01-10,8H 0M 0S,11,22,17,129,2,16,NA
2021-01-10,9H 0M 0S,16,21,14,129,2,11,NA
2021-01-10,10H 0M 0S,29,22,5,130,2,9,NA
2021-01-10,11H 0M 0S,33,23,4,131,2,10,NA
2021-01-10,12H 0M 0S,35,24,3,132,2,7,NA
2021-01-10,13H 0M 0S,38,26,3,132,2,10,NA
2021-01-10,14H 0M 0S,41,28,3,132,2,9,NA
2021-01-10,15H 0M 0S,43,31,3,132,2,10,NA
2021-01-10,16H 0M 0S,43,35,3,132,2,14,NA
2021-01-10,17H 0M 0S,45,38,4,131,2,15,NA
2021-01-10,18H 0M 0S,43,40,4,129,2,17,NA
2021-01-10,19H 0M 0S,36,41,7,128,2,16,NA
2021-01-10,20H 0M 0S,21,39,17,127,2,17,NA
2021-01-10,21H 0M 0S,13,36,23,128,2,21,NA
2021-01-10,22H 0M 0S,11,32,23,130,2,22,NA
2021-01-10,23H 0M 0S,13,28,19,133,1,23,NA
2021-01-11,0S,21,25,10,137,1,22,NA
2021-01-11,1H 0M 0S,22,23,8,140,1,19,NA
2021-01-11,2H 0M 0S,19,20,10,142,1,18,NA
2021-01-11,3H 0M 0S,10,16,13,143,2,17,NA
2021-01-11,4H 0M 0S,1,14,24,145,2,30,NA
2021-01-11,5H 0M 0S,1,12,25,146,2,47,NA
2021-01-11,6H 0M 0S,1,11,26,146,2,57,NA
2021-01-11,7H 0M 0S,1,10,27,146,2,58,NA
2021-01-11,8H 0M 0S,8,8,24,146,2,51,NA
2021-01-11,9H 0M 0S,12,7,20,147,2,36,NA
2021-01-11,10H 0M 0S,17,6,18,149,2,31,NA
2021-01-11,11H 0M 0S,21,8,18,151,2,27,NA
2021-01-11,12H 0M 0S,29,11,12,153,2,30,NA
2021-01-11,13H 0M 0S,32,15,10,154,2,30,NA
2021-01-11,14H 0M 0S,30,19,10,154,2,24,5
2021-01-11,15H 0M 0S,27,22,12,153,2,17,NA
2021-01-11,16H 0M 0S,29,25,11,152,2,15,5
2021-01-11,17H 0M 0S,28,27,11,150,2,16,5
2021-01-11,18H 0M 0S,24,28,15,149,2,18,9
2021-01-11,19H 0M 0S,18,27,19,147,2,18,7
2021-01-11,20H 0M 0S,20,26,14,147,2,19,6
2021-01-11,21H 0M 0S,11,23,20,147,2,23,11
2021-01-11,22H 0M 0S,6,20,23,148,2,21,11
2021-01-11,23H 0M 0S,13,19,15,149,2,15,9
2021-01-12,0S,16,17,13,150,2,11,8
2021-01-12,1H 0M 0S,20,16,10,150,2,10,8
2021-01-12,2H 0M 0S,18,15,11,149,2,6,NA
2021-01-12,3H 0M 0S,17,15,10,147,2,7,NA
2021-01-12,4H 0M 0S,19,15,8,145,2,11,5
2021-01-12,5H 0M 0S,18,16,9,143,2,6,5
2021-01-12,6H 0M 0S,16,17,12,140,2,6,NA
2021-01-12,7H 0M 0S,9,17,17,137,2,7,NA
2021-01-12,8H 0M 0S,1,15,17,137,2,17,5
2021-01-12,9H 0M 0S,4,13,20,138,2,26,8
2021-01-12,10H 0M 0S,12,12,19,142,2,30,12
2021-01-12,11H 0M 0S,21,13,13,146,2,16,12
2021-01-12,12H 0M 0S,27,14,10,149,2,18,8
2021-01-12,13H 0M 0S,35,16,7,151,2,11,5
2021-01-12,14H 0M 0S,36,18,6,153,2,14,5
2021-01-12,15H 0M 0S,36,22,6,153,2,10,2
2021-01-12,16H 0M 0S,38,26,4,152,2,10,NA
2021-01-12,17H 0M 0S,34,30,6,149,2,14,4
2021-01-12,18H 0M 0S,NA,32,NA,146,2,NA,NA
2021-01-12,19H 0M 0S,NA,34,NA,143,2,NA,NA
2021-01-12,20H 0M 0S,NA,NA,NA,NA,2,NA,NA
2021-01-12,21H 0M 0S,NA,NA,NA,NA,2,NA,NA
2021-01-12,22H 0M 0S,NA,NA,NA,NA,2,NA,NA
2021-01-12,23H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-13,0S,NA,NA,NA,NA,NA,NA,NA
2021-01-13,1H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-13,2H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-13,3H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-13,4H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-13,5H 0M 0S,NA,NA,NA,NA,NA,NA,NA
2021-01-13,6H 0M 0S,5,NA,18,NA,NA,NA,NA
2021-01-13,7H 0M 0S,4,NA,18,NA,NA,14,NA
2021-01-13,8H 0M 0S,2,NA,18,NA,NA,26,8
2021-01-13,9H 0M 0S,5,NA,20,NA,NA,36,13
2021-01-13,10H 0M 0S,12,NA,23,NA,NA,39,19
2021-01-13,11H 0M 0S,19,8,29,164,NA,48,26
2021-01-13,12H 0M 0S,36,12,16,166,NA,47,24
2021-01-13,13H 0M 0S,45,16,6,166,NA,33,14
2021-01-13,14H 0M 0S,43,21,5,165,NA,21,8
2021-01-13,15H 0M 0S,41,25,4,164,NA,14,8
2021-01-13,16H 0M 0S,41,30,4,162,NA,15,7
2021-01-13,17H 0M 0S,38,34,4,157,NA,11,4
2021-01-13,18H 0M 0S,40,38,6,151,NA,18,4
2021-01-13,19H 0M 0S,30,39,13,145,NA,14,6
2021-01-13,20H 0M 0S,20,37,23,139,NA,19,6
2021-01-13,21H 0M 0S,6,32,34,137,NA,22,8
2021-01-13,22H 0M 0S,8,28,26,138,NA,39,18
2021-01-13,23H 0M 0S,12,24,21,140,3,41,16
2021-01-14,0S,10,21,23,143,3,39,19
2021-01-14,1H 0M 0S,9,17,23,146,3,42,17
2021-01-14,2H 0M 0S,11,13,17,149,3,39,11
2021-01-14,3H 0M 0S,6,10,17,152,3,34,14
2021-01-14,4H 0M 0S,4,8,18,153,3,28,9
2021-01-14,5H 0M 0S,1,8,20,153,3,25,13
2021-01-14,6H 0M 0S,1,7,19,152,3,30,11
2021-01-14,7H 0M 0S,1,5,20,151,3,38,15
2021-01-14,8H 0M 0S,2,4,19,151,3,46,19
2021-01-14,9H 0M 0S,4,4,24,153,3,51,22
2021-01-14,10H 0M 0S,10,4,32,157,3,57,23
2021-01-14,11H 0M 0S,NA,3,NA,158,3,57,23
2021-01-14,12H 0M 0S,NA,3,NA,160,3,NA,NA
2021-01-14,13H 0M 0S,NA,NA,NA,NA,3,NA,NA
2021-01-14,14H 0M 0S,51,NA,6,NA,3,NA,NA
2021-01-14,15H 0M 0S,51,NA,5,NA,3,22,4
2021-01-14,16H 0M 0S,48,NA,6,NA,3,26,5
2021-01-14,17H 0M 0S,42,NA,6,NA,3,23,8
2021-01-14,18H 0M 0S,39,NA,8,NA,3,20,8
2021-01-14,19H 0M 0S,34,44,13,143,3,21,8
2021-01-14,20H 0M 0S,22,41,21,142,3,23,10
2021-01-14,21H 0M 0S,2,36,38,143,3,32,16
2021-01-14,22H 0M 0S,2,30,41,147,3,45,18
2021-01-14,23H 0M 0S,2,24,37,157,3,84,33
2021-01-15,0S,1,18,34,173,3,94,38
2021-01-15,1H 0M 0S,1,13,29,189,4,87,38
2021-01-15,2H 0M 0S,1,8,27,202,4,84,35
2021-01-15,3H 0M 0S,2,4,28,214,4,77,30
2021-01-15,4H 0M 0S,4,2,23,223,4,71,28
2021-01-15,5H 0M 0S,9,3,18,227,4,60,23
2021-01-15,6H 0M 0S,2,3,24,225,4,54,25
2021-01-15,7H 0M 0S,2,3,24,218,4,52,21
2021-01-15,8H 0M 0S,2,3,25,204,4,55,25
2021-01-15,9H 0M 0S,5,3,28,194,4,61,27
2021-01-15,10H 0M 0S,14,5,33,186,4,67,26
2021-01-15,11H 0M 0S,34,9,27,181,4,72,29
2021-01-15,12H 0M 0S,47,14,20,178,4,58,27
2021-01-15,13H 0M 0S,54,20,8,175,4,50,21
2021-01-15,14H 0M 0S,54,27,7,172,4,54,15
2021-01-15,15H 0M 0S,50,33,6,169,4,44,11
2021-01-15,16H 0M 0S,42,38,8,166,4,31,7
2021-01-15,17H 0M 0S,40,42,6,162,4,25,7
2021-01-15,18H 0M 0S,35,45,11,156,4,27,6
2021-01-15,19H 0M 0S,26,44,18,149,4,27,9
2021-01-15,20H 0M 0S,14,39,28,144,4,27,12
2021-01-15,21H 0M 0S,9,34,32,143,4,30,14
2021-01-15,22H 0M 0S,22,30,22,144,4,45,19
2021-01-15,23H 0M 0S,15,25,26,147,4,52,23
2021-01-16,0S,11,22,27,149,4,55,25
2021-01-16,1H 0M 0S,8,18,32,153,4,50,20
2021-01-16,2H 0M 0S,14,15,23,156,4,50,21
2021-01-16,3H 0M 0S,17,14,17,158,4,47,18
2021-01-16,4H 0M 0S,19,14,14,159,3,42,17
2021-01-16,5H 0M 0S,25,16,11,157,3,38,17
2021-01-16,6H 0M 0S,22,16,17,155,3,28,13
2021-01-16,7H 0M 0S,3,15,25,152,3,42,17
2021-01-16,8H 0M 0S,3,14,25,151,3,53,23
2021-01-16,9H 0M 0S,7,14,26,151,3,55,23
2021-01-16,10H 0M 0S,13,14,29,153,3,58,26
2021-01-16,11H 0M 0S,31,15,22,156,3,51,23
2021-01-16,12H 0M 0S,44,19,7,159,3,35,17
2021-01-16,13H 0M 0S,48,21,6,161,3,28,17
2021-01-16,14H 0M 0S,50,25,5,161,3,24,6
2021-01-16,15H 0M 0S,45,30,4,161,3,23,7
2021-01-16,16H 0M 0S,39,35,4,159,3,22,4
2021-01-16,17H 0M 0S,41,39,4,156,3,18,4
2021-01-16,18H 0M 0S,38,42,6,151,3,23,7
2021-01-16,19H 0M 0S,30,42,12,144,3,21,5
2021-01-16,20H 0M 0S,27,40,14,140,3,22,8
2021-01-16,21H 0M 0S,28,37,12,138,3,27,14
2021-01-16,22H 0M 0S,27,34,13,137,3,33,14
2021-01-16,23H 0M 0S,29,32,9,137,3,36,18
2021-01-17,0S,25,31,8,137,3,29,16
2021-01-17,1H 0M 0S,21,28,11,138,3,26,17
2021-01-17,2H 0M 0S,15,25,12,138,3,25,13
2021-01-17,3H 0M 0S,12,23,14,138,3,26,11
2021-01-17,4H 0M 0S,10,21,13,139,3,26,8
2021-01-17,5H 0M 0S,10,19,12,138,3,25,10
2021-01-17,6H 0M 0S,9,16,12,138,3,27,9
2021-01-17,7H 0M 0S,5,13,16,138,3,22,11
2021-01-17,8H 0M 0S,2,11,16,138,2,30,15
2021-01-17,9H 0M 0S,4,8,16,140,2,30,13
2021-01-17,10H 0M 0S,14,8,12,142,2,20,13
2021-01-17,11H 0M 0S,27,10,13,144,2,17,9
2021-01-17,12H 0M 0S,34,13,14,147,2,27,13
2021-01-17,13H 0M 0S,43,17,8,148,2,22,8
2021-01-17,14H 0M 0S,43,22,6,149,2,15,8
2021-01-17,15H 0M 0S,46,27,5,149,2,12,NA
2021-01-17,16H 0M 0S,44,32,5,148,2,20,NA
2021-01-17,17H 0M 0S,43,37,7,147,2,29,11
2021-01-17,18H 0M 0S,32,39,10,144,3,29,15
2021-01-17,19H 0M 0S,29,39,10,142,3,46,20
2021-01-17,20H 0M 0S,26,38,12,139,3,32,18
2021-01-17,21H 0M 0S,17,35,17,137,3,26,13
2021-01-17,22H 0M 0S,15,32,17,137,3,27,13
2021-01-17,23H 0M 0S,22,29,11,137,3,19,10
2021-01-18,0S,21,26,12,138,3,20,6
2021-01-18,1H 0M 0S,24,23,8,139,3,20,6
2021-01-18,2H 0M 0S,12,21,16,139,3,21,6
2021-01-18,3H 0M 0S,5,18,19,140,3,26,9
2021-01-18,4H 0M 0S,6,15,16,141,3,29,15
2021-01-18,5H 0M 0S,7,14,15,141,3,28,12
2021-01-18,6H 0M 0S,3,13,18,141,3,28,10
2021-01-18,7H 0M 0S,1,10,16,141,3,36,12
2021-01-18,8H 0M 0S,2,8,15,143,3,39,11
2021-01-18,9H 0M 0S,4,5,18,146,3,35,9
2021-01-18,10H 0M 0S,9,5,23,150,3,41,14
2021-01-18,11H 0M 0S,22,7,18,155,3,37,18
2021-01-18,12H 0M 0S,37,11,9,160,3,29,14
2021-01-18,13H 0M 0S,47,16,9,162,3,17,8
2021-01-18,14H 0M 0S,56,22,7,163,3,18,6
2021-01-18,15H 0M 0S,52,29,6,162,3,16,5
2021-01-18,16H 0M 0S,50,35,5,160,3,17,4
