"","Fecha_Hora","O3_Horario","O3_8H","NO2","CO_8H","SO2_24H","PM_10","PM_2.5"
"1",2022-01-01 00:00:00,3,18,31,NA,3,47,66
"2",2022-01-01 01:00:00,5,12,27,NA,3,53,70
"3",2022-01-01 02:00:00,6,8,24,NA,3,58,3
"4",2022-01-01 03:00:00,5,6,27,NA,3,64,8
"5",2022-01-01 04:00:00,5,5,26,NA,3,64,11
"6",2022-01-01 05:00:00,5,5,24,NA,3,NA,13
"7",2022-01-01 06:00:00,5,5,23,NA,3,NA,13
"8",2022-01-01 07:00:00,5,5,21,NA,3,NA,14
"9",2022-01-01 08:00:00,6,5,19,NA,3,68,13
"10",2022-01-01 09:00:00,14,6,14,NA,3,61,9
"11",2022-01-01 10:00:00,32,10,11,NA,3,51,5
"12",2022-01-01 11:00:00,49,15,7,NA,3,16,72
"13",2022-01-01 12:00:00,64,23,4,NA,3,133,64
"14",2022-01-01 13:00:00,73,31,3,NA,3,102,45
"15",2022-01-01 14:00:00,73,40,5,NA,3,87,45
"16",2022-01-01 15:00:00,55,46,3,NA,3,89,27
"17",2022-01-01 16:00:00,58,52,3,NA,3,89,18
"18",2022-01-01 17:00:00,57,58,2,NA,3,86,18
"19",2022-01-01 18:00:00,45,59,6,NA,3,88,23
"20",2022-01-01 19:00:00,26,56,19,NA,3,100,23
"21",2022-01-01 20:00:00,28,52,19,NA,3,97,12
"22",2022-01-01 21:00:00,5,43,34,NA,3,124,20
"23",2022-01-01 22:00:00,3,35,32,NA,3,141,38
"24",2022-01-01 23:00:00,7,29,26,NA,3,143,58
"25",2022-01-02 00:00:00,4,22,25,NA,3,21,62
"26",2022-01-02 01:00:00,4,15,24,NA,3,29,58
"27",2022-01-02 02:00:00,4,10,23,NA,3,26,60
"28",2022-01-02 03:00:00,7,8,19,NA,3,9,60
"29",2022-01-02 04:00:00,9,5,15,NA,3,150,53
"30",2022-01-02 05:00:00,8,6,15,NA,3,130,43
"31",2022-01-02 06:00:00,8,6,13,NA,3,124,36
"32",2022-01-02 07:00:00,6,6,15,NA,3,113,34
"33",2022-01-02 08:00:00,7,7,14,NA,3,111,32
"34",2022-01-02 09:00:00,14,8,11,NA,3,99,31
"35",2022-01-02 10:00:00,23,10,10,NA,3,89,24
"36",2022-01-02 11:00:00,36,14,7,NA,3,80,18
"37",2022-01-02 12:00:00,42,18,3,NA,3,92,15
"38",2022-01-02 13:00:00,51,23,4,NA,2,110,12
"39",2022-01-02 14:00:00,66,31,7,NA,2,105,15
"40",2022-01-02 15:00:00,56,37,5,NA,2,95,18
"41",2022-01-02 16:00:00,38,41,7,NA,2,134,21
"42",2022-01-02 17:00:00,34,43,8,NA,2,24,21
"43",2022-01-02 18:00:00,30,44,10,NA,2,25,22
"44",2022-01-02 19:00:00,25,43,11,NA,2,3,37
"45",2022-01-02 20:00:00,20,40,10,NA,2,128,32
"46",2022-01-02 21:00:00,20,36,9,NA,2,110,34
"47",2022-01-02 22:00:00,21,31,9,NA,2,89,22
"48",2022-01-02 23:00:00,25,27,7,NA,2,86,18
"49",2022-01-03 00:00:00,27,25,5,NA,2,70,18
"50",2022-01-03 01:00:00,26,24,4,NA,2,67,2
"51",2022-01-03 02:00:00,26,24,4,NA,2,65,71
"52",2022-01-03 03:00:00,26,24,3,NA,2,65,12
"53",2022-01-03 04:00:00,24,24,4,NA,10,50,12
"54",2022-01-03 05:00:00,22,25,5,NA,10,46,NA
"55",2022-01-03 06:00:00,17,24,7,NA,10,23,NA
"56",2022-01-03 07:00:00,6,22,13,NA,10,59,NA
"57",2022-01-03 08:00:00,4,19,15,NA,2,59,NA
"58",2022-01-03 09:00:00,14,17,13,NA,2,78,15
"59",2022-01-03 10:00:00,29,18,8,NA,2,73,NA
"60",2022-01-03 11:00:00,35,19,7,NA,2,66,52
"61",2022-01-03 12:00:00,41,21,8,NA,1,72,30
"62",2022-01-03 13:00:00,51,25,8,NA,1,77,63
"63",2022-01-03 14:00:00,NA,26,NA,NA,1,77,63
"64",2022-01-03 15:00:00,42,31,5,NA,1,71,16
"65",2022-01-03 16:00:00,41,36,4,NA,1,65,15
"66",2022-01-03 17:00:00,31,39,8,NA,1,65,17
"67",2022-01-03 18:00:00,25,38,12,NA,1,77,23
"68",2022-01-03 19:00:00,19,36,16,NA,1,105,40
"69",2022-01-03 20:00:00,19,33,15,NA,1,116,36
"70",2022-01-03 21:00:00,19,28,13,NA,1,115,27
"71",2022-01-03 22:00:00,13,26,15,NA,1,115,31
"72",2022-01-03 23:00:00,11,22,15,NA,1,97,32
"73",2022-01-04 00:00:00,5,18,18,NA,1,99,21
"74",2022-01-04 01:00:00,4,14,17,NA,1,101,16
"75",2022-01-04 02:00:00,3,12,17,NA,10,98,18
"76",2022-01-04 03:00:00,5,10,14,NA,10,90,15
"77",2022-01-04 04:00:00,6,8,12,NA,10,87,12
"78",2022-01-04 05:00:00,5,7,11,NA,10,86,10
"79",2022-01-04 06:00:00,4,5,12,NA,10,93,12
"80",2022-01-04 07:00:00,3,4,16,NA,1,109,21
"81",2022-01-04 08:00:00,4,4,17,NA,1,121,29
"82",2022-01-04 09:00:00,9,5,19,NA,1,128,36
"83",2022-01-04 10:00:00,22,7,21,NA,1,141,28
"84",2022-01-04 11:00:00,37,11,22,NA,1,128,24
"85",2022-01-04 12:00:00,54,17,18,NA,1,110,21
"86",2022-01-04 13:00:00,52,23,10,NA,1,108,24
"87",2022-01-04 14:00:00,64,31,8,NA,1,87,16
"88",2022-01-04 15:00:00,69,39,7,NA,1,92,21
"89",2022-01-04 16:00:00,64,46,6,NA,2,94,4
"90",2022-01-04 17:00:00,61,53,7,NA,2,83,71
"91",2022-01-04 18:00:00,55,57,10,NA,2,97,7
"92",2022-01-04 19:00:00,53,59,12,NA,2,113,7
"93",2022-01-04 20:00:00,34,57,25,NA,2,119,NA
"94",2022-01-04 21:00:00,6,51,43,NA,2,9,NA
"95",2022-01-04 22:00:00,3,43,41,NA,2,25,40
"96",2022-01-04 23:00:00,3,35,37,NA,2,37,55
"97",2022-01-05 00:00:00,3,27,34,NA,2,55,69
"98",2022-01-05 01:00:00,8,21,28,NA,2,52,65
"99",2022-01-05 02:00:00,5,14,28,NA,2,45,67
"100",2022-01-05 03:00:00,3,8,28,NA,2,41,69
"101",2022-01-05 04:00:00,3,4,27,NA,2,24,64
"102",2022-01-05 05:00:00,4,4,26,NA,2,2,45
"103",2022-01-05 06:00:00,5,4,25,NA,2,150,46
"104",2022-01-05 07:00:00,3,4,25,NA,2,146,47
"105",2022-01-05 08:00:00,5,5,24,NA,2,7,53
"106",2022-01-05 09:00:00,8,5,25,NA,2,18,50
"107",2022-01-05 10:00:00,16,6,27,NA,2,15,44
"108",2022-01-05 11:00:00,32,10,27,NA,2,146,36
"109",2022-01-05 12:00:00,62,17,14,NA,2,124,22
"110",2022-01-05 13:00:00,71,25,9,NA,2,111,18
"111",2022-01-05 14:00:00,72,34,5,NA,2,111,7
"112",2022-01-05 15:00:00,77,43,5,NA,2,97,18
"113",2022-01-05 16:00:00,79,52,6,NA,2,101,12
"114",2022-01-05 17:00:00,70,60,11,NA,2,108,15
"115",2022-01-05 18:00:00,52,64,19,NA,2,116,18
"116",2022-01-05 19:00:00,38,65,27,NA,2,122,23
"117",2022-01-05 20:00:00,NA,66,NA,NA,2,122,23
"118",2022-01-05 21:00:00,15,58,40,NA,2,19,33
"119",2022-01-05 22:00:00,6,48,43,NA,2,39,46
"120",2022-01-05 23:00:00,3,38,43,NA,2,48,46
"121",2022-01-06 00:00:00,NA,31,NA,NA,2,48,46
"122",2022-01-06 01:00:00,NA,NA,NA,NA,2,NA,NA
"123",2022-01-06 02:00:00,6,NA,32,NA,2,NA,NA
"124",2022-01-06 03:00:00,NA,NA,NA,NA,2,NA,NA
"125",2022-01-06 04:00:00,4,NA,33,NA,2,44,65
"126",2022-01-06 05:00:00,NA,NA,NA,NA,2,NA,NA
"127",2022-01-06 06:00:00,NA,NA,NA,NA,3,NA,NA
"128",2022-01-06 07:00:00,3,NA,27,NA,3,NA,NA
"129",2022-01-06 08:00:00,6,NA,26,NA,3,13,55
"130",2022-01-06 09:00:00,11,NA,25,NA,3,8,26
"131",2022-01-06 10:00:00,17,NA,28,NA,3,18,29
"132",2022-01-06 11:00:00,35,13,27,NA,3,145,27
"133",2022-01-06 12:00:00,66,23,16,NA,3,128,22
"134",2022-01-06 13:00:00,76,31,7,NA,3,119,22
"135",2022-01-06 14:00:00,66,35,7,NA,3,115,21
"136",2022-01-06 15:00:00,70,43,5,NA,3,111,15
"137",2022-01-06 16:00:00,73,52,5,NA,3,108,12
"138",2022-01-06 17:00:00,70,59,7,NA,3,105,16
"139",2022-01-06 18:00:00,67,65,7,NA,3,113,16
"140",2022-01-06 19:00:00,43,66,21,NA,3,122,23
"141",2022-01-06 20:00:00,NA,66,NA,NA,3,122,23
"142",2022-01-06 21:00:00,NA,65,NA,NA,NA,NA,NA
"143",2022-01-06 22:00:00,NA,NA,NA,NA,NA,NA,NA
"144",2022-01-06 23:00:00,NA,NA,NA,NA,NA,NA,NA
"145",2022-01-07 00:00:00,NA,NA,NA,NA,NA,NA,NA
"146",2022-01-07 01:00:00,NA,NA,NA,NA,NA,NA,NA
"147",2022-01-07 02:00:00,NA,NA,NA,NA,NA,NA,NA
"148",2022-01-07 03:00:00,NA,NA,NA,NA,NA,NA,NA
"149",2022-01-07 04:00:00,NA,NA,NA,NA,NA,NA,NA
"150",2022-01-07 05:00:00,NA,NA,NA,NA,NA,NA,NA
"151",2022-01-07 06:00:00,NA,NA,NA,NA,NA,NA,NA
"152",2022-01-07 07:00:00,4,NA,18,NA,NA,NA,NA
"153",2022-01-07 08:00:00,3,NA,18,NA,NA,93,21
"154",2022-01-07 09:00:00,6,NA,17,NA,NA,99,25
"155",2022-01-07 10:00:00,11,NA,22,NA,NA,101,21
"156",2022-01-07 11:00:00,23,NA,27,NA,NA,101,23
"157",2022-01-07 12:00:00,44,15,15,NA,NA,94,22
"158",2022-01-07 13:00:00,54,21,9,NA,NA,84,10
"159",2022-01-07 14:00:00,52,25,7,NA,NA,75,71
"160",2022-01-07 15:00:00,55,31,8,NA,NA,76,10
"161",2022-01-07 16:00:00,52,37,8,NA,NA,76,10
"162",2022-01-07 17:00:00,48,42,11,NA,NA,80,18
"163",2022-01-07 18:00:00,50,47,12,NA,NA,92,15
"164",2022-01-07 19:00:00,29,48,18,NA,NA,106,24
"165",2022-01-07 20:00:00,NA,49,NA,NA,NA,106,24
"166",2022-01-07 21:00:00,NA,48,NA,NA,NA,NA,NA
"167",2022-01-07 22:00:00,NA,NA,NA,NA,NA,NA,NA
"168",2022-01-07 23:00:00,NA,NA,NA,NA,NA,NA,NA
"169",2022-01-08 00:00:00,NA,NA,NA,NA,NA,NA,NA
"170",2022-01-08 01:00:00,NA,NA,NA,NA,NA,NA,NA
"171",2022-01-08 02:00:00,NA,NA,NA,NA,NA,NA,NA
"172",2022-01-08 03:00:00,NA,NA,NA,NA,NA,NA,NA
"173",2022-01-08 04:00:00,NA,NA,NA,NA,NA,NA,NA
"174",2022-01-08 05:00:00,NA,NA,NA,NA,NA,NA,NA
"175",2022-01-08 06:00:00,NA,NA,NA,NA,NA,NA,NA
"176",2022-01-08 07:00:00,3,NA,19,NA,NA,NA,NA
"177",2022-01-08 08:00:00,3,NA,16,NA,NA,128,50
"178",2022-01-08 09:00:00,7,NA,17,NA,NA,4,54
"179",2022-01-08 10:00:00,14,NA,17,NA,NA,126,49
"180",2022-01-08 11:00:00,24,NA,18,NA,NA,112,31
"181",2022-01-08 12:00:00,43,16,10,NA,NA,102,26
"182",2022-01-08 13:00:00,58,22,8,NA,NA,87,24
"183",2022-01-08 14:00:00,62,27,5,NA,NA,76,24
"184",2022-01-08 15:00:00,56,33,5,NA,NA,91,21
"185",2022-01-08 16:00:00,54,40,8,NA,NA,103,20
"186",2022-01-08 17:00:00,50,45,9,NA,NA,101,12
"187",2022-01-08 18:00:00,52,50,6,NA,NA,105,18
"188",2022-01-08 19:00:00,38,52,14,NA,NA,112,23
"189",2022-01-08 20:00:00,NA,53,NA,NA,NA,112,23
"190",2022-01-08 21:00:00,NA,52,NA,NA,NA,NA,NA
"191",2022-01-08 22:00:00,NA,NA,NA,NA,NA,NA,NA
"192",2022-01-08 23:00:00,NA,NA,NA,NA,NA,NA,NA
"193",2022-01-09 00:00:00,NA,NA,NA,NA,NA,NA,NA
"194",2022-01-09 01:00:00,NA,NA,NA,NA,NA,NA,NA
"195",2022-01-09 02:00:00,NA,NA,NA,NA,NA,NA,NA
"196",2022-01-09 03:00:00,NA,NA,NA,NA,NA,NA,NA
"197",2022-01-09 04:00:00,NA,NA,NA,NA,NA,NA,NA
"198",2022-01-09 05:00:00,NA,NA,NA,NA,NA,NA,NA
"199",2022-01-09 06:00:00,NA,NA,NA,NA,NA,NA,NA
"200",2022-01-09 07:00:00,4,NA,19,NA,NA,NA,NA
