"","year","Mes","day","Hora","O3_Horario","O3_8H","NO2","CO_8H","SO2_24H","PM_10","PM_2.5"
"1",2021,1,1,"00:00",NA,NA,NA,NA,NA,NA,NA
"2",2021,1,1,"01:00",NA,NA,NA,NA,NA,NA,NA
"3",2021,1,1,"02:00",NA,NA,NA,NA,NA,NA,NA
"4",2021,1,1,"03:00",NA,NA,NA,NA,NA,NA,NA
"5",2021,1,1,"04:00",NA,NA,NA,NA,NA,NA,NA
"6",2021,1,1,"05:00",NA,NA,NA,NA,NA,NA,NA
"7",2021,1,1,"06:00",NA,NA,NA,NA,NA,NA,NA
"8",2021,1,1,"07:00",NA,NA,NA,NA,NA,NA,NA
"9",2021,1,1,"08:00",NA,NA,NA,NA,NA,NA,NA
"10",2021,1,1,"09:00",NA,NA,NA,NA,NA,NA,NA
"11",2021,1,1,"10:00",NA,NA,NA,NA,NA,NA,NA
"12",2021,1,1,"11:00",NA,NA,NA,NA,NA,NA,NA
"13",2021,1,1,"12:00",NA,NA,NA,NA,NA,NA,NA
"14",2021,1,1,"13:00",NA,NA,NA,NA,NA,NA,NA
"15",2021,1,1,"14:00",NA,NA,NA,NA,NA,NA,NA
"16",2021,1,1,"15:00",NA,NA,NA,NA,NA,NA,NA
"17",2021,1,1,"16:00",NA,NA,NA,NA,NA,NA,NA
"18",2021,1,1,"17:00",NA,NA,NA,NA,NA,NA,NA
"19",2021,1,1,"18:00",NA,NA,NA,NA,NA,NA,NA
"20",2021,1,1,"19:00",NA,NA,NA,NA,NA,NA,NA
"21",2021,1,1,"20:00",NA,NA,NA,NA,NA,NA,NA
"22",2021,1,1,"21:00",NA,NA,NA,NA,NA,NA,NA
"23",2021,1,1,"22:00",NA,NA,NA,NA,NA,NA,NA
"24",2021,1,1,"23:00",NA,NA,NA,NA,NA,NA,NA
"25",2021,1,2,"00:00",NA,NA,NA,NA,NA,NA,NA
"26",2021,1,2,"01:00",NA,NA,NA,NA,NA,NA,NA
"27",2021,1,2,"02:00",NA,NA,NA,NA,NA,NA,NA
"28",2021,1,2,"03:00",NA,NA,NA,NA,NA,NA,NA
"29",2021,1,2,"04:00",NA,NA,NA,NA,NA,NA,NA
"30",2021,1,2,"05:00",NA,NA,NA,NA,NA,NA,NA
"31",2021,1,2,"06:00",NA,NA,NA,NA,NA,NA,NA
"32",2021,1,2,"07:00",NA,NA,NA,NA,NA,NA,NA
"33",2021,1,2,"08:00",NA,NA,NA,NA,NA,NA,NA
"34",2021,1,2,"09:00",NA,NA,NA,NA,NA,NA,NA
"35",2021,1,2,"10:00",NA,NA,NA,NA,NA,NA,NA
"36",2021,1,2,"11:00",NA,NA,NA,NA,NA,NA,NA
"37",2021,1,2,"12:00",NA,NA,NA,NA,NA,NA,NA
"38",2021,1,2,"13:00",NA,NA,NA,NA,NA,NA,NA
"39",2021,1,2,"14:00",NA,NA,NA,NA,NA,NA,NA
"40",2021,1,2,"15:00",NA,NA,NA,NA,NA,NA,NA
"41",2021,1,2,"16:00",NA,NA,NA,NA,NA,NA,NA
"42",2021,1,2,"17:00",NA,NA,NA,NA,NA,NA,NA
"43",2021,1,2,"18:00",NA,NA,NA,NA,NA,NA,NA
"44",2021,1,2,"19:00",NA,NA,NA,NA,NA,NA,NA
"45",2021,1,2,"20:00",NA,NA,NA,NA,NA,NA,NA
"46",2021,1,2,"21:00",NA,NA,NA,NA,NA,NA,NA
"47",2021,1,2,"22:00",NA,NA,NA,NA,NA,NA,NA
"48",2021,1,2,"23:00",NA,NA,NA,NA,NA,NA,NA
"49",2021,1,3,"00:00",NA,NA,NA,NA,NA,NA,NA
"50",2021,1,3,"01:00",NA,NA,NA,NA,NA,NA,NA
"51",2021,1,3,"02:00",NA,NA,NA,NA,NA,NA,NA
"52",2021,1,3,"03:00",NA,NA,NA,NA,NA,NA,NA
"53",2021,1,3,"04:00",NA,NA,NA,NA,NA,NA,NA
"54",2021,1,3,"05:00",NA,NA,NA,NA,NA,NA,NA
"55",2021,1,3,"06:00",NA,NA,NA,NA,NA,NA,NA
"56",2021,1,3,"07:00",NA,NA,NA,NA,NA,NA,NA
"57",2021,1,3,"08:00",NA,NA,NA,NA,NA,NA,NA
"58",2021,1,3,"09:00",NA,NA,NA,NA,NA,NA,NA
"59",2021,1,3,"10:00",NA,NA,NA,NA,NA,NA,NA
"60",2021,1,3,"11:00",NA,NA,NA,NA,NA,NA,NA
"61",2021,1,3,"12:00",NA,NA,NA,NA,NA,NA,NA
"62",2021,1,3,"13:00",NA,NA,NA,NA,NA,NA,NA
"63",2021,1,3,"14:00",NA,NA,NA,NA,NA,NA,NA
"64",2021,1,3,"15:00",NA,NA,NA,NA,NA,NA,NA
"65",2021,1,3,"16:00",NA,NA,NA,NA,NA,NA,NA
"66",2021,1,3,"17:00",NA,NA,NA,NA,NA,NA,NA
"67",2021,1,3,"18:00",NA,NA,NA,NA,NA,NA,NA
"68",2021,1,3,"19:00",NA,NA,NA,NA,NA,NA,NA
"69",2021,1,3,"20:00",NA,NA,NA,NA,NA,NA,NA
"70",2021,1,3,"21:00",NA,NA,NA,NA,NA,NA,NA
"71",2021,1,3,"22:00",NA,NA,NA,NA,NA,NA,NA
"72",2021,1,3,"23:00",NA,NA,NA,NA,NA,NA,NA
"73",2021,1,4,"00:00",NA,NA,NA,NA,NA,NA,NA
"74",2021,1,4,"01:00",NA,NA,NA,NA,NA,NA,NA
"75",2021,1,4,"02:00",NA,NA,NA,NA,NA,NA,NA
"76",2021,1,4,"03:00",NA,NA,NA,NA,NA,NA,NA
"77",2021,1,4,"04:00",NA,NA,NA,NA,NA,NA,NA
"78",2021,1,4,"05:00",NA,NA,NA,NA,NA,NA,NA
"79",2021,1,4,"06:00",NA,NA,NA,NA,NA,NA,NA
"80",2021,1,4,"07:00",NA,NA,NA,NA,NA,NA,NA
"81",2021,1,4,"08:00",NA,NA,NA,NA,NA,NA,NA
"82",2021,1,4,"09:00",NA,NA,NA,NA,NA,NA,NA
"83",2021,1,4,"10:00",NA,NA,NA,NA,NA,NA,NA
"84",2021,1,4,"11:00",NA,NA,NA,NA,NA,NA,NA
"85",2021,1,4,"12:00",NA,NA,NA,NA,NA,NA,NA
"86",2021,1,4,"13:00",NA,NA,NA,NA,NA,NA,NA
"87",2021,1,4,"14:00",NA,NA,NA,NA,NA,NA,NA
"88",2021,1,4,"15:00",NA,NA,NA,NA,NA,NA,NA
"89",2021,1,4,"16:00",NA,NA,NA,NA,NA,NA,NA
"90",2021,1,4,"17:00",NA,NA,NA,NA,NA,NA,NA
"91",2021,1,4,"18:00",NA,NA,NA,NA,NA,NA,NA
"92",2021,1,4,"19:00",NA,NA,NA,NA,NA,NA,NA
"93",2021,1,4,"20:00",NA,NA,NA,NA,NA,NA,NA
"94",2021,1,4,"21:00",NA,NA,NA,NA,NA,NA,NA
"95",2021,1,4,"22:00",NA,NA,NA,NA,NA,NA,NA
"96",2021,1,4,"23:00",NA,NA,NA,NA,NA,NA,NA
"97",2021,1,5,"00:00",NA,NA,NA,NA,NA,NA,NA
"98",2021,1,5,"01:00",NA,NA,NA,NA,NA,NA,NA
"99",2021,1,5,"02:00",NA,NA,NA,NA,NA,NA,NA
"100",2021,1,5,"03:00",NA,NA,NA,NA,NA,NA,NA
"101",2021,1,5,"04:00",NA,NA,NA,NA,NA,NA,NA
"102",2021,1,5,"05:00",NA,NA,NA,NA,NA,NA,NA
"103",2021,1,5,"06:00",NA,NA,NA,NA,NA,NA,NA
"104",2021,1,5,"07:00",NA,NA,NA,NA,NA,NA,NA
"105",2021,1,5,"08:00",NA,NA,NA,NA,NA,NA,NA
"106",2021,1,5,"09:00",NA,NA,NA,NA,NA,NA,NA
"107",2021,1,5,"10:00",NA,NA,NA,NA,NA,NA,NA
"108",2021,1,5,"11:00",NA,NA,NA,NA,NA,NA,NA
"109",2021,1,5,"12:00",NA,NA,NA,NA,NA,NA,NA
"110",2021,1,5,"13:00",NA,NA,NA,NA,NA,NA,NA
"111",2021,1,5,"14:00",NA,NA,NA,NA,NA,NA,NA
"112",2021,1,5,"15:00",NA,NA,NA,NA,NA,NA,NA
"113",2021,1,5,"16:00",NA,NA,NA,NA,NA,NA,NA
"114",2021,1,5,"17:00",0.048,NA,0.006,NA,NA,NA,NA
"115",2021,1,5,"18:00",0.047,NA,0.008,NA,NA,NA,NA
"116",2021,1,5,"19:00",0.028,NA,0.022,NA,NA,NA,NA
"117",2021,1,5,"20:00",0.022,NA,0.02,NA,NA,NA,NA
"118",2021,1,5,"21:00",0.018,NA,0.023,NA,NA,NA,NA
"119",2021,1,5,"22:00",0.018,0.03,0.02,1.44,NA,NA,NA
"120",2021,1,5,"23:00",0.018,0.028,0.017,1.46,NA,NA,NA
"121",2021,1,6,"00:00",0.022,0.028,0.013,1.46,NA,NA,NA
"122",2021,1,6,"01:00",0.016,0.024,0.018,1.48,NA,NA,NA
"123",2021,1,6,"02:00",NA,0.02,NA,1.5,NA,NA,NA
"124",2021,1,6,"03:00",NA,0.019,NA,1.52,NA,NA,NA
"125",2021,1,6,"04:00",NA,NA,NA,NA,NA,NA,NA
"126",2021,1,6,"05:00",NA,NA,NA,NA,NA,NA,NA
"127",2021,1,6,"06:00",NA,NA,NA,NA,NA,NA,NA
"128",2021,1,6,"07:00",NA,NA,NA,NA,NA,NA,NA
"129",2021,1,6,"08:00",NA,NA,NA,NA,NA,NA,NA
"130",2021,1,6,"09:00",NA,NA,NA,NA,NA,NA,NA
"131",2021,1,6,"10:00",0.013,NA,0.024,NA,NA,NA,NA
"132",2021,1,6,"11:00",0.027,NA,0.018,NA,NA,NA,NA
"133",2021,1,6,"12:00",NA,NA,NA,NA,NA,NA,NA
"134",2021,1,6,"13:00",0.05,NA,0.007,NA,NA,NA,NA
"135",2021,1,6,"14:00",0.052,NA,0.004,NA,NA,NA,NA
"136",2021,1,6,"15:00",0.051,NA,0.004,NA,NA,NA,NA
"137",2021,1,6,"16:00",NA,NA,NA,NA,NA,NA,NA
"138",2021,1,6,"17:00",0.046,0.04,0.005,1.54,NA,NA,NA
"139",2021,1,6,"18:00",0.042,0.045,0.006,1.46,NA,35,NA
"140",2021,1,6,"19:00",0.033,0.046,0.012,1.38,NA,31,NA
"141",2021,1,6,"20:00",0.02,0.042,0.025,1.37,NA,30,NA
"142",2021,1,6,"21:00",0.009,0.036,0.035,1.36,NA,36,NA
"143",2021,1,6,"22:00",0.014,0.031,0.03,1.39,NA,46,NA
"144",2021,1,6,"23:00",0.013,0.025,0.029,1.43,NA,47,NA
"145",2021,1,7,"00:00",0.007,0.023,0.029,1.46,NA,55,NA
"146",2021,1,7,"01:00",0.007,0.018,0.028,1.51,NA,71,NA
"147",2021,1,7,"02:00",0.007,0.014,0.029,1.55,NA,67,NA
"148",2021,1,7,"03:00",0.014,0.011,0.02,1.59,NA,57,NA
"149",2021,1,7,"04:00",0.021,0.012,0.015,1.62,NA,60,NA
"150",2021,1,7,"05:00",0.016,0.012,0.018,1.62,NA,56,NA
"151",2021,1,7,"06:00",0.012,0.012,0.024,1.6,NA,54,NA
"152",2021,1,7,"07:00",0.005,0.011,0.023,1.57,0.003,46,NA
"153",2021,1,7,"08:00",0.004,0.011,0.027,1.55,0.003,47,NA
"154",2021,1,7,"09:00",0.009,0.011,0.032,1.53,0.003,47,NA
"155",2021,1,7,"10:00",0.016,0.012,0.027,1.53,0.003,47,NA
"156",2021,1,7,"11:00",0.027,0.014,0.024,1.53,0.003,45,NA
"157",2021,1,7,"12:00",0.044,0.017,0.019,1.54,0.003,36,NA
"158",2021,1,7,"13:00",0.055,0.022,0.009,1.55,0.003,39,NA
"159",2021,1,7,"14:00",0.051,0.026,0.006,1.55,0.003,39,NA
"160",2021,1,7,"15:00",0.052,0.032,0.006,1.54,0.003,31,NA
"161",2021,1,7,"16:00",0.054,0.039,0.006,1.52,0.003,24,NA
"162",2021,1,7,"17:00",0.054,0.044,0.006,1.47,0.003,26,NA
"163",2021,1,7,"18:00",0.049,0.048,0.01,1.4,0.003,28,NA
"164",2021,1,7,"19:00",0.038,0.05,0.017,1.35,0.003,33,NA
"165",2021,1,7,"20:00",0.023,0.047,0.028,1.33,0.003,42,NA
"166",2021,1,7,"21:00",0.016,0.042,0.029,1.33,0.003,56,NA
"167",2021,1,7,"22:00",0.017,0.038,0.023,1.34,0.003,63,NA
"168",2021,1,7,"23:00",0.014,0.033,0.023,1.36,0.003,56,NA
"169",2021,1,8,"00:00",0.012,0.028,0.024,1.39,0.003,51,NA
"170",2021,1,8,"01:00",0.012,0.023,0.021,1.45,0.003,47,NA
"171",2021,1,8,"02:00",0.004,0.017,0.029,1.52,0.003,27,NA
"172",2021,1,8,"03:00",0.002,0.013,0.033,1.56,0.003,27,NA
"173",2021,1,8,"04:00",0.001,0.01,0.028,1.59,0.003,NA,NA
"174",2021,1,8,"05:00",0.001,0.008,0.024,1.62,0.003,NA,NA
"175",2021,1,8,"06:00",0.001,0.006,0.023,1.64,0.003,NA,NA
"176",2021,1,8,"07:00",0.001,0.004,0.02,1.66,0.003,NA,NA
"177",2021,1,8,"08:00",0.002,0.003,0.019,1.69,0.003,NA,NA
"178",2021,1,8,"09:00",0.004,0.002,0.026,1.72,0.003,NA,NA
"179",2021,1,8,"10:00",0.011,0.003,0.029,1.76,0.003,NA,NA
"180",2021,1,8,"11:00",0.029,0.006,0.026,1.8,0.003,NA,NA
"181",2021,1,8,"12:00",0.047,0.012,0.019,1.81,0.003,NA,NA
"182",2021,1,8,"13:00",0.063,0.02,0.017,1.81,0.003,NA,NA
"183",2021,1,8,"14:00",0.074,0.029,0.01,1.8,0.003,NA,NA
"184",2021,1,8,"15:00",0.07,0.038,0.006,1.77,0.004,NA,NA
"185",2021,1,8,"16:00",0.06,0.045,0.007,1.73,0.004,NA,NA
"186",2021,1,8,"17:00",0.061,0.052,0.006,1.67,0.004,NA,NA
"187",2021,1,8,"18:00",0.052,0.057,0.009,1.6,0.004,NA,NA
"188",2021,1,8,"19:00",0.038,0.058,0.019,1.53,0.004,NA,NA
"189",2021,1,8,"20:00",0.019,0.055,0.036,1.49,0.004,NA,NA
"190",2021,1,8,"21:00",0.035,0.051,0.022,1.47,0.004,NA,NA
"191",2021,1,8,"22:00",0.034,0.046,0.018,1.46,0.004,NA,NA
"192",2021,1,8,"23:00",0.025,0.041,0.018,1.46,0.004,NA,NA
"193",2021,1,9,"00:00",0.014,0.035,0.023,1.47,0.004,NA,NA
"194",2021,1,9,"01:00",0.016,0.029,0.018,1.48,0.004,NA,NA
"195",2021,1,9,"02:00",0.016,0.025,0.015,1.5,0.004,27,NA
"196",2021,1,9,"03:00",0.014,0.022,0.018,1.51,0.003,27,NA
"197",2021,1,9,"04:00",0.016,0.021,0.016,1.51,0.003,29,NA
"198",2021,1,9,"05:00",0.014,0.019,0.016,1.49,0.003,28,NA
"199",2021,1,9,"06:00",0.005,0.015,0.021,1.48,0.003,37,NA
"200",2021,1,9,"07:00",0.002,0.012,0.024,1.48,0.003,48,NA
"201",2021,1,9,"08:00",0.001,0.011,0.025,1.49,0.003,60,NA
"202",2021,1,9,"09:00",0.004,0.009,0.028,1.51,0.003,66,NA
"203",2021,1,9,"10:00",0.012,0.009,0.025,1.54,0.003,64,NA
"204",2021,1,9,"11:00",0.02,0.009,0.026,1.59,0.003,50,NA
"205",2021,1,9,"12:00",0.039,0.012,0.011,1.64,0.003,39,NA
"206",2021,1,9,"13:00",0.045,0.016,0.007,1.66,0.003,30,NA
"207",2021,1,9,"14:00",0.043,0.021,0.005,1.66,0.003,24,NA
"208",2021,1,9,"15:00",0.041,0.026,0.004,1.65,0.003,21,NA
"209",2021,1,9,"16:00",0.041,0.031,0.004,1.62,0.003,20,NA
"210",2021,1,9,"17:00",0.044,0.036,0.004,1.58,0.003,23,NA
"211",2021,1,9,"18:00",0.043,0.04,0.006,1.52,0.003,24,NA
"212",2021,1,9,"19:00",0.039,0.042,0.008,1.46,0.003,26,NA
"213",2021,1,9,"20:00",0.033,0.041,0.01,1.39,0.003,26,NA
"214",2021,1,9,"21:00",0.026,0.039,0.01,1.36,0.003,33,NA
"215",2021,1,9,"22:00",0.029,0.037,0.006,1.35,0.003,34,NA
"216",2021,1,9,"23:00",0.026,0.035,0.008,1.34,0.003,24,NA
"217",2021,1,10,"00:00",0.024,0.033,0.007,1.34,0.003,16,NA
"218",2021,1,10,"01:00",0.025,0.031,0.006,1.34,0.003,17,NA
"219",2021,1,10,"02:00",0.025,0.028,0.005,1.34,0.003,17,NA
"220",2021,1,10,"03:00",0.026,0.027,0.004,1.34,0.003,12,NA
"221",2021,1,10,"04:00",0.024,0.026,0.005,1.33,0.003,11,NA
"222",2021,1,10,"05:00",0.023,0.025,0.004,1.32,0.003,11,NA
"223",2021,1,10,"06:00",0.023,0.025,0.005,1.31,0.003,10,NA
"224",2021,1,10,"07:00",0.021,0.024,0.008,1.3,0.002,13,NA
"225",2021,1,10,"08:00",0.011,0.022,0.017,1.29,0.002,16,NA
"226",2021,1,10,"09:00",0.016,0.021,0.014,1.29,0.002,11,NA
"227",2021,1,10,"10:00",0.029,0.022,0.005,1.3,0.002,9,NA
"228",2021,1,10,"11:00",0.033,0.023,0.004,1.31,0.002,10,NA
"229",2021,1,10,"12:00",0.035,0.024,0.003,1.32,0.002,7,NA
"230",2021,1,10,"13:00",0.038,0.026,0.003,1.32,0.002,10,NA
"231",2021,1,10,"14:00",0.041,0.028,0.003,1.32,0.002,9,NA
"232",2021,1,10,"15:00",0.043,0.031,0.003,1.32,0.002,10,NA
"233",2021,1,10,"16:00",0.043,0.035,0.003,1.32,0.002,14,NA
"234",2021,1,10,"17:00",0.045,0.038,0.004,1.31,0.002,15,NA
"235",2021,1,10,"18:00",0.043,0.04,0.004,1.29,0.002,17,NA
"236",2021,1,10,"19:00",0.036,0.041,0.007,1.28,0.002,16,NA
"237",2021,1,10,"20:00",0.021,0.039,0.017,1.27,0.002,17,NA
"238",2021,1,10,"21:00",0.013,0.036,0.023,1.28,0.002,21,NA
"239",2021,1,10,"22:00",0.011,0.032,0.023,1.3,0.002,22,NA
"240",2021,1,10,"23:00",0.013,0.028,0.019,1.33,0.001,23,NA
"241",2021,1,11,"00:00",0.021,0.025,0.01,1.37,0.001,22,NA
"242",2021,1,11,"01:00",0.022,0.023,0.008,1.4,0.001,19,NA
"243",2021,1,11,"02:00",0.019,0.02,0.01,1.42,0.001,18,NA
"244",2021,1,11,"03:00",0.01,0.016,0.013,1.43,0.002,17,NA
"245",2021,1,11,"04:00",0.001,0.014,0.024,1.45,0.002,30,NA
"246",2021,1,11,"05:00",0.001,0.012,0.025,1.46,0.002,47,NA
"247",2021,1,11,"06:00",0.001,0.011,0.026,1.46,0.002,57,NA
"248",2021,1,11,"07:00",0.001,0.01,0.027,1.46,0.002,58,NA
"249",2021,1,11,"08:00",0.008,0.008,0.024,1.46,0.002,51,NA
"250",2021,1,11,"09:00",0.012,0.007,0.02,1.47,0.002,36,NA
"251",2021,1,11,"10:00",0.017,0.006,0.018,1.49,0.002,31,NA
"252",2021,1,11,"11:00",0.021,0.008,0.018,1.51,0.002,27,NA
"253",2021,1,11,"12:00",0.029,0.011,0.012,1.53,0.002,30,NA
"254",2021,1,11,"13:00",0.032,0.015,0.01,1.54,0.002,30,NA
"255",2021,1,11,"14:00",0.03,0.019,0.01,1.54,0.002,24,5
"256",2021,1,11,"15:00",0.027,0.022,0.012,1.53,0.002,17,NA
"257",2021,1,11,"16:00",0.029,0.025,0.011,1.52,0.002,15,5
"258",2021,1,11,"17:00",0.028,0.027,0.011,1.5,0.002,16,5
"259",2021,1,11,"18:00",0.024,0.028,0.015,1.49,0.002,18,9
"260",2021,1,11,"19:00",0.018,0.027,0.019,1.47,0.002,18,7
"261",2021,1,11,"20:00",0.02,0.026,0.014,1.47,0.002,19,6
"262",2021,1,11,"21:00",0.011,0.023,0.02,1.47,0.002,23,11
"263",2021,1,11,"22:00",0.006,0.02,0.023,1.48,0.002,21,11
"264",2021,1,11,"23:00",0.013,0.019,0.015,1.49,0.002,15,9
"265",2021,1,12,"00:00",0.016,0.017,0.013,1.5,0.002,11,8
"266",2021,1,12,"01:00",0.02,0.016,0.01,1.5,0.002,10,8
"267",2021,1,12,"02:00",0.018,0.015,0.011,1.49,0.002,6,NA
"268",2021,1,12,"03:00",0.017,0.015,0.01,1.47,0.002,7,NA
"269",2021,1,12,"04:00",0.019,0.015,0.008,1.45,0.002,11,5
"270",2021,1,12,"05:00",0.018,0.016,0.009,1.43,0.002,6,5
"271",2021,1,12,"06:00",0.016,0.017,0.012,1.4,0.002,6,NA
"272",2021,1,12,"07:00",0.009,0.017,0.017,1.37,0.002,7,NA
"273",2021,1,12,"08:00",0.001,0.015,0.017,1.37,0.002,17,5
"274",2021,1,12,"09:00",0.004,0.013,0.02,1.38,0.002,26,8
"275",2021,1,12,"10:00",0.012,0.012,0.019,1.42,0.002,30,12
"276",2021,1,12,"11:00",0.021,0.013,0.013,1.46,0.002,16,12
"277",2021,1,12,"12:00",0.027,0.014,0.01,1.49,0.002,18,8
"278",2021,1,12,"13:00",0.035,0.016,0.007,1.51,0.002,11,5
"279",2021,1,12,"14:00",0.036,0.018,0.006,1.53,0.002,14,5
"280",2021,1,12,"15:00",0.036,0.022,0.006,1.53,0.002,10,2
"281",2021,1,12,"16:00",0.038,0.026,0.004,1.52,0.002,10,NA
"282",2021,1,12,"17:00",0.034,0.03,0.006,1.49,0.002,14,4
"283",2021,1,12,"18:00",NA,0.032,NA,1.46,0.002,NA,NA
"284",2021,1,12,"19:00",NA,0.034,NA,1.43,0.002,NA,NA
"285",2021,1,12,"20:00",NA,NA,NA,NA,0.002,NA,NA
"286",2021,1,12,"21:00",NA,NA,NA,NA,0.002,NA,NA
"287",2021,1,12,"22:00",NA,NA,NA,NA,0.002,NA,NA
"288",2021,1,12,"23:00",NA,NA,NA,NA,NA,NA,NA
"289",2021,1,13,"00:00",NA,NA,NA,NA,NA,NA,NA
"290",2021,1,13,"01:00",NA,NA,NA,NA,NA,NA,NA
"291",2021,1,13,"02:00",NA,NA,NA,NA,NA,NA,NA
"292",2021,1,13,"03:00",NA,NA,NA,NA,NA,NA,NA
"293",2021,1,13,"04:00",NA,NA,NA,NA,NA,NA,NA
"294",2021,1,13,"05:00",NA,NA,NA,NA,NA,NA,NA
"295",2021,1,13,"06:00",0.005,NA,0.018,NA,NA,NA,NA
"296",2021,1,13,"07:00",0.004,NA,0.018,NA,NA,14,NA
"297",2021,1,13,"08:00",0.002,NA,0.018,NA,NA,26,8
"298",2021,1,13,"09:00",0.005,NA,0.02,NA,NA,36,13
"299",2021,1,13,"10:00",0.012,NA,0.023,NA,NA,39,19
"300",2021,1,13,"11:00",0.019,0.008,0.029,1.64,NA,48,26
"301",2021,1,13,"12:00",0.036,0.012,0.016,1.66,NA,47,24
"302",2021,1,13,"13:00",0.045,0.016,0.006,1.66,NA,33,14
"303",2021,1,13,"14:00",0.043,0.021,0.005,1.65,NA,21,8
"304",2021,1,13,"15:00",0.041,0.025,0.004,1.64,NA,14,8
"305",2021,1,13,"16:00",0.041,0.03,0.004,1.62,NA,15,7
"306",2021,1,13,"17:00",0.038,0.034,0.004,1.57,NA,11,4
"307",2021,1,13,"18:00",0.04,0.038,0.006,1.51,NA,18,4
"308",2021,1,13,"19:00",0.03,0.039,0.013,1.45,NA,14,6
"309",2021,1,13,"20:00",0.02,0.037,0.023,1.39,NA,19,6
"310",2021,1,13,"21:00",0.006,0.032,0.034,1.37,NA,22,8
"311",2021,1,13,"22:00",0.008,0.028,0.026,1.38,NA,39,18
"312",2021,1,13,"23:00",0.012,0.024,0.021,1.4,0.003,41,16
"313",2021,1,14,"00:00",0.01,0.021,0.023,1.43,0.003,39,19
"314",2021,1,14,"01:00",0.009,0.017,0.023,1.46,0.003,42,17
"315",2021,1,14,"02:00",0.011,0.013,0.017,1.49,0.003,39,11
"316",2021,1,14,"03:00",0.006,0.01,0.017,1.52,0.003,34,14
"317",2021,1,14,"04:00",0.004,0.008,0.018,1.53,0.003,28,9
"318",2021,1,14,"05:00",0.001,0.008,0.02,1.53,0.003,25,13
"319",2021,1,14,"06:00",0.001,0.007,0.019,1.52,0.003,30,11
"320",2021,1,14,"07:00",0.001,0.005,0.02,1.51,0.003,38,15
"321",2021,1,14,"08:00",0.002,0.004,0.019,1.51,0.003,46,19
"322",2021,1,14,"09:00",0.004,0.004,0.024,1.53,0.003,51,22
"323",2021,1,14,"10:00",0.01,0.004,0.032,1.57,0.003,57,23
"324",2021,1,14,"11:00",NA,0.003,NA,1.58,0.003,57,23
"325",2021,1,14,"12:00",NA,0.003,NA,1.6,0.003,NA,NA
"326",2021,1,14,"13:00",NA,NA,NA,NA,0.003,NA,NA
"327",2021,1,14,"14:00",0.051,NA,0.006,NA,0.003,NA,NA
"328",2021,1,14,"15:00",0.051,NA,0.005,NA,0.003,22,4
"329",2021,1,14,"16:00",0.048,NA,0.006,NA,0.003,26,5
"330",2021,1,14,"17:00",0.042,NA,0.006,NA,0.003,23,8
"331",2021,1,14,"18:00",0.039,NA,0.008,NA,0.003,20,8
"332",2021,1,14,"19:00",0.034,0.044,0.013,1.43,0.003,21,8
"333",2021,1,14,"20:00",0.022,0.041,0.021,1.42,0.003,23,10
"334",2021,1,14,"21:00",0.002,0.036,0.038,1.43,0.003,32,16
"335",2021,1,14,"22:00",0.002,0.03,0.041,1.47,0.003,45,18
"336",2021,1,14,"23:00",0.002,0.024,0.037,1.57,0.003,84,33
"337",2021,1,15,"00:00",0.001,0.018,0.034,1.73,0.003,94,38
"338",2021,1,15,"01:00",0.001,0.013,0.029,1.89,0.004,87,38
"339",2021,1,15,"02:00",0.001,0.008,0.027,2.02,0.004,84,35
"340",2021,1,15,"03:00",0.002,0.004,0.028,2.14,0.004,77,30
"341",2021,1,15,"04:00",0.004,0.002,0.023,2.23,0.004,71,28
"342",2021,1,15,"05:00",0.009,0.003,0.018,2.28,0.004,60,23
"343",2021,1,15,"06:00",0.002,0.003,0.024,2.26,0.004,54,25
"344",2021,1,15,"07:00",0.002,0.003,0.024,2.18,0.004,52,21
"345",2021,1,15,"08:00",0.002,0.003,0.025,2.05,0.004,55,25
"346",2021,1,15,"09:00",0.005,0.003,0.028,1.94,0.004,61,27
"347",2021,1,15,"10:00",0.014,0.005,0.033,1.86,0.004,67,26
"348",2021,1,15,"11:00",0.034,0.009,0.027,1.81,0.004,72,29
"349",2021,1,15,"12:00",0.047,0.014,0.02,1.78,0.004,58,27
"350",2021,1,15,"13:00",0.054,0.02,0.008,1.75,0.004,50,21
"351",2021,1,15,"14:00",0.054,0.027,0.007,1.72,0.004,54,15
"352",2021,1,15,"15:00",0.05,0.033,0.006,1.69,0.004,44,11
"353",2021,1,15,"16:00",0.042,0.038,0.008,1.66,0.004,31,7
"354",2021,1,15,"17:00",0.04,0.042,0.006,1.62,0.004,25,7
"355",2021,1,15,"18:00",0.035,0.045,0.011,1.56,0.004,27,6
"356",2021,1,15,"19:00",0.026,0.044,0.018,1.49,0.004,27,9
"357",2021,1,15,"20:00",0.014,0.039,0.028,1.44,0.004,27,12
"358",2021,1,15,"21:00",0.009,0.034,0.032,1.43,0.004,30,14
"359",2021,1,15,"22:00",0.022,0.03,0.022,1.44,0.004,45,19
"360",2021,1,15,"23:00",0.015,0.025,0.026,1.47,0.004,52,23
"361",2021,1,16,"00:00",0.011,0.022,0.027,1.49,0.004,55,25
"362",2021,1,16,"01:00",0.008,0.018,0.032,1.53,0.004,50,20
"363",2021,1,16,"02:00",0.014,0.015,0.023,1.56,0.004,50,21
"364",2021,1,16,"03:00",0.017,0.014,0.017,1.58,0.004,47,18
"365",2021,1,16,"04:00",0.019,0.014,0.014,1.59,0.003,42,17
